,02461e5d-eee8-4222-8b6d-bf141aad9440_01,0556e2d9-4c92-4293-ad66-2d7d24d5d213_01,05fbde79-00b6-4273-a0bc-d616844e0136_01,074c58a6-7304-4f34-babc-c537da15d971_01,07bec7d7-0aab-4b09-a796-bf1602bf682c_01,0b98a1b7-02d6-4b30-a411-f4e4bbd4c41e_01,0bab0c33-1df7-4078-9487-6c8309258564_01,0bd2551f-4060-43b2-bee3-956e7e09db31_01,0cc39a51-865a-44e1-9096-baf710fb3813_01,0cf24a4b-66af-454b-9e74-715cff8b73d4_01,0edeab00-e86e-484e-974f-e0f41efad22c_01,0efd3473-c23d-4788-a601-c600cbe60a32_01,11d10254-3a16-4526-98e8-80838f8427f2_01,18e7182d-16e8-4eff-96ec-56ff241810d3_01,1b1cae14-ad83-4d2a-b152-504392900e30_01,1b1e7d1d-634f-4d39-bea1-3c1d72bb2af4_01,1b67d80c-335e-4094-b973-e8c064c6bf59_01,1b6f6269-64a6-408b-9103-58128615117c_01,1d25c24e-bd3c-4023-85c1-b158f76324f1_01,1d8829fa-246d-49e9-9905-566a785155c7_01,2132f775-5d09-4b7f-b739-883b4aefb264_01,21e8b3c8-0be7-4fb1-b986-9e5403d04e26_01,22a82b1a-c799-40d9-8ff4-09b093947263_01,22a82b1a-c799-40d9-8ff4-09b093947263_05,23592bc3-17ff-44f3-9b17-c8f21d0af6b4_01,23742e7c-4c96-4253-9b6b-baf0e076b6e7_01,24718e25-4434-4054-861b-0b3e63fe506a_01,24718e25-4434-4054-861b-0b3e63fe506a_05,251b5341-405f-4f16-8334-475f2d358c25_01,27b529b8-0a7e-4a1a-9020-d33ee956c920_01,287fc873-3f50-4b7d-89eb-ebbf858ddfcf_01,29b8c1f6-8478-40db-a182-4ef15154a33d_01,2a85e0e7-7829-4637-b2c9-3beb3aeb571e_01,31356d96-f0a1-4a17-895f-89720c264377_01,320995df-9ef7-460c-aa37-e232e2d4e327_01,3290e7d0-64b4-402f-b2c4-0dc999ad3a64_01,34103b46-3d61-44a4-8b52-dcd29b5185a1_01,3713865f-b6d5-44f4-809b-8b17b696ace3_01,399cb248-9d00-41dc-af44-fa96ca9f649a_01,39a18c44-1990-4f01-a126-a6eda1d4ab1d_01,3cdbf331-991d-41cb-a694-a2aa95c4aa26_01,3f0a06d1-4c45-46b8-a06d-036c8998342c_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_01,43cc3c60-f0a6-4b44-bd7b-8ec4da71991f_05,43cdb4df-06db-4252-a25a-04def9d24c6d_01,43e0141d-9bea-4b26-86e0-88a11175053a_01,452a54f2-f389-4f6d-93d3-8350c48c17eb_01,46332d2c-aee8-4a8a-b781-55702082f097_01,485936b6-38dc-481a-9e35-89348b076466_01,4a380e03-667a-4d08-9a8c-e537a5900291_01,4d20edf6-0c1d-4556-b3f5-9d95ceb47c2a_01,4d215c5d-6813-44a6-ba6e-03c24da903b0_01,4e4e6280-713c-41bf-bf3a-e93c2fa44d59_01,4e7eb78e-a4e2-463e-a3a0-54e128108031_01,4efebe0b-ea06-4189-be34-5c191f69d1f6_01,526b0d88-481d-476c-ad83-548967bab58b_01,53670f27-e632-4e0e-be58-f5c6a66d967f_01,56ce11f3-4193-4314-9254-54bc514efbad_01,588cc671-b7d3-492a-843b-f2e99f1e1109_01,59f1f860-2f84-4668-ae62-8ca8fa38e47a_01,5c4f7b1b-1722-4e96-b70c-166f64b8b75e_01,5cea1082-2ad5-4233-a6e3-067566780471_01,606b2512-c27a-4904-87cb-c57eafd098f1_01,61544d30-175b-45bc-86bd-9ad45bebb840_01,626c1cb7-05f6-4db1-a809-f6fcba2cce8e_01,630c683d-d1a2-4bec-aa20-38ef59227d97_01,630c683d-d1a2-4bec-aa20-38ef59227d97_05,646116c6-167e-46c8-b43e-87d2b885c676_01,67dcde6d-e247-402e-ab27-ba2832b2cc3b_01,6939263c-8dad-469c-8905-7063460e4ab3_01,69509852-ed3e-4b5f-afc3-e7f7d88ce936_01,6a32e197-db90-4b3a-adc9-63b4c55d2cda_01,6a7dce9c-1c9d-41a2-a5ca-0a7d36e91fd7_01,6af41619-490e-4ffb-9a7b-ad9b7483b5a2_01,6d952a17-f8d7-4f4c-8b91-b050e84fbe54_01,6df1339c-39b8-45b3-b4ec-ca133ab3311a_01,6dfea807-028d-4ee3-991a-6c2607a8c8df_01,730bf0e5-50a3-4bdd-90ef-bc6d932979ce_01,79dc329e-9cde-4bd4-819c-ee3d45d813ca_01,7b394c92-c818-4d2b-9ed5-d560581190a7_01,7b411b6f-a273-4ea0-b5c8-637520f1fe5f_01,7db75a66-3e9d-40e1-93c0-23f3630d6a9c_01,8062ca27-542f-4a00-a047-c88b9b26f34f_01,8062ca27-542f-4a00-a047-c88b9b26f34f_05,814a95ad-02f8-44fe-9765-2da3183a2ef5_01,894b81b8-e98e-4ecb-b4e0-4c1c9ad97957_01,89d95f32-019c-48e7-b804-566285a8a2a6_01,8b5bb660-c3c6-4ad6-9b32-e12d458b8ad7_01,8ed15b85-5bb3-4317-a93d-67ee376a8244_01,8f734f5c-fe5c-4c81-98c9-f88a8ca4a5ee_01,8faad47d-3686-44ab-a0e3-842f64179229_01,8fb406e7-49b1-4662-860c-5a4d32b9d19c_01,905c998d-4219-46ef-9906-8e92d7416794_01,928ee84c-dd3c-48f0-a9ac-ddc8619317f4_01,97ca0157-0096-4b0c-a3e7-bab59078d2d6_01,9c947fba-e570-4a4b-9d16-9496dae1ee2e_01,9ea1db00-cae9-492c-b63a-bff816c046ed_01,9ed4368b-ac80-419e-b6ad-1c70d56ef4e7_01,a0be056d-792d-40a0-97c6-fbd4976820b3_01,a123784a-0b6b-4f9a-847f-c5a17cb922bb_01,a18378cd-06e4-44ce-9aa5-d78986bcfe32_01,a1a4313c-9c5b-432c-a879-5425898ffaee_01,a1fe45e4-587e-43fc-b53d-85b5a7c4959b_01,a22235ef-0fd3-4087-a36c-bb22704450ea_01,a30fbec8-68c1-41ed-984f-8476f1984085_01,a3a72058-5a59-45ac-b945-3dcaa566cb03_01,a4357b2b-5650-4deb-a300-9e1420e438ed_01,a4bdd4ea-3870-4e60-be7a-cdd44ce22445_01,a554973a-e5ce-4fee-ae98-ace6c4d08565_01,a789b81c-3d8f-42a6-80b9-ae2ab4df34e9_01,a9c10a1d-ef0b-4a4e-8433-522a9e04796e_01,a9d8a9e3-2a0d-4dbd-808f-646a624d2e0a_01,aac5502e-147d-4ff9-9876-d9bffacf3dd0_01,b0df5500-d608-416e-82f4-9a99206d24c8_01,b3f29a2a-5ae2-45b5-8f59-d96ca461637a_01,b8f0d793-c9ac-4964-aded-35bbd30b669b_01,bac49a26-1556-45b8-8729-a05df52623d8_01,bbbd714f-8a2b-452a-939a-d6839eb7865c_01,bd42cf82-4281-41bf-93e5-8403f1a94905_01,be3b6f94-9468-4164-9d96-abc205f53e92_01,be5254df-ebcf-4a63-9f9f-4a73b7a8d9ed_01,be64d20a-bcda-4623-912a-826e86f3225e_01,c08e6d8f-329c-49d5-afc0-ff52e978b915_01,c3515fef-c079-4be0-9005-2fc8a0bdeb39_01,c50d0ef9-1cc7-4bad-b1de-aa866276b977_01,c5a16472-ac62-422b-a799-26d17aeaa38e_01,c8744498-5d0e-4090-a6f1-c84aa6bb2bcb_01,cb342b8c-90db-43d3-83df-db6e728712bf_01,cbdd5d0c-baba-4b67-9740-9605b73adf6c_01,cbf26a55-e2d4-4c90-b7eb-b8161afa9de8_01,cf81c2f5-ac98-4423-9d80-150ce436e003_01,d0f2103b-a525-4ab4-a476-df21623e756c_01,d1e7a280-963a-48b0-b6fb-1acf7c1a435e_01,d4749ab4-c2fb-4384-8576-97dda543357f_01,d5a27462-bc30-4f5f-9572-7bea0844ce38_01,d69f7591-8917-4097-9b16-7977fa6a0dc6_01,d6b67920-f8e8-40fe-a5dd-aa0004d88a21_01,d6c4198b-6c69-40e5-a8eb-b2de3ac0b2b7_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_01,d7d793f6-eaea-4dd3-8237-c2c02b042340_05,dd6e87af-ea8f-41e9-bf7d-0222d88b7873_01,dfdd5d0a-b87a-4b07-8e66-8ff396e86efd_01,e03c99f2-93cb-457f-8a77-d600f292e313_01,e089ebef-a48e-43d1-a21b-000d820453ef_01,e08bddcd-8ea5-4994-af6a-9fe9b7c93da4_01,e2e7d802-c59c-40bf-b3b5-5c3d3d4eb4fe_01,e535d430-ad45-4df6-bccc-6ed718f4237a_01,e6b32289-55a3-4852-88f3-5e483463249e_01,e9844c04-0562-4b01-a008-812365bd4c2c_01,e9d6e631-a4d9-4855-a8b3-b11e3be63cfc_01,eded94bb-625f-4615-81c7-b794c7c9da62_01,f02b66f4-3f20-443e-80c4-70139252959a_01,f18e8e44-6dca-4588-a003-77d70d6e6866_01,f5f4b937-8b81-4be5-b93e-b3224e357c15_01,fec8549c-9328-47b3-8266-f446db5b7ae9_01,ff929d39-66ca-4de0-8902-80361385acf1_01
MIMAT0019056,0.0,0.0,0.166951,0.0,0.173813,0.667952,0.0,0.0,0.0,0.0,0.109194,0.0,0.0,0.0,0.187551,0.195394,0.0,0.143482,0.0,0.0,0.0,0.0,0.123326,0.307036,0.291955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643615,0.0,0.0,0.0,0.0,0.0,0.0,0.284676,0.0,0.139478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182512,0.0,0.20611,0.0,0.552762,0.0,0.433725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147665,0.0,0.0,0.0,0.0,0.0,0.0,0.220617,0.0,0.0,0.0,0.098254,0.0,0.0,0.253919,0.344023,0.0,0.0,0.0,0.0,0.289684,0.0,0.0,0.0,0.0,0.234381,0.0,0.230624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087875,0.0,0.0,0.0,0.235698,0.0,0.0,0.130708,0.0,0.0,0.186646,0.0,0.12252,0.160622,0.0,0.0,0.0,0.381599,0.176028,0.0,0.279472,0.0,0.0,0.0,0.29136,0.0,0.234267,0.0,1.158159,0.0,0.285397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136771,0.429394
MIMAT0019057,0.0,0.0,0.166951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13924,0.080436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356975,0.208888,0.0,0.0,0.322066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019058,4.050671,1.09234,0.834755,0.887361,0.173813,1.001927,0.725336,0.340412,0.299032,0.768229,0.109194,0.160996,0.196884,0.527446,0.0,0.195394,0.800203,0.143482,0.176844,3.856857,0.875244,0.237752,0.0,0.153518,0.0,0.389468,1.197673,0.423699,1.083952,0.0,0.401556,0.53504,0.6962,0.643489,0.62074,0.527073,0.481465,0.321807,0.455,0.64274,1.349835,2.603072,4.831922,0.163765,0.142338,0.184548,0.278956,0.0,0.98686,0.404767,0.709194,0.234031,0.464352,0.0,0.380658,0.182512,0.312844,1.23666,0.0,0.0,1.38651,3.036076,0.161078,0.872547,0.668358,0.672302,0.442336,0.526938,1.182897,0.678767,0.251231,0.637454,0.56822,0.29533,0.538199,0.654303,0.23888,0.421528,0.0,0.249095,0.0,0.395553,0.675354,0.187446,1.080794,0.179586,0.594937,0.253919,0.344023,0.0,0.342732,0.4001,0.180804,0.144842,1.06884,0.0,0.964796,0.351965,0.937524,0.0,0.0,0.0,1.264412,0.451472,1.826484,0.221072,0.0,0.132747,0.336593,0.184443,0.420445,0.0,0.521666,0.653119,0.52725,1.427899,0.208888,0.421036,0.235698,0.966199,0.0,0.261416,0.823014,0.187691,1.119874,0.0,0.245039,1.124355,0.613644,0.228805,0.0,0.1272,1.056168,0.0,0.698678,2.627418,0.567333,0.172327,0.58272,0.825314,1.327513,0.377582,0.386053,0.325958,0.285397,1.259078,0.0,0.419997,0.165235,0.405082,0.48693,0.575352,0.997571,0.795746,0.136771,0.0
MIMAT0019059,1.28885,0.0,131.223801,56.791024,140.267032,20.372509,119.58984,0.0,80.289965,0.109747,0.327581,917.028631,1.181306,0.0,0.187551,0.0,0.320082,0.430447,38.551974,0.55098,0.250069,0.713257,0.123326,0.0,0.875865,107.103932,313.790964,5.931789,0.0,0.265657,150.182065,82.128646,0.13924,28.796174,0.62074,0.175691,0.674051,16.41218,0.091,0.160685,0.89989,17.787672,95.027817,52.568632,7.116899,0.092274,194.851213,0.497695,0.246715,5.970307,0.0,0.0,9.287043,1.466022,0.0,0.0,51.306433,2.885541,0.0,2.763806,0.0,0.433725,0.0,0.0,0.0,0.336151,0.0,6.674547,0.0,158.695412,0.251231,0.42497,0.85233,0.0,211.392103,0.245364,11.943986,0.0,1.377422,0.0,0.0,4.087369,125.165475,1.874457,0.0,0.0,1.04114,0.0,1.720115,0.0,0.171366,311.378344,0.0,0.0,0.23752,0.0,0.275656,168.327593,0.937524,0.31576,0.922495,12.26636,4.425442,0.0,0.260926,0.0,3.710922,1.061972,0.0,1.844427,0.420445,0.0,0.260833,23.838813,0.52725,2.498824,0.0,0.0,0.117849,2.898597,0.239322,11.37159,0.0,0.0,0.186646,0.0,0.0,0.481867,0.204548,0.457611,0.396988,11.702355,1.056167,0.308189,1.537093,0.463662,32.338064,10.167273,8.158069,15.680966,0.156178,0.0,0.772106,0.325958,0.285397,6.29539,0.0,273.417172,0.991408,1.417787,2.92158,185.263142,0.14251,6.365963,0.136771,21.040283
MIMAT0019060,0.0,0.218468,0.0,0.295787,0.347626,0.667952,0.090667,0.170206,0.149516,0.109747,0.109194,0.080498,0.0,0.0,0.0,0.0,0.160041,0.860893,0.0,1.101959,1.000279,0.475504,0.246652,0.153518,0.58391,0.194734,0.149709,0.423699,0.541976,0.796971,0.0,1.3376,0.27848,0.080436,0.206913,0.175691,0.0,0.965421,0.0,1.60685,0.449945,0.433845,0.0,0.32753,0.284676,0.092274,0.836869,0.0,0.246715,0.202384,0.0,0.468062,0.0,0.488674,0.380657,0.547536,0.391055,0.41222,0.821631,1.658285,0.0,0.433725,0.161078,0.0,0.334179,0.0,0.221168,0.0,0.131433,0.135754,0.0,0.212485,0.28411,0.147665,0.1196,0.40894,0.23888,0.0,0.459141,0.249096,0.441234,0.263702,0.450236,0.0,0.0,0.179586,0.148734,0.253919,1.032069,0.0,0.342732,0.100025,0.361608,0.289684,0.0,0.0,0.964796,0.087991,0.703143,0.31576,0.0,0.395689,0.0,0.677208,0.260926,0.0,0.0,0.0,0.336593,0.184443,1.68178,0.365112,0.260833,0.489839,0.087875,0.356975,0.208888,0.210518,0.235698,0.322066,0.478644,0.0,0.182892,0.0,0.186646,0.0,0.24504,0.160622,0.818192,0.228805,0.0,0.508799,0.704112,0.0,0.0,0.0,0.378222,0.172327,0.0,1.237971,0.858979,0.0,0.386053,0.162979,0.285397,0.0,0.0,0.279998,0.33047,0.202541,0.243465,0.191784,0.0,0.397873,0.0,2.14697
MIMAT0019061,0.184121,0.655404,0.0,0.0,0.173813,0.667951,0.090667,0.340413,0.224274,0.0,0.0,0.080498,0.787537,0.0,0.562652,0.0,0.160041,0.573929,0.353688,0.0,0.750209,2.377522,0.493304,0.0,0.291955,0.0,0.149709,1.271097,0.270988,0.796971,0.133852,0.26752,2.22784,0.40218,0.206913,0.0,0.192586,1.609037,0.091,0.160685,0.449945,0.0,0.0,0.0,0.284676,0.0,0.0,0.0,0.49343,0.404767,0.118199,0.468062,0.0,0.0,1.903286,0.73005,0.156422,0.41222,2.464896,0.829143,0.0,0.0,0.0,1.163396,1.670895,0.336151,0.221168,0.175646,0.131433,0.0,0.0,0.637454,0.0,0.295329,0.0,0.0,2.627678,2.950692,0.0,0.0,0.0,0.131851,0.0,0.374892,0.0,0.179586,0.297468,1.523515,0.0,0.0,0.342731,0.0,0.180804,0.579368,0.831321,0.696334,0.0,0.087991,0.234381,0.63152,0.230624,0.395689,0.0,0.225736,0.0,1.10536,0.0,0.530987,0.336593,0.184443,2.102224,1.095335,0.260833,0.326559,0.087875,0.71395,1.879995,0.210518,0.117849,0.322066,0.478644,0.261416,0.0,0.0,0.0,0.377362,0.857637,0.80311,0.204548,1.144027,0.0,0.763199,0.0,3.698269,0.0,0.154554,0.0,0.516981,1.456799,4.12657,0.0,0.377582,3.860529,0.325958,1.71238,0.419693,1.409254,0.839992,1.156643,0.405082,0.0,0.191784,0.427531,1.193619,0.0,0.0
MIMAT0019062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.142338,0.0,0.0,0.0,0.0,0.0,0.118199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147665,0.0,0.0,0.0,0.0,0.0,0.083032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184443,0.0,0.0,0.0,0.16328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396987,0.1272,0.0,0.0,0.0,0.0,0.0,0.172327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202541,0.0,0.0,0.0,0.397873,0.0,0.0
MIMAT0019063,0.184121,0.0,0.166951,0.295787,0.0,0.0,0.181334,0.51062,0.224274,0.219494,0.218387,0.32199,0.196884,0.0,0.0,0.195394,0.0,0.143482,0.0,0.27549,0.125035,0.0,0.123326,0.153518,0.0,0.194734,0.0,0.0,0.270988,0.0,0.0,0.26752,0.27848,0.0,0.0,0.0,0.096293,0.0,0.819001,0.482054,0.0,0.144615,0.0,0.163765,0.142338,0.13841,0.418435,0.0,0.246715,0.0,0.236398,0.234031,0.232176,0.0,0.0,0.0,0.078211,0.20611,0.273877,0.0,0.0,0.0,0.322156,0.0,0.0,0.0,0.0,0.0,0.394298,0.339383,0.0,0.212485,0.0,0.0,0.0,0.0,0.0,0.210764,0.0,0.166064,0.0,0.0,0.0,0.187446,0.196508,0.179586,0.148734,0.0,0.688046,0.0,0.171366,0.0,0.361608,0.0,0.11876,0.0,0.0,0.0,0.0,0.63152,0.230624,0.0,0.632206,0.451472,0.260926,0.0,0.0,0.132747,0.336593,0.184443,0.0,0.0,0.260833,0.16328,0.0,0.0,0.208888,0.315778,0.117849,0.0,0.0,0.0,0.091446,0.0,0.0,0.0,0.12252,0.160622,0.0,0.0,0.0,0.508798,0.0,0.308189,0.558943,0.0,0.0,0.0,0.29136,0.0,0.390445,0.377582,0.0,0.162979,0.0,0.0,0.0,0.139999,0.660939,0.405082,0.0,0.0,0.712551,0.0,0.410312,0.214697
MIMAT0019064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130708,0.0,0.0,0.0,0.0,0.0,0.160622,0.204548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383568,0.0,0.0,0.136771,0.0
MIMAT0019065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14251,0.0,0.0,0.0
MIMAT0019066,0.552364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0019067,0.0,0.218468,0.166951,0.0,0.0,0.0,0.0,0.085103,0.0,0.0,0.0,0.160996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723076,0.0,0.0,0.0,0.046137,0.0,0.497695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166064,0.0,0.0,0.112559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210735,0.225736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182892,0.0,0.0,0.0,0.12252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279997,0.0,0.0,0.0,0.0,0.285021,0.0,0.0,0.214697
MIMAT0019068,0.0,0.218468,0.0,0.0,0.0,0.667951,0.181334,0.085103,0.074758,0.438988,0.0,0.241494,0.196884,1.054892,0.187551,0.0,0.0,0.143482,0.176844,0.0,0.375105,0.0,0.123326,0.307036,0.291955,0.194734,0.0,0.847398,0.270988,0.796971,0.0,0.26752,0.6962,0.0,0.206913,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.26844,0.0,0.0,0.046137,0.139478,0.0,0.49343,0.202384,0.472797,0.0,0.0,0.0,0.380658,0.547536,0.0,0.0,0.547754,0.276381,0.0,0.0,0.0,0.0,0.334179,0.0,0.221168,0.351292,0.0,0.067877,0.0,0.212485,0.0,0.29533,0.0,0.0,0.0,0.421528,0.0,0.083032,0.0,0.0,0.0,0.187446,0.098254,0.0,0.0,0.0,0.0,0.0,0.342732,0.100025,0.180804,0.434526,0.47504,0.0,0.0,0.087991,0.0,0.31576,0.0,0.0,0.210735,0.225736,0.260926,0.0,0.530132,0.132747,0.336593,0.0,0.84089,0.0,0.260833,0.16328,0.0,0.0,0.417776,0.315777,0.0,0.0,0.239322,0.261416,0.091446,0.0,0.0,0.0,0.12252,0.160622,0.0,0.45761,0.198494,0.1272,0.0,0.0,0.0,0.154554,0.189111,0.689307,0.0,0.412657,0.0,0.0,0.386053,0.162979,0.285397,0.0,0.402644,0.0,0.0,0.405082,0.0,0.0,0.42753,0.0,0.0,0.0
