,108d4b89-d1d5-4528-a040-c7e5696c8417_01,14213209-2217-4812-9a19-d9b2b6718467_01,158fd4c2-68dc-4ca4-8130-d5589c80d825_01,1791e250-70ac-439c-828b-15ba811935cc_01,1d2937e8-6104-4330-b7dc-7bcd79dac927_01,200f77a5-803c-4891-980b-5c3b08c91254_01,245e4254-dbc1-45bd-b5df-504d8c3822de_01,254f6921-82ac-4fe1-b1b4-ace94c420d05_01,276dd6d1-a5ad-4b64-8536-916584805091_01,2aa77a19-efde-478a-a113-c0af75708b31_01,2aad74b4-8d66-4563-8958-88d83f86556d_01,33ad8d6e-10f4-4965-9721-1a9984f9e87d_01,3428aa0a-127d-492a-bf4a-ee82563d3701_01,37c77a51-efce-46bd-ab8c-93e17c04c6ac_01,3af5b391-e72f-463d-a086-a86c6c30a51a_01,485b221f-f40f-46a0-a9cf-023f807e6146_01,4a31c620-5c6e-44ae-b7f0-0553c4b7eb33_01,4daeefc3-0e2e-4537-8e13-af9717b3ce29_01,4f0124a6-4a5b-4e42-b9ff-d7de51d2148c_01,4f4906dc-7ebd-47f1-a8f5-b35d3950e740_01,51f6692d-a05b-474b-ba99-637c8bc49b30_01,605e9e51-270c-48fb-b198-46b5512b29da_01,6385194a-d75b-4bd3-9e70-9aa36250d5b9_01,64d00705-5070-4338-9433-ba74424528b3_01,6717b82e-889d-45a4-9638-4d0e023399cc_01,6db758a1-dd0f-4abb-a0ca-80c4b135e8a5_01,6dfe9121-29a0-4593-984f-1644166e1d39_01,6e22b287-5b45-4f5f-a825-b200aa6943e6_01,75a43851-8fa0-4259-b843-88dc6fbce270_01,76b0106c-a4d2-4b29-bef4-fe03a25b5d21_01,76e4538f-3383-46b0-884d-978d031ee182_01,79823022-7feb-49de-8de7-607721b595d2_01,82c37e7c-0899-497e-9753-84da21f8e0fe_01,83059a0f-4de9-454c-8e51-9265ab5f3558_01,8481dc3d-109a-4f2d-a0ad-8f0fd2a61a53_01,8703c5c3-d519-4d78-a5f6-2ef53fca277a_01,89d0b316-65de-4f4c-988a-3c3861a68090_01,8b7c42cd-fc2a-4023-843e-a411821f94ff_01,8c113bc1-101b-405f-9eb1-8c9e8ebbe185_01,8c8d4495-1a1d-4942-b0f0-1445fd05dfce_01,8def73e4-83a5-4998-8f6e-f71f21c946ac_01,9205fbf2-f4ba-475c-8351-1aae5ff3b8bf_01,98315e03-ffe8-449c-8f92-7fd2c0f20b79_01,9f15bf13-11d2-400f-b6f9-c8be0a57c763_01,a1206473-cf9d-4bca-97c9-67f35817b806_01,ae10b73d-e7f4-4334-8452-167b60d71cb5_01,b0770eff-dff2-4e10-8fc9-c07a81efcc5e_01,cdde118f-4673-4e7e-b965-1f9fe007050d_01,ce2b2c41-7d28-4d8b-a037-af842a8fe20f_01,d9952e44-b573-4854-893e-b3bbc5287f2f_01,ddfdd05e-058c-4877-b389-724a6c101353_01,ebb834c6-374e-4077-a4ce-c74a850be358_01,ee6083aa-9453-44ff-8cc5-79b71fea289d_01,eec002c4-7602-4179-8eb3-2b0508d5ee1c_01,f2cc142b-9fc0-44d9-9ae3-558b4eace375_01,f98c183e-aaa1-40c4-83e7-c248cc3adb55_01,ffedc8be-1056-4205-b9d9-99b5bdb872db_01
MIMAT0003945,0.436064,0.435446,0.0,0.0,0.0,0.343872,0.602494,0.302629,0.619354,0.954784,0.32191,0.534108,0.199355,0.600879,0.0,0.0,0.245964,0.0,0.734954,0.377294,0.0,0.334822,0.329637,0.518933,0.206485,0.541104,0.418908,0.671366,0.0,0.535803,0.39627,0.48618,0.0,0.228638,0.0,0.0,0.188714,0.290266,0.0,0.353859,0.0,1.030912,0.130622,0.0,0.151992,0.610835,0.0,0.280332,0.265496,0.158596,0.0,0.0,1.84541,0.683388,1.099982,0.522719,0.206719
MIMAT0003948,0.0,0.0,0.0,0.0,0.0,0.0,4.217452,0.907887,0.0,12.548584,0.0,0.0,5.18323,0.801172,0.741701,0.0,1.106838,2.388397,0.0,1.88647,0.0,1.171879,0.0,1.383822,0.0,0.0,0.0,0.0,3.0493,0.0,1.585079,0.24309,0.0,0.228638,0.844009,1.4752,0.188714,0.580531,0.0,1.061576,0.0,0.0,0.0,0.0,0.911954,0.0,0.0,3.924644,0.0,0.0,0.0,0.0,0.0,0.0,1.649973,0.0,0.0
MIMAT0004185,0.872128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482864,0.0,0.199355,0.0,0.0,0.117954,0.0,0.0,0.367477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.763579,0.151992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004284,0.0,0.0,1.072648,0.0,0.324751,0.171936,0.0,0.907887,0.0,0.272796,0.32191,0.534107,0.0,7.410827,0.123617,0.0,0.245964,0.0,8.819444,0.0,0.26238,9.207631,2.307459,0.0,0.0,0.270552,0.558544,0.223789,0.0,0.714404,0.0,0.48618,0.24333,5.715945,0.0,0.0,0.0,0.0,0.0,5.307881,0.0,0.687275,0.0,0.394797,0.0,0.0,0.0,0.0,10.354344,0.0,0.306457,12.206304,7.381638,6.833888,0.0,0.0,0.0
MIMAT0004481,37.065468,87.960015,36.470043,62.859108,80.538306,46.422664,140.682142,50.236444,116.438661,29.461891,58.104608,48.425693,28.109055,57.283685,57.605395,26.067749,25.949217,41.455728,73.862843,39.238576,68.481111,97.098652,72.520119,61.234117,105.72023,36.253986,46.498825,72.059915,31.255337,16.431303,69.611327,48.374964,76.892156,74.535923,30.384328,57.901604,44.914006,54.569887,81.067931,63.694539,90.085383,93.469345,31.741146,76.590627,40.429942,20.462965,296.480355,25.370013,20.974184,31.402049,93.469315,46.975776,234.366986,80.639896,44.365968,70.828438,73.178402
MIMAT0004482,6.97703,11.53931,10.726484,8.921939,3.572263,11.519698,8.133657,3.934179,15.793542,1.909567,10.944912,9.969996,3.58839,5.007315,4.697437,5.661774,3.320516,9.212385,12.861689,6.791292,10.757569,18.24785,14.83366,4.843376,10.737211,2.976074,15.499608,10.518063,4.573951,4.107827,9.906737,8.021979,12.89647,6.401858,1.477016,1.2908,16.606861,2.467256,5.311348,10.615758,20.575057,2.061823,3.396172,11.054317,3.191838,2.036116,18.824149,6.307461,3.451448,3.013328,21.451975,2.589216,5.90531,13.326083,4.03327,4.704472,3.927654
MIMAT0004484,444.131543,472.676222,200.227688,222.642905,98.074874,219.046187,250.637137,320.484302,436.954659,89.340458,333.980748,239.814003,146.52593,381.357086,312.503092,156.996259,108.716157,205.913838,1046.206538,65.649155,830.956611,351.061873,756.516676,241.303934,440.019155,98.751537,383.440775,507.999992,75.08904,191.103232,129.183831,254.272434,361.831124,128.494442,106.134153,11.801601,452.536933,112.913224,103.711039,674.808244,353.483172,97.936629,368.092806,83.302176,128.281473,25.756866,347.070255,445.446911,170.713931,107.369632,388.280728,387.272745,200.780535,1031.233949,62.882345,83.635052,210.6463
MIMAT0004485,54.944109,29.174857,20.38032,41.770892,48.712685,25.618433,72.901668,25.42085,43.664497,38.191343,16.095458,43.974803,124.995589,46.26759,41.411604,13.092853,35.664802,34.119942,176.38888,85.268443,61.134478,23.270195,42.852797,78.358911,65.662173,25.431902,15.359971,55.49956,26.30022,23.932553,39.494852,17.259409,13.626459,72.478184,50.007543,13.830001,29.25072,47.313254,31.868083,37.15515,25.209078,71.820195,65.049758,7.895941,30.398454,23.517138,17.64764,36.302943,48.585769,41.076416,22.06489,49.934881,30.633795,74.831091,29.882864,36.328976,86.201676
MIMAT0004486,1.090161,1.306337,1.966522,0.405543,0.0,1.375486,0.602494,0.605258,3.716127,0.545591,0.643819,0.890179,0.598065,1.602342,0.7417,0.943629,0.983856,1.364798,2.572338,0.754588,3.410936,1.674114,0.659274,1.037867,0.41297,0.541104,1.256725,1.566522,0.190581,0.357202,0.660449,0.729271,1.946637,0.228638,0.211002,0.1844,3.774286,0.145133,0.279545,2.47701,1.853609,0.0,1.044976,1.579188,0.759962,0.101806,1.176509,1.68199,1.061984,0.634384,2.758111,0.0,0.369082,4.783722,0.733321,1.045439,1.240312
MIMAT0004487,0.872129,0.435446,0.536324,0.0,0.649502,2.750973,0.0,0.0,1.238709,0.136398,0.160955,0.0,0.199355,1.001463,0.247234,0.117954,0.368946,0.682399,3.674768,0.377294,0.26238,0.502234,0.329637,0.172978,0.619454,0.0,0.977453,0.895154,0.190581,1.964613,0.52836,0.0,0.0,0.457276,0.0,0.0,0.188714,0.435398,0.55909,0.0,0.926805,1.030912,0.0,0.394797,0.607969,0.305418,0.0,0.981161,0.0,0.475789,0.919371,0.0,0.369082,0.683389,0.0,0.26136,0.0
MIMAT0004488,0.218032,0.653168,0.178775,0.811085,0.0,1.20355,0.602494,0.302629,0.929031,0.818386,0.643819,0.0,0.39871,0.80117,0.247233,0.235908,0.491928,0.1706,5.879629,1.131882,0.787139,0.837057,0.988911,0.864889,0.206485,0.811656,0.0,0.447577,0.381163,0.178601,0.528359,0.24309,0.486659,0.457276,0.0,0.5532,0.0,1.451327,2.795446,0.353859,0.185361,0.687275,0.522488,0.0,0.0,0.305418,2.353018,0.140166,1.32748,0.317192,0.306457,0.0,0.369082,0.341694,0.0,0.0,0.826875
MIMAT0004489,8.06719,4.136734,4.111819,8.110852,3.572263,4.47033,3.916205,5.447324,12.077415,6.274293,5.95532,5.875176,2.39226,8.011704,17.306344,2.830888,5.657175,1.876596,6.247106,9.43235,9.708052,8.370573,5.933465,12.454397,8.672363,5.140491,4.607991,7.161234,4.192789,1.60741,6.076132,4.618715,3.163286,7.545047,5.064054,3.1348,3.208143,8.272563,18.449944,3.892445,6.30227,12.714579,3.526794,7.895941,1.36793,3.461397,49.413392,3.644312,12.743808,8.564195,7.354963,5.178432,9.227047,4.442027,1.099982,2.352236,4.754529
MIMAT0004490,0.0,0.0,0.0,0.0,0.974254,0.0,0.0,0.0,0.0,0.136398,0.0,0.356071,0.0,0.400586,0.247234,0.0,0.0,0.1706,0.0,0.754588,0.0,0.0,0.0,0.0,0.0,0.270552,0.0,0.0,0.190581,0.0,0.0,0.0,0.0,0.0,0.211002,0.0,0.188714,0.0,0.279545,0.0,0.0,0.343637,0.0,0.0,0.0,0.0,0.0,0.140166,0.0,0.0,0.0,0.0,0.369082,1.025082,0.0,0.0,0.0
MIMAT0004491,18.968799,9.144358,14.480752,18.654961,156.530098,9.112597,5.422438,4.236808,17.341928,18.004489,14.324958,16.379279,4.983875,18.627211,40.917137,6.015635,25.949218,20.301365,15.06655,66.403743,12.069468,10.2121,9.559471,43.244433,9.085332,10.551534,3.630539,29.540088,13.340692,8.572855,12.944801,18.961042,7.786547,22.177867,90.308981,10.326401,7.926001,14.948667,44.168044,6.015595,4.634022,39.174652,3.91866,43.032878,7.751605,17.510597,23.530186,18.081389,32.390513,37.111512,7.048506,12.94608,18.085012,52.62095,15.216428,7.840786,22.118895
MIMAT0004492,0.0,0.0,0.0,0.405543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367477,0.0,0.0,0.0,0.0,0.0,0.0,0.270552,0.0,0.223789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004493,10.029479,11.757033,9.475059,17.032792,123.40547,11.003891,17.773547,10.592021,17.341928,22.232816,18.187867,17.269457,12.958075,18.426918,48.457757,4.718145,24.104487,18.25417,219.383668,98.473733,11.807088,23.605018,98.231796,30.790036,20.854968,20.020859,2.792722,24.840531,24.775571,13.573687,13.473161,12.883785,15.816426,27.665174,124.491351,12.170401,10.379287,21.334504,60.661172,10.615756,2.409691,31.270993,6.400478,21.713838,11.551413,17.917819,57.648957,27.192166,31.063032,29.816088,4.596852,27.371712,22.513995,65.947035,14.483105,28.74955,40.723573
MIMAT0004494,1174.757366,1924.234205,348.253158,1214.600188,476.085315,1666.057731,341.613601,924.834777,8186.009519,931.8687,373.73653,678.67185,433.59714,3621.89086,1539.151894,150.626768,921.381736,1245.719018,2117.034024,908.523939,1701.007801,1456.814697,4605.027426,739.306822,606.858894,640.126399,1110.944943,2952.889833,4759.577852,1418.09315,265.89678,568.588166,381.784154,1457.79461,1843.316026,66.752805,3019.617794,359.638777,362.010231,722.225294,1293.077405,779.713026,385.465532,1963.325722,2667.008343,1706.061436,7267.29821,569.914145,1330.134992,761.737584,2642.270261,2246.329878,3670.888228,980.66316,992.367765,2431.1664,614.781253
MIMAT0004495,35.321212,25.255846,15.910949,38.121009,11.691044,19.428744,16.568561,10.289392,23.845152,21.96002,23.338414,19.939992,20.33421,31.245645,4.94467,8.374707,22.136774,31.902144,11.759259,13.582584,22.302278,52.734616,21.756035,15.049063,13.421514,23.267485,58.088624,10.294274,9.529066,20.181929,19.549292,23.579757,15.086437,14.404181,21.100228,4.9788,74.542156,13.352207,48.081668,75.018012,34.662482,66.665635,5.486124,15.002288,41.493889,7.940853,57.648957,26.35117,34.779977,18.714353,47.807256,23.302944,58.314935,32.80267,25.116272,16.204292,20.051709
MIMAT0004496,1.96229,2.830396,0.715099,0.0,1.299005,1.203552,2.108726,0.0,0.619354,1.091182,0.965728,0.712143,0.598065,7.811414,0.370851,0.589769,0.61491,0.852999,1.837384,2.641058,3.935696,0.502234,2.637095,0.518933,1.445394,0.270552,0.977453,2.685464,0.381163,0.893005,0.26418,1.215451,1.946637,1.143189,0.211002,0.0,2.264571,0.435398,0.279545,0.707717,2.409691,1.718187,0.0,0.394797,2.127891,0.50903,2.353019,2.382819,1.061984,0.475788,0.91937,1.84944,4.798065,3.075249,0.549991,0.784079,0.826875
MIMAT0004497,25.291731,34.400205,24.849686,31.632326,32.150372,90.266288,33.739616,20.881413,39.948371,22.232816,49.252102,18.693744,38.67487,70.302699,17.677193,9.790151,17.955383,18.936567,64.308446,50.93469,27.025111,53.069438,28.019137,26.292616,28.907876,35.442331,20.666145,22.378857,18.867549,23.396749,44.910532,9.480521,20.926346,15.318734,9.073098,5.3476,26.231289,16.109728,27.674913,40.339875,32.252791,31.614629,23.250716,45.401661,41.797874,11.809472,84.708672,31.397141,38.762416,17.762776,60.678442,65.840066,50.933298,117.884593,22.732975,29.272268,73.38512
MIMAT0004498,0.436064,0.435446,0.0,0.0,1.623756,0.515808,0.0,1.513146,1.548386,0.681989,0.643819,0.178036,0.0,0.200293,0.247234,0.471815,0.122982,0.5118,0.734954,2.641058,0.0,0.167411,0.0,0.69191,0.41297,0.0,0.418908,0.671366,0.0,0.357202,0.13209,0.972361,0.48666,0.0,0.211002,6.0852,0.188714,0.290265,0.0,0.0,0.0,0.687275,0.261244,1.184391,0.607969,1.018059,1.176509,0.840995,0.0,0.79298,0.612914,0.739776,0.369082,0.683388,0.18333,0.26136,0.206719
MIMAT0004499,1.308193,1.306337,0.893874,2.027713,2.922761,0.687743,0.602494,1.210516,1.858063,0.681988,1.448591,3.204643,0.199355,2.403511,1.236167,0.0,1.721749,0.682399,6.614582,1.131882,0.524759,1.004469,2.637095,2.594665,1.238909,0.541104,0.837816,1.342732,1.524651,1.60741,2.509707,1.458541,1.216648,3.200929,1.266014,0.1844,1.321,2.17699,0.559089,0.353859,0.741443,3.78001,0.261244,1.184391,0.759961,1.22167,1.176509,1.261493,0.0,0.475789,0.91937,1.109664,0.738164,1.366778,1.466643,0.26136,2.273905
MIMAT0004500,42.95234,30.045748,24.492137,25.954729,16.562314,32.839734,21.087259,29.960288,11.45806,29.598289,14.003048,16.379279,31.697446,26.638915,17.059109,6.251543,11.068387,33.437542,70.555552,57.348688,18.366581,19.41973,24.722767,27.503459,16.312301,14.068711,13.544703,14.993833,24.584991,11.073272,24.568705,9.723611,28.712894,43.212545,27.641301,6.6384,13.964859,24.237158,14.815863,26.185533,9.638766,24.054611,27.430621,16.581475,27.054623,10.995026,24.706696,74.848537,22.036168,19.348736,34.629615,56.222978,32.848285,31.777586,27.316237,25.613235,22.532334
MIMAT0004501,2.398354,6.531685,1.787747,4.866512,9.093033,21.320037,2.409973,1.210517,1.858063,3.409942,12.393504,3.382677,1.395485,37.855301,6.79892,1.29749,3.56648,0.511799,7.717014,9.43235,21.252758,3.348229,5.933464,6.919109,2.271333,1.352761,1.535997,40.281938,5.145695,0.535803,3.038066,2.917083,3.406615,3.20093,2.954032,0.5532,3.019429,1.741592,0.838634,2.123153,4.44866,3.78001,3.657416,13.028302,10.639458,2.646951,14.118113,5.746798,5.840912,2.696135,7.048506,11.09664,7.012556,14.009472,0.36666,3.920393,3.307499
MIMAT0004502,6504.989991,3060.964999,2511.963605,8088.14226,4910.888258,6552.644587,3340.824334,4248.308453,4401.753024,2425.832077,4365.410029,5424.923887,2906.795353,2854.369663,3888.240589,2487.877611,1727.529266,3060.558628,6020.740393,3781.995003,3770.921503,2461.95323,4063.763643,3925.210657,2957.688576,2797.509295,3040.716075,1041.959457,2051.226734,4611.481769,3803.525927,3047.622846,2525.761306,4928.973667,2120.57304,783.146872,3662.378764,3259.099422,1877.98047,2527.965443,4730.780025,10859.969519,694.125327,4004.426465,6556.49051,2106.870834,3741.299713,7625.299814,1996.264471,5163.41674,6373.687869,4116.853541,5200.732555,4547.270184,3337.347659,3274.573614,1588.219352
MIMAT0004503,3.270482,3.919012,6.257116,1.622171,4.221765,6.017753,1.204987,7.868359,4.645159,2.591555,5.633413,9.079819,2.990325,9.814338,5.562752,2.712935,2.459641,11.259581,3.674768,6.413998,3.935696,5.8594,10.218744,1.729778,3.716727,4.328834,7.400713,7.161234,3.621044,8.394254,18.096303,1.458541,4.866593,7.773686,1.688018,3.1348,4.717857,1.59646,1.677268,10.261899,12.7899,5.154559,2.220574,18.950258,3.343829,2.239729,62.354994,5.466467,5.575416,3.964904,12.871186,20.34384,8.857966,3.075249,45.282621,19.601967,2.273907
MIMAT0004504,2.398353,1.306337,2.324073,72.997674,0.649502,79.262396,0.0,0.0,43.974174,1.500374,2.414319,5.697143,2.990325,34.65062,1.359784,0.471816,2.213677,9.724185,21.681133,40.370458,7.346633,3.515641,181.300293,3.113598,28.081934,0.0,0.418908,43.862557,13.721854,25.897165,2.377616,1.458542,1.459978,2.286378,1.477016,12.539201,20.56986,0.145133,0.279545,13.092767,12.048458,11.340031,0.522488,11.843911,1.063946,3.461398,2.353018,16.399401,0.796488,18.397159,24.823,6.657984,13.656029,26.652169,20.53301,37.635775,8.475466
MIMAT0004505,1.962289,2.830397,2.145297,3.244341,3.247513,2.235166,2.108727,2.723662,4.954836,1.227579,1.609546,0.890179,2.192905,1.602342,1.112551,1.179537,0.61491,4.606192,1.469907,3.77294,0.787139,0.669645,2.307458,3.113599,0.41297,0.541104,1.117088,1.790309,0.571743,1.071606,1.849258,0.729271,0.973319,2.972292,0.633006,0.1844,2.453286,0.870796,1.956812,1.769293,0.370722,5.498196,0.783732,1.579188,2.583868,2.341533,5.882546,1.261493,1.32748,3.647713,2.145199,1.479552,4.798065,4.783723,6.049904,2.090877,1.447031
MIMAT0004506,0.218032,1.306336,0.357549,2.433256,0.324751,0.515807,1.204987,0.907887,2.787095,3.409941,1.287637,0.356071,1.19613,0.600879,2.59595,0.235907,1.229821,0.682399,0.367477,3.395646,0.524759,0.837057,0.659274,0.518933,0.82594,0.541104,0.279272,0.671366,0.381163,0.178601,0.528359,0.972361,0.973319,2.972291,0.422005,0.0,0.377429,1.886724,3.913625,1.061576,0.741444,6.185471,1.175598,0.789594,2.127891,0.814446,2.353019,0.560663,0.265496,0.792981,0.91937,0.369888,2.214491,3.075249,2.016634,1.306798,2.894061
MIMAT0004507,4.360643,5.225347,1.251423,8.516396,118.534203,7.565174,2.108726,3.026291,13.006447,7.638268,6.921047,12.462494,4.78452,7.611118,10.383805,1.061584,20.415025,1.876597,9.186921,49.04822,9.183291,3.013406,6.922375,21.103283,3.716726,7.57546,0.837817,13.203526,10.10081,2.857618,5.944041,12.640694,3.893273,16.69056,34.604375,3.5036,4.717858,8.562829,15.095407,1.415435,2.03897,24.741886,3.526794,16.976273,4.863752,11.60586,15.294621,17.100228,11.416328,14.273658,3.983938,5.54832,9.96521,18.793194,2.749956,7.840787,13.64343
MIMAT0004508,0.0,0.0,0.0,2.027714,0.0,0.0,0.301247,0.0,0.0,0.136398,0.160955,0.0,0.0,0.200293,0.247234,0.235907,0.122982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837817,0.0,0.0,0.0,0.0,1.701631,0.0,0.0,0.0,0.0,0.0,0.290266,0.0,0.0,0.370722,0.0,0.0,0.394797,0.0,0.101806,0.0,0.140166,0.0,0.0,0.612914,0.0,0.0,0.341694,0.0,0.0,0.0
MIMAT0004509,24.637635,34.400205,24.492137,49.070661,18.51082,32.323927,20.18352,59.617948,33.754824,39.146125,36.697644,49.849979,39.472291,43.2632,28.555465,31.25771,16.110651,38.384934,128.616893,138.466897,22.039898,27.622894,86.694504,59.850295,54.099023,43.558897,30.580309,36.701322,19.439295,26.790172,28.663489,26.01066,29.199552,34.752948,31.861346,639.130457,17.361718,33.52565,47.243034,46.35547,13.716705,34.020091,27.953108,41.848487,67.636559,35.122999,38.824807,41.208745,21.505176,34.573972,21.145518,95.061218,42.813498,73.806007,34.832787,23.522361,62.015594
MIMAT0004510,0.218032,0.217723,0.178775,0.811085,0.0,0.515807,0.301247,0.302629,0.0,2.045965,0.0,0.0,0.199355,0.200293,0.0,0.117954,0.860874,0.1706,0.367477,0.0,0.52476,0.0,1.318548,0.172978,0.206485,0.0,0.0,0.671366,0.190581,0.0,0.0,0.24309,0.0,0.0,0.211002,0.0,0.0,0.0,0.55909,0.0,0.0,0.0,1.567464,0.0,0.607969,0.0,0.0,0.0,0.0,0.634384,0.306457,0.0,0.0,0.341694,0.733321,0.26136,1.860468
MIMAT0004511,26.381893,0.435446,4.469368,49.070658,8.118781,1.547422,21.08726,13.618313,28.799988,19.232069,7.72582,9.079818,14.552915,9.413751,2.719568,11.795363,6.149104,4.435593,101.791083,17.355524,19.940859,14.899619,14.504023,9.859732,4.129697,2.164417,33.373032,1.56652,7.623253,3.036219,14.926148,20.662674,1.946636,5.487308,3.587039,1.844,2.642001,7.546899,25.438557,10.261899,0.556083,20.274601,24.426314,5.527158,13.223327,2.850562,25.883205,17.240394,9.026864,14.749448,0.0,4.438656,16.977766,9.90914,1.649974,0.784079,5.374686
MIMAT0004512,0.218032,0.217723,0.0,5.677598,0.324751,0.171936,0.90374,0.605258,0.0,1.227579,0.643819,1.24625,0.0,1.602341,0.741701,0.0,0.0,0.3412,3.674769,2.263764,1.574279,0.167411,1.318548,0.172978,0.0,0.541104,1.117089,0.447577,1.52465,0.357202,0.528359,0.729271,0.24333,1.143189,0.0,0.0,0.377428,1.306194,10.902238,0.707718,0.370722,2.061824,0.0,0.0,0.303985,0.305418,2.353019,0.981161,0.0,1.427365,0.612914,1.479552,1.845409,1.025083,0.18333,1.045438,1.033594
MIMAT0004513,4.796708,3.919011,7.687313,2.027714,10.71679,8.080981,12.652356,7.565729,0.929031,8.729448,11.749685,6.053212,2.192905,7.210533,4.697436,0.825676,5.042265,5.28859,6.247106,13.582584,2.623798,7.366104,4.614917,3.978488,5.781576,2.434969,0.69818,4.69956,6.479765,6.429641,2.641797,4.861805,3.649944,6.173221,8.651094,5.1632,6.416288,2.612389,12.020417,1.769293,1.482887,5.841834,0.65311,18.950258,20.366963,4.377649,0.0,10.091938,2.123968,5.550868,0.919371,6.657984,4.428983,4.442026,2.566627,3.659034,6.408278
MIMAT0004514,2.398353,3.483567,1.430198,1.622171,2.92276,1.891294,0.301247,5.144696,5.264513,2.045965,0.965728,5.163034,0.79742,4.206145,1.112551,0.943628,1.967713,2.558997,0.734954,4.150234,6.034734,3.348228,9.229833,0.345956,1.445394,0.270552,3.211631,12.30837,2.477556,1.78601,7.52912,2.673992,2.189967,5.030033,0.422004,1.2908,7.737288,0.870796,0.279545,3.892445,7.970517,4.123649,0.65311,14.60749,1.823906,0.712641,37.648298,5.606632,1.592976,2.537539,7.354964,7.767648,11.441539,1.708471,16.499742,16.988372,1.033594
MIMAT0004515,27.035989,24.602677,27.710082,18.654961,6.495025,29.057147,4.217453,17.552492,12.38709,7.774666,13.359232,13.174638,11.761945,8.612582,4.697435,10.379918,6.641031,32.755144,16.903936,8.300468,11.544709,9.877275,32.304415,3.459555,10.530726,13.257055,11.729432,10.965641,8.766742,11.609075,13.869431,10.209792,14.356448,20.577402,6.752074,6.6384,22.834432,14.803534,8.106793,31.493411,9.268043,10.996393,10.580382,39.084908,6.839652,6.006541,7.059055,16.539565,10.61984,31.560644,21.758431,23.672832,16.239602,12.642695,10.999825,19.601966,7.441871
MIMAT0004516,0.218032,3.265842,0.0,2.027713,0.0,0.0,0.0,0.0,1.858064,0.0,0.160955,0.0,0.39871,0.400585,0.494467,0.0,0.245964,0.0,1.469908,0.0,0.26238,0.0,0.0,0.518933,0.206485,0.0,0.279272,0.0,0.0,0.535803,0.0,0.0,0.0,0.0,0.0,0.0,0.188714,0.580531,1.118178,0.0,0.185361,0.0,0.0,0.394797,0.151992,0.0,0.0,0.560664,0.0,0.317192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004517,0.654096,0.0,0.536325,2.433257,0.0,0.687744,0.90374,0.302629,0.309677,0.681988,0.160955,0.534107,0.199355,0.400586,1.236167,1.297489,0.368946,1.535397,1.102431,0.377294,0.0,0.0,0.0,0.518934,0.206485,0.270552,1.815269,0.447578,0.571743,0.357202,0.52836,1.215451,0.729989,0.685913,0.422004,0.1844,0.0,0.870797,0.559089,0.0,0.556083,1.030912,0.0,0.0,0.0,0.712642,0.0,0.0,0.265496,0.317192,0.612914,0.369888,0.369082,0.341694,0.18333,0.0,0.0
MIMAT0004518,11.555705,10.232972,10.547708,19.871589,36.696889,8.59679,18.37604,14.5262,28.49031,23.051201,15.290684,10.682137,8.970975,12.017554,28.184615,10.497873,6.641032,11.941981,74.965273,36.974812,10.23281,11.718802,16.481846,16.259907,21.680907,11.092638,8.517803,15.665197,8.957321,8.930057,12.944802,20.419583,14.113118,14.632819,11.394124,3.688,7.926002,21.769901,18.170397,7.784889,10.009487,27.83462,17.895214,16.186678,17.175125,9.671551,30.589243,24.949513,3.98244,17.604177,16.242211,29.221152,27.312058,16.059638,4.949922,12.806618,11.782963
MIMAT0004543,50.365432,1.741782,1.966522,7.70531,0.0,0.171936,0.0,0.605258,1.238709,1.500374,0.804773,7.477497,2.79097,2.203218,2.348718,0.943629,0.983856,3.582594,1.837384,8.300468,1.049519,3.348227,0.988911,1.383823,2.477818,0.541104,0.837817,1.566521,0.190581,2.679017,0.660449,1.215452,3.649944,2.743654,0.633007,0.5532,0.0,9.723889,2.515901,1.415434,2.595053,24.05461,1.044976,73.43225,1.671915,0.814447,2.353019,5.045969,3.451448,1.585962,1.532285,4.808544,1.476328,4.783722,2.199965,0.26136,4.134374
MIMAT0004548,0.218032,0.653169,0.0,0.0,0.0,0.515807,0.0,0.0,0.0,0.409193,0.160955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367477,0.0,0.0,0.0,0.0,0.345955,0.41297,1.082208,0.279272,0.0,0.0,0.357202,0.0,0.0,0.48666,0.0,0.211002,0.0,0.0,0.0,0.838634,0.353859,0.0,0.0,0.391866,0.0,0.0,0.101806,0.0,0.0,0.265496,0.951577,0.0,0.0,0.0,0.341694,0.0,0.0,0.413437
