,0304b12d-7640-4150-a581-2eea2b1f2ad5_01,075dbfd0-9cf4-4877-884f-ae858902c79e_01,0824b246-9fa2-4a8b-ad4c-1ffc7731bf7d_01,08e0d412-d4d8-4d13-b792-a4dd0bd9ec2b_01,0acc28bc-d348-41df-8f49-bc0332eb9be4_01,0b73cbba-5520-4610-b649-912d76114033_01,15fb07ae-101c-4553-891d-539cee89a5e9_01,199560cb-15e5-4276-865a-7d44d47c856c_01,1ae9cd13-73ef-4b1a-a734-4c465c73bc8e_01,1d5602a7-72e7-4dc6-b2db-2f778fcbf475_01,202f7a77-9e5a-4f12-8ffe-78ae5527a746_01,240dca72-76e0-4d57-978d-1242e6e7ed68_01,28153e3e-8515-4852-aaa0-247f86399f27_01,2f04e760-8a64-49f2-a1d6-3d390604745c_01,33c02ece-911b-4f45-b410-9df07e9b189e_01,344f7ea4-2bd4-4f2d-89f2-9fc7f572a3d6_01,388b8788-a635-4bc9-9b73-d204b2256747_01,424a497a-48b9-4507-b234-c4fd08c8acad_01,42ef34cc-ffb4-432c-82bb-7aa56639ff51_01,42f69b2b-f3aa-4f4e-ac3a-149e14789927_01,48402d61-3a6b-4603-bfa0-b1a38a47d34d_01,4fbbbe43-3c0e-4475-bcf8-3745bd7195eb_01,56cdbba2-327e-4acd-a1eb-0f313a77834f_01,5e086192-ab74-4aa3-bf6b-b34ab19995db_01,5eb5ee1f-ecff-4427-b717-b91380c043ae_01,5f3e2974-f1df-47a2-8a8a-29bb525eeef6_01,5f461197-15ed-43cf-9331-9e0efc4622a4_01,63b7b596-cb55-41dc-b862-a6c3a058dfe2_01,69f4f19c-08c8-4001-92a8-fed155c3b4fe_01,6d980941-219e-40a0-9b41-e84c3fb0bd1a_01,70f1569e-f8f5-4f1d-bf18-d0586b29077d_01,71892706-f8b6-44e6-8de4-6cbb43f612e0_01,723eb689-7b4f-4758-bcdf-426b12508935_01,802dbd0d-ef07-4c91-ab8d-1dd39532e947_01,82940e94-ac74-4a9b-9da5-9e4b7d4d45c0_01,83e7b9f8-04a4-440f-aafc-7a8e9ddff284_01,888a7158-2319-4563-849b-573705c72ab7_01,8b3649e3-16e2-4044-8ab8-f4d28a87e513_01,8e7c2e31-d085-4b75-a970-162526dd07a0_01,905368c2-ba60-4dda-b32d-a51a203b5e4d_01,94cdac79-2b4e-483a-8f17-3e0c9be589d0_01,99f86b57-3894-45c5-bfbe-c757c69a3050_01,9a8ea017-0152-48b2-accb-d040deb1c6b6_01,9c87dcee-d422-4df1-82e1-3fa201473e31_01,9ec86c06-e7a9-4ea6-b36d-6f832909054b_01,a19104d6-b6a6-4878-af2c-783679070a05_01,a477b55d-a591-482f-a554-d8ef7298c23d_01,a53e9117-0a49-40d8-af40-7867370b671a_01,a5be4e42-cb6c-4e67-8547-45dbd058bb95_01,a9a57127-94d3-425f-a4c5-5cbcf24a9a35_01,b3164f7b-c826-4e08-9ee6-8ff96d29b913_01,b4b41a43-ee45-4aa3-abf0-100db752a6ac_01,b7adb786-1f81-43ca-ac72-7243966cd439_01,bafe2638-4adc-4957-9d62-d7eebe5dd2f9_01,bdfcd747-f6a2-42e2-bc9b-483112205fa8_01,c0e1a036-be4c-4fb5-bb50-e2431be60ed4_01,c4dd9501-c193-45fb-8535-a9d901520bdd_01,c6312de5-dd56-4025-80d1-dbdd8568d047_01,c72b973b-4719-46ab-ac99-05d14088d3bc_01,c8898b42-b704-45a0-9829-144b98f416e0_01,cf327482-199b-4604-ac19-c8b68d91c5d9_01,cf332daa-f335-4af1-81de-cbfdafb0f764_01,d63f2f1e-1970-445f-907b-23cf4d9efd83_01,d885b720-e813-4828-a731-b3cdcbd20687_01,d890cbf7-41d8-4992-99c2-24c60c77b156_01,dafb9844-1a5c-4af8-b382-59c751942bb8_01,de7f06aa-9638-4389-ac8e-711adfa0f2a5_01,dfd687bc-6e69-42f7-af94-d17fc150d1a1_01,dfef51c8-6050-4ebb-b25c-e74919397244_01,e612ef6e-f3f2-44be-ab15-8e4095687cd6_01,e93ca89f-ca48-43ca-bf1c-adc7491c0fe5_01,edc62c30-cacc-457d-96ba-d05ed35432a3_01,f13a3d5e-7f8e-4acb-ad46-f6380a9443e8_01,f63946ec-ddcb-469a-8f5e-74366b7f419b_01,f8954241-e541-406f-a09d-c3c987473732_01,f8e77bb6-e521-4a6a-9cb4-4b58ee38ca7f_01,fad4b7e6-510c-4968-83df-3140ed5a0549_01,fb504e55-1859-48ee-aec7-a3fcb082785e_01,fb54458d-c373-46c2-841e-82663e13efaa_01,fc83ab27-929e-4ad4-ba18-abb0694f1e43_01
MIMAT0000758,0.0,0.0,10.0,4.0,3.0,1.0,0.0,12.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,31.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0,0.0,99.0,2.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,185.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,152.0,0.0
MIMAT0000759,408.0,949.0,274.0,435.0,889.0,697.0,834.0,1827.0,656.0,1956.0,724.0,473.0,310.0,596.0,761.0,2553.0,982.0,1019.0,801.0,707.0,1722.0,414.0,2151.0,736.0,1317.0,668.0,780.0,708.0,1269.0,833.0,2048.0,284.0,1787.0,741.0,900.0,1110.0,401.0,777.0,1973.0,1139.0,2003.0,1099.0,755.0,1079.0,602.0,1383.0,1441.0,1318.0,463.0,265.0,613.0,431.0,1156.0,929.0,1082.0,1192.0,2245.0,2473.0,1616.0,692.0,1664.0,774.0,477.0,1375.0,456.0,551.0,1089.0,706.0,765.0,438.0,1042.0,738.0,1595.0,855.0,532.0,1435.0,595.0,552.0,1123.0,303.0
MIMAT0000760,53.0,271.0,51.0,98.0,102.0,107.0,127.0,119.0,202.0,66.0,52.0,33.0,175.0,39.0,43.0,83.0,103.0,102.0,44.0,101.0,217.0,23.0,200.0,139.0,108.0,193.0,347.0,142.0,158.0,130.0,127.0,112.0,48.0,57.0,81.0,90.0,74.0,90.0,647.0,64.0,75.0,105.0,91.0,81.0,64.0,125.0,210.0,105.0,89.0,79.0,138.0,24.0,117.0,105.0,43.0,37.0,272.0,242.0,103.0,101.0,44.0,93.0,75.0,236.0,105.0,133.0,86.0,169.0,59.0,26.0,63.0,192.0,171.0,238.0,131.0,42.0,27.0,60.0,193.0,33.0
MIMAT0000761,97.0,240.0,94.0,310.0,229.0,424.0,294.0,301.0,96.0,421.0,969.0,93.0,367.0,150.0,253.0,278.0,319.0,180.0,65.0,433.0,270.0,160.0,348.0,252.0,109.0,555.0,508.0,84.0,174.0,283.0,330.0,56.0,343.0,272.0,315.0,206.0,108.0,168.0,452.0,82.0,255.0,498.0,159.0,134.0,91.0,305.0,168.0,656.0,238.0,193.0,915.0,95.0,210.0,549.0,187.0,129.0,442.0,232.0,125.0,164.0,133.0,230.0,211.0,1504.0,247.0,57.0,180.0,147.0,48.0,56.0,270.0,337.0,365.0,104.0,391.0,171.0,376.0,100.0,718.0,80.0
MIMAT0000762,67.0,93.0,47.0,103.0,99.0,95.0,167.0,152.0,38.0,156.0,541.0,124.0,142.0,55.0,89.0,114.0,287.0,61.0,24.0,147.0,154.0,46.0,137.0,108.0,52.0,252.0,189.0,35.0,87.0,147.0,298.0,22.0,114.0,119.0,197.0,138.0,53.0,74.0,345.0,40.0,95.0,282.0,106.0,82.0,42.0,99.0,112.0,237.0,110.0,93.0,498.0,30.0,165.0,255.0,72.0,108.0,151.0,108.0,105.0,74.0,85.0,101.0,60.0,303.0,97.0,28.0,129.0,67.0,25.0,22.0,95.0,86.0,92.0,37.0,123.0,38.0,134.0,32.0,384.0,35.0
MIMAT0000763,2883.0,2139.0,8095.0,1344.0,2817.0,2369.0,4145.0,1051.0,1855.0,1242.0,6235.0,967.0,2478.0,506.0,1589.0,3049.0,1246.0,1795.0,271.0,1854.0,826.0,941.0,2058.0,20377.0,3021.0,756.0,4478.0,3894.0,1931.0,858.0,403.0,565.0,404.0,6274.0,5707.0,1213.0,596.0,2719.0,16917.0,691.0,625.0,877.0,859.0,1509.0,1563.0,575.0,1609.0,13228.0,9188.0,5571.0,930.0,1218.0,2182.0,1825.0,1060.0,366.0,1042.0,921.0,922.0,505.0,1460.0,3726.0,3613.0,485.0,3029.0,4100.0,1690.0,1394.0,753.0,291.0,1627.0,428.0,797.0,6345.0,4989.0,511.0,354.0,13803.0,3231.0,742.0
MIMAT0000764,202.0,157.0,216.0,402.0,200.0,91.0,407.0,414.0,687.0,182.0,45.0,122.0,444.0,104.0,265.0,323.0,240.0,404.0,134.0,274.0,985.0,262.0,268.0,123.0,296.0,217.0,315.0,234.0,291.0,94.0,290.0,363.0,182.0,484.0,323.0,84.0,125.0,427.0,407.0,199.0,130.0,242.0,109.0,486.0,236.0,439.0,283.0,104.0,244.0,106.0,126.0,266.0,214.0,122.0,96.0,240.0,179.0,328.0,385.0,95.0,271.0,85.0,201.0,278.0,98.0,251.0,268.0,292.0,144.0,56.0,417.0,194.0,246.0,165.0,249.0,351.0,270.0,403.0,61.0,110.0
MIMAT0000765,126.0,36.0,26.0,55.0,50.0,136.0,0.0,56.0,28.0,143.0,111.0,11.0,87.0,43.0,99.0,119.0,32.0,74.0,33.0,62.0,34.0,26.0,14.0,222.0,22.0,29.0,55.0,62.0,229.0,73.0,7.0,7.0,29.0,101.0,126.0,44.0,35.0,34.0,64.0,58.0,14.0,514.0,7.0,38.0,67.0,17.0,73.0,78.0,74.0,118.0,47.0,52.0,59.0,38.0,74.0,0.0,259.0,37.0,42.0,31.0,111.0,8.0,9.0,10.0,275.0,93.0,32.0,132.0,17.0,6.0,80.0,5.0,24.0,53.0,137.0,12.0,231.0,42.0,34.0,38.0
MIMAT0000770,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,14.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,15.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0000772,5.0,16.0,26.0,30.0,17.0,75.0,28.0,20.0,9.0,18.0,17.0,19.0,87.0,21.0,12.0,21.0,34.0,11.0,0.0,12.0,41.0,41.0,22.0,21.0,29.0,49.0,20.0,40.0,3.0,16.0,38.0,8.0,31.0,27.0,185.0,52.0,10.0,73.0,36.0,6.0,11.0,56.0,30.0,13.0,55.0,20.0,14.0,12.0,28.0,41.0,23.0,21.0,31.0,91.0,9.0,7.0,139.0,27.0,14.0,7.0,10.0,17.0,95.0,21.0,12.0,12.0,25.0,10.0,8.0,7.0,21.0,108.0,21.0,18.0,31.0,15.0,23.0,15.0,30.0,8.0
MIMAT0000773,0.0,1.0,6.0,1.0,1.0,3.0,15.0,0.0,5.0,30.0,6.0,0.0,3.0,0.0,7.0,1.0,4.0,9.0,0.0,0.0,1.0,1.0,3.0,8.0,10.0,1.0,10.0,5.0,1.0,5.0,2.0,2.0,0.0,15.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,9.0,23.0,4.0,1.0,5.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,73.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,34.0,1.0,7.0,1.0,3.0,1.0,5.0,3.0,3.0
MIMAT0001080,270.0,1478.0,452.0,505.0,190.0,4855.0,4.0,729.0,1350.0,2620.0,80.0,9.0,575.0,20.0,14223.0,791.0,223.0,374.0,442.0,46.0,795.0,245.0,20.0,1691.0,69.0,812.0,1313.0,2674.0,604.0,739.0,455.0,336.0,269.0,460.0,1040.0,73.0,606.0,440.0,670.0,177.0,327.0,861.0,131.0,494.0,1504.0,182.0,888.0,698.0,1035.0,200.0,3582.0,1407.0,28.0,276.0,271.0,19.0,1400.0,521.0,282.0,51.0,199.0,862.0,753.0,875.0,790.0,1007.0,1402.0,554.0,222.0,86.0,87.0,258.0,277.0,461.0,4349.0,182.0,779.0,2007.0,9116.0,1065.0
MIMAT0001339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001340,528.0,407.0,651.0,797.0,281.0,315.0,809.0,1529.0,408.0,455.0,383.0,575.0,962.0,206.0,812.0,1093.0,431.0,367.0,295.0,368.0,1016.0,675.0,686.0,572.0,477.0,627.0,335.0,432.0,349.0,225.0,860.0,254.0,555.0,545.0,438.0,600.0,188.0,420.0,547.0,295.0,705.0,722.0,514.0,489.0,259.0,565.0,452.0,354.0,438.0,479.0,1077.0,440.0,660.0,743.0,262.0,425.0,930.0,672.0,623.0,439.0,485.0,495.0,439.0,672.0,343.0,380.0,976.0,338.0,268.0,64.0,335.0,781.0,626.0,386.0,907.0,334.0,621.0,540.0,1180.0,215.0
MIMAT0001341,6014.0,3981.0,1344.0,1681.0,1285.0,4024.0,2877.0,2407.0,7370.0,3150.0,1256.0,113.0,4186.0,684.0,5637.0,2544.0,2665.0,1523.0,853.0,1889.0,2263.0,633.0,440.0,6345.0,1787.0,6346.0,4432.0,10595.0,4980.0,6774.0,590.0,7086.0,1144.0,4686.0,6283.0,894.0,1860.0,702.0,5150.0,1080.0,707.0,3677.0,403.0,2961.0,2229.0,1511.0,1283.0,1760.0,9151.0,2457.0,1842.0,2309.0,1527.0,2927.0,1912.0,171.0,2356.0,3764.0,1274.0,838.0,1062.0,814.0,677.0,2523.0,13566.0,6713.0,2140.0,5096.0,1992.0,418.0,597.0,3772.0,1284.0,4848.0,6725.0,802.0,2502.0,10518.0,3835.0,7872.0
MIMAT0001343,16.0,36.0,19.0,27.0,12.0,12.0,30.0,35.0,12.0,21.0,51.0,13.0,33.0,10.0,57.0,12.0,39.0,16.0,6.0,6.0,46.0,11.0,22.0,27.0,20.0,26.0,34.0,3.0,9.0,18.0,31.0,1.0,18.0,16.0,8.0,23.0,7.0,14.0,86.0,8.0,19.0,20.0,26.0,14.0,12.0,31.0,24.0,15.0,14.0,16.0,29.0,8.0,26.0,60.0,5.0,18.0,90.0,27.0,14.0,13.0,14.0,28.0,16.0,40.0,23.0,7.0,42.0,18.0,1.0,4.0,13.0,49.0,22.0,8.0,26.0,9.0,33.0,1.0,35.0,6.0
MIMAT0001412,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0
MIMAT0001413,23.0,182.0,397.0,247.0,31.0,56.0,42.0,81.0,50.0,103.0,19.0,63.0,206.0,33.0,69.0,65.0,63.0,92.0,10.0,39.0,148.0,194.0,85.0,25.0,40.0,42.0,25.0,48.0,20.0,43.0,51.0,12.0,53.0,277.0,56.0,80.0,15.0,44.0,86.0,17.0,30.0,70.0,62.0,41.0,72.0,49.0,115.0,166.0,110.0,23.0,45.0,94.0,63.0,55.0,55.0,13.0,14.0,74.0,191.0,58.0,179.0,17.0,81.0,78.0,25.0,23.0,62.0,58.0,31.0,44.0,29.0,52.0,93.0,248.0,33.0,41.0,20.0,33.0,116.0,11.0
MIMAT0001536,1.0,0.0,0.0,1.0,1.0,52.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,70.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,62.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001541,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
MIMAT0001545,245.0,267.0,91.0,193.0,565.0,171.0,305.0,172.0,826.0,902.0,220.0,20.0,649.0,114.0,376.0,613.0,242.0,344.0,122.0,158.0,2367.0,34.0,40.0,469.0,316.0,226.0,387.0,560.0,1878.0,129.0,189.0,405.0,223.0,629.0,310.0,113.0,297.0,37.0,1023.0,313.0,51.0,359.0,154.0,665.0,1095.0,151.0,366.0,184.0,675.0,66.0,179.0,378.0,169.0,451.0,207.0,28.0,986.0,238.0,489.0,143.0,794.0,289.0,34.0,431.0,134.0,556.0,211.0,909.0,114.0,61.0,39.0,300.0,142.0,433.0,265.0,85.0,178.0,429.0,138.0,127.0
MIMAT0001618,2.0,6.0,8.0,3.0,2.0,3.0,5.0,12.0,7.0,0.0,13.0,4.0,4.0,1.0,8.0,6.0,6.0,1.0,2.0,3.0,12.0,4.0,10.0,6.0,1.0,3.0,15.0,1.0,7.0,9.0,11.0,1.0,6.0,5.0,1.0,11.0,0.0,2.0,21.0,1.0,9.0,4.0,3.0,4.0,3.0,7.0,1.0,4.0,5.0,3.0,10.0,5.0,5.0,19.0,3.0,4.0,10.0,8.0,1.0,8.0,0.0,5.0,6.0,6.0,3.0,5.0,6.0,1.0,1.0,0.0,6.0,1.0,7.0,4.0,11.0,1.0,5.0,1.0,9.0,2.0
MIMAT0001620,2.0,0.0,1.0,1.0,3.0,194.0,0.0,7.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,2.0,7.0,28.0,2.0,71.0,1.0,1.0,5.0,1.0,2.0,5.0,4.0,3.0,0.0,10.0,4.0,454.0,2.0,6.0,18.0,3.0,1.0,20.0,1.0,3.0,1.0,5.0,12.0,2.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,76.0,139.0,3.0,7.0,1.0,9.0,1.0,0.0,5.0,99.0,4.0,1.0,3.0,0.0,1.0,3.0,0.0,6.0
MIMAT0001621,17.0,154.0,15.0,98.0,335.0,70.0,18.0,3.0,2.0,363.0,80.0,15.0,115.0,51.0,254.0,4.0,1.0,5.0,133.0,43.0,210.0,259.0,93.0,241.0,6.0,91.0,5.0,5.0,207.0,77.0,174.0,200.0,1.0,200.0,94.0,227.0,61.0,0.0,5.0,208.0,1.0,170.0,84.0,3.0,129.0,1.0,437.0,0.0,104.0,101.0,70.0,158.0,65.0,207.0,50.0,0.0,689.0,3.0,54.0,407.0,0.0,41.0,0.0,150.0,183.0,3.0,129.0,129.0,0.0,82.0,133.0,0.0,3.0,407.0,137.0,3.0,74.0,89.0,5.0,72.0
MIMAT0001625,17.0,1158.0,7.0,374.0,2032.0,1479.0,82.0,4.0,6.0,1121.0,483.0,22.0,17.0,289.0,811.0,5.0,2.0,3.0,332.0,145.0,193.0,72.0,301.0,1.0,22.0,959.0,4.0,1.0,1068.0,790.0,1504.0,37.0,2.0,714.0,76.0,2011.0,178.0,3.0,0.0,398.0,2.0,1206.0,38.0,6.0,123.0,3.0,1078.0,2.0,9.0,22.0,243.0,380.0,212.0,1871.0,237.0,4.0,3242.0,3.0,154.0,2388.0,2.0,956.0,3.0,1364.0,1532.0,10.0,56.0,371.0,5.0,768.0,522.0,2.0,2.0,188.0,302.0,2.0,91.0,64.0,6.0,35.0
MIMAT0001627,23.0,103.0,11.0,240.0,4665.0,1427.0,19.0,7.0,3.0,967.0,534.0,36.0,90.0,165.0,897.0,0.0,7.0,4.0,167.0,153.0,193.0,88.0,420.0,310.0,21.0,194.0,10.0,5.0,913.0,543.0,1046.0,103.0,6.0,112.0,77.0,529.0,100.0,4.0,2.0,1125.0,5.0,487.0,169.0,6.0,33.0,3.0,599.0,0.0,106.0,97.0,658.0,218.0,104.0,1021.0,214.0,1.0,2368.0,4.0,92.0,2153.0,3.0,342.0,2.0,1830.0,376.0,4.0,144.0,213.0,4.0,114.0,642.0,1.0,4.0,224.0,202.0,4.0,177.0,15.0,3.0,39.0
MIMAT0001629,15.0,224.0,8.0,78.0,225.0,267.0,16.0,2.0,0.0,409.0,110.0,4.0,39.0,27.0,283.0,3.0,1.0,5.0,77.0,39.0,547.0,57.0,50.0,116.0,2.0,224.0,3.0,1.0,187.0,90.0,202.0,128.0,0.0,262.0,75.0,103.0,32.0,2.0,2.0,203.0,1.0,268.0,135.0,5.0,65.0,1.0,236.0,1.0,45.0,13.0,121.0,251.0,49.0,400.0,32.0,0.0,801.0,1.0,45.0,148.0,1.0,99.0,0.0,717.0,115.0,3.0,58.0,152.0,2.0,49.0,54.0,0.0,1.0,178.0,72.0,0.0,49.0,20.0,1.0,28.0
MIMAT0001630,0.0,4.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,14.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,7.0,4.0,5.0,1.0,0.0,8.0,1.0,7.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,3.0,5.0,3.0,9.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,1.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001631,922.0,4129.0,20480.0,34498.0,4451.0,1078.0,469.0,3396.0,745.0,8080.0,293.0,2613.0,10198.0,430.0,688.0,2380.0,352.0,9402.0,1055.0,1021.0,3124.0,25708.0,2344.0,1096.0,471.0,1792.0,356.0,1712.0,1428.0,3393.0,760.0,678.0,1362.0,843.0,1356.0,2187.0,486.0,1236.0,671.0,1169.0,1424.0,2814.0,503.0,1723.0,347.0,884.0,2189.0,768.0,241.0,1871.0,1471.0,2385.0,2003.0,2677.0,2638.0,212.0,1672.0,2487.0,12370.0,4704.0,27890.0,1111.0,3893.0,820.0,530.0,2446.0,1941.0,2315.0,436.0,980.0,2007.0,7330.0,673.0,20607.0,1104.0,1023.0,781.0,1103.0,1284.0,305.0
MIMAT0001635,365.0,9.0,135.0,318.0,23.0,74.0,105.0,133.0,46.0,101.0,241.0,47.0,16.0,339.0,485.0,8833.0,18.0,75.0,18.0,30.0,29.0,1280.0,481.0,144.0,42.0,147.0,56.0,29.0,34.0,36.0,55.0,12.0,410.0,259.0,54.0,1411.0,27.0,47.0,179.0,69.0,146.0,87.0,247.0,623.0,34.0,436.0,324.0,58.0,112.0,24.0,21.0,53.0,459.0,28.0,127.0,308.0,19.0,121.0,9.0,150.0,39.0,22.0,635.0,26.0,56.0,79.0,96.0,42.0,78.0,1.0,165.0,62.0,543.0,21.0,116.0,47.0,143.0,33.0,11.0,19.0
MIMAT0001636,11.0,2.0,5.0,31.0,2.0,7.0,9.0,6.0,7.0,5.0,17.0,1.0,1.0,16.0,32.0,516.0,0.0,9.0,2.0,3.0,2.0,60.0,21.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,27.0,11.0,3.0,32.0,2.0,3.0,13.0,5.0,7.0,1.0,11.0,10.0,3.0,19.0,20.0,2.0,8.0,5.0,1.0,2.0,12.0,2.0,3.0,5.0,1.0,4.0,0.0,11.0,2.0,3.0,86.0,5.0,5.0,8.0,2.0,0.0,3.0,0.0,6.0,4.0,16.0,0.0,7.0,1.0,8.0,1.0,2.0,2.0
MIMAT0001638,330.0,4244.0,59.0,666.0,3400.0,4235.0,339.0,21.0,30.0,14887.0,2029.0,48.0,1246.0,1762.0,6702.0,21.0,26.0,42.0,2706.0,1551.0,3139.0,716.0,2769.0,4452.0,74.0,2174.0,41.0,34.0,5220.0,2456.0,6169.0,2617.0,39.0,6332.0,1371.0,3413.0,1405.0,12.0,29.0,5210.0,19.0,4198.0,1923.0,96.0,1840.0,16.0,7351.0,10.0,1873.0,1106.0,3104.0,3315.0,1010.0,5865.0,977.0,6.0,14405.0,26.0,827.0,3218.0,6.0,1278.0,10.0,10658.0,2416.0,38.0,1885.0,2608.0,20.0,1702.0,1882.0,11.0,26.0,4305.0,1748.0,33.0,4341.0,1750.0,20.0,339.0
MIMAT0001639,308.0,3953.0,127.0,1047.0,7055.0,3472.0,589.0,33.0,31.0,8695.0,1746.0,231.0,1595.0,2106.0,3147.0,29.0,43.0,53.0,2289.0,1170.0,5728.0,1656.0,2571.0,6149.0,60.0,2110.0,36.0,58.0,8646.0,1646.0,16517.0,4247.0,56.0,9257.0,3419.0,4719.0,1820.0,16.0,45.0,12884.0,34.0,2276.0,1453.0,81.0,3393.0,18.0,9051.0,11.0,4243.0,798.0,3516.0,6053.0,1761.0,6424.0,959.0,17.0,11043.0,31.0,2232.0,3078.0,27.0,1503.0,25.0,4764.0,3095.0,62.0,3392.0,6067.0,38.0,2656.0,3603.0,16.0,27.0,5209.0,1504.0,47.0,2214.0,1283.0,33.0,752.0
MIMAT0002170,0.0,13.0,0.0,0.0,69.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,10.0,4.0,21.0,3.0,0.0,0.0,5.0,1.0,19.0,0.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0,10.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,16.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
