,108d4b89-d1d5-4528-a040-c7e5696c8417_01,14213209-2217-4812-9a19-d9b2b6718467_01,158fd4c2-68dc-4ca4-8130-d5589c80d825_01,1791e250-70ac-439c-828b-15ba811935cc_01,1d2937e8-6104-4330-b7dc-7bcd79dac927_01,200f77a5-803c-4891-980b-5c3b08c91254_01,245e4254-dbc1-45bd-b5df-504d8c3822de_01,254f6921-82ac-4fe1-b1b4-ace94c420d05_01,276dd6d1-a5ad-4b64-8536-916584805091_01,2aa77a19-efde-478a-a113-c0af75708b31_01,2aad74b4-8d66-4563-8958-88d83f86556d_01,33ad8d6e-10f4-4965-9721-1a9984f9e87d_01,3428aa0a-127d-492a-bf4a-ee82563d3701_01,37c77a51-efce-46bd-ab8c-93e17c04c6ac_01,3af5b391-e72f-463d-a086-a86c6c30a51a_01,485b221f-f40f-46a0-a9cf-023f807e6146_01,4a31c620-5c6e-44ae-b7f0-0553c4b7eb33_01,4daeefc3-0e2e-4537-8e13-af9717b3ce29_01,4f0124a6-4a5b-4e42-b9ff-d7de51d2148c_01,4f4906dc-7ebd-47f1-a8f5-b35d3950e740_01,51f6692d-a05b-474b-ba99-637c8bc49b30_01,605e9e51-270c-48fb-b198-46b5512b29da_01,6385194a-d75b-4bd3-9e70-9aa36250d5b9_01,64d00705-5070-4338-9433-ba74424528b3_01,6717b82e-889d-45a4-9638-4d0e023399cc_01,6db758a1-dd0f-4abb-a0ca-80c4b135e8a5_01,6dfe9121-29a0-4593-984f-1644166e1d39_01,6e22b287-5b45-4f5f-a825-b200aa6943e6_01,75a43851-8fa0-4259-b843-88dc6fbce270_01,76b0106c-a4d2-4b29-bef4-fe03a25b5d21_01,76e4538f-3383-46b0-884d-978d031ee182_01,79823022-7feb-49de-8de7-607721b595d2_01,82c37e7c-0899-497e-9753-84da21f8e0fe_01,83059a0f-4de9-454c-8e51-9265ab5f3558_01,8481dc3d-109a-4f2d-a0ad-8f0fd2a61a53_01,8703c5c3-d519-4d78-a5f6-2ef53fca277a_01,89d0b316-65de-4f4c-988a-3c3861a68090_01,8b7c42cd-fc2a-4023-843e-a411821f94ff_01,8c113bc1-101b-405f-9eb1-8c9e8ebbe185_01,8c8d4495-1a1d-4942-b0f0-1445fd05dfce_01,8def73e4-83a5-4998-8f6e-f71f21c946ac_01,9205fbf2-f4ba-475c-8351-1aae5ff3b8bf_01,98315e03-ffe8-449c-8f92-7fd2c0f20b79_01,9f15bf13-11d2-400f-b6f9-c8be0a57c763_01,a1206473-cf9d-4bca-97c9-67f35817b806_01,ae10b73d-e7f4-4334-8452-167b60d71cb5_01,b0770eff-dff2-4e10-8fc9-c07a81efcc5e_01,cdde118f-4673-4e7e-b965-1f9fe007050d_01,ce2b2c41-7d28-4d8b-a037-af842a8fe20f_01,d9952e44-b573-4854-893e-b3bbc5287f2f_01,ddfdd05e-058c-4877-b389-724a6c101353_01,ebb834c6-374e-4077-a4ce-c74a850be358_01,ee6083aa-9453-44ff-8cc5-79b71fea289d_01,eec002c4-7602-4179-8eb3-2b0508d5ee1c_01,f2cc142b-9fc0-44d9-9ae3-558b4eace375_01,f98c183e-aaa1-40c4-83e7-c248cc3adb55_01,ffedc8be-1056-4205-b9d9-99b5bdb872db_01
MIMAT0004496,9.0,13.0,4.0,0.0,4.0,7.0,7.0,0.0,2.0,8.0,6.0,4.0,3.0,39.0,3.0,5.0,5.0,5.0,5.0,7.0,15.0,3.0,8.0,3.0,7.0,1.0,7.0,12.0,2.0,5.0,2.0,5.0,8.0,5.0,1.0,0.0,12.0,3.0,1.0,2.0,13.0,5.0,0.0,1.0,14.0,5.0,2.0,17.0,4.0,3.0,3.0,5.0,13.0,9.0,3.0,3.0,4.0
MIMAT0004497,116.0,158.0,139.0,78.0,99.0,525.0,112.0,69.0,129.0,163.0,306.0,105.0,194.0,351.0,143.0,83.0,146.0,111.0,175.0,135.0,103.0,317.0,85.0,152.0,140.0,131.0,148.0,100.0,99.0,131.0,340.0,39.0,86.0,67.0,43.0,29.0,139.0,111.0,99.0,114.0,174.0,92.0,178.0,115.0,275.0,116.0,72.0,224.0,146.0,112.0,198.0,178.0,138.0,345.0,124.0,112.0,355.0
MIMAT0004498,2.0,2.0,0.0,0.0,5.0,3.0,0.0,5.0,5.0,5.0,4.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,2.0,7.0,0.0,1.0,0.0,4.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,33.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,10.0,1.0,6.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
MIMAT0004499,6.0,6.0,5.0,5.0,9.0,4.0,2.0,4.0,6.0,5.0,9.0,18.0,1.0,12.0,10.0,0.0,14.0,4.0,18.0,3.0,2.0,6.0,8.0,15.0,6.0,2.0,6.0,6.0,8.0,9.0,19.0,6.0,5.0,14.0,6.0,1.0,7.0,15.0,2.0,1.0,4.0,11.0,2.0,3.0,5.0,12.0,1.0,9.0,0.0,3.0,3.0,3.0,2.0,4.0,8.0,1.0,11.0
MIMAT0004500,197.0,138.0,137.0,64.0,51.0,191.0,70.0,99.0,37.0,217.0,87.0,92.0,159.0,133.0,138.0,53.0,90.0,196.0,192.0,152.0,70.0,116.0,75.0,159.0,79.0,52.0,97.0,67.0,129.0,62.0,186.0,40.0,118.0,189.0,131.0,36.0,74.0,167.0,53.0,74.0,52.0,70.0,210.0,42.0,178.0,108.0,21.0,534.0,83.0,122.0,113.0,152.0,89.0,93.0,149.0,98.0,109.0
MIMAT0004501,11.0,30.0,10.0,12.0,28.0,124.0,8.0,4.0,6.0,25.0,77.0,19.0,7.0,189.0,55.0,11.0,29.0,3.0,21.0,25.0,81.0,20.0,18.0,40.0,11.0,5.0,11.0,180.0,27.0,3.0,23.0,12.0,14.0,14.0,14.0,3.0,16.0,12.0,3.0,6.0,24.0,11.0,28.0,33.0,70.0,26.0,12.0,41.0,22.0,17.0,23.0,30.0,19.0,41.0,2.0,15.0,16.0
MIMAT0004502,29835.0,14059.0,14051.0,19944.0,15122.0,38111.0,11090.0,14038.0,14214.0,17785.0,27122.0,30471.0,14581.0,14251.0,31454.0,21092.0,14047.0,17940.0,16384.0,10024.0,14372.0,14706.0,12328.0,22692.0,14324.0,10340.0,21776.0,4656.0,10763.0,25820.0,28795.0,12537.0,10380.0,21558.0,10050.0,4247.0,19407.0,22456.0,6718.0,7144.0,25522.0,31603.0,5314.0,10143.0,43137.0,20695.0,3180.0,54402.0,7519.0,32557.0,20798.0,11130.0,14091.0,13308.0,18204.0,12529.0,7683.0
MIMAT0004503,15.0,18.0,35.0,4.0,13.0,35.0,4.0,26.0,15.0,19.0,35.0,51.0,15.0,49.0,45.0,23.0,20.0,66.0,10.0,17.0,15.0,35.0,31.0,10.0,18.0,16.0,53.0,32.0,19.0,47.0,137.0,6.0,20.0,34.0,8.0,17.0,25.0,11.0,6.0,29.0,69.0,15.0,17.0,48.0,22.0,22.0,53.0,39.0,21.0,25.0,42.0,55.0,24.0,9.0,247.0,75.0,11.0
MIMAT0004504,11.0,6.0,13.0,180.0,2.0,461.0,0.0,0.0,142.0,11.0,15.0,32.0,15.0,173.0,11.0,4.0,18.0,57.0,59.0,107.0,28.0,21.0,550.0,18.0,136.0,0.0,3.0,196.0,72.0,145.0,18.0,6.0,6.0,10.0,7.0,68.0,109.0,1.0,1.0,37.0,65.0,33.0,4.0,30.0,7.0,34.0,2.0,117.0,3.0,116.0,81.0,18.0,37.0,78.0,112.0,144.0,41.0
MIMAT0004505,9.0,13.0,12.0,8.0,10.0,13.0,7.0,9.0,16.0,9.0,10.0,5.0,11.0,8.0,9.0,10.0,5.0,27.0,4.0,10.0,3.0,4.0,7.0,18.0,2.0,2.0,8.0,8.0,3.0,6.0,14.0,3.0,4.0,13.0,3.0,1.0,13.0,6.0,7.0,5.0,2.0,16.0,6.0,4.0,17.0,23.0,5.0,9.0,5.0,23.0,7.0,4.0,13.0,14.0,33.0,8.0,7.0
MIMAT0004506,1.0,6.0,2.0,6.0,1.0,3.0,4.0,3.0,9.0,25.0,8.0,2.0,6.0,3.0,21.0,2.0,10.0,4.0,1.0,9.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,13.0,2.0,0.0,2.0,13.0,14.0,3.0,4.0,18.0,9.0,2.0,14.0,8.0,2.0,4.0,1.0,5.0,3.0,1.0,6.0,9.0,11.0,5.0,14.0
MIMAT0004507,20.0,24.0,7.0,21.0,365.0,44.0,7.0,10.0,42.0,56.0,43.0,70.0,24.0,38.0,84.0,9.0,166.0,11.0,25.0,130.0,35.0,18.0,21.0,122.0,18.0,28.0,6.0,59.0,53.0,16.0,45.0,52.0,16.0,73.0,164.0,19.0,25.0,59.0,54.0,4.0,11.0,72.0,27.0,43.0,32.0,114.0,13.0,122.0,43.0,90.0,13.0,15.0,27.0,55.0,15.0,30.0,66.0
MIMAT0004508,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
MIMAT0004509,113.0,158.0,137.0,121.0,57.0,188.0,67.0,197.0,109.0,287.0,228.0,280.0,198.0,216.0,231.0,265.0,131.0,225.0,350.0,367.0,84.0,165.0,263.0,346.0,262.0,161.0,219.0,164.0,102.0,150.0,217.0,107.0,120.0,152.0,151.0,3466.0,92.0,231.0,169.0,131.0,74.0,99.0,214.0,106.0,445.0,345.0,33.0,294.0,81.0,218.0,69.0,257.0,116.0,216.0,190.0,90.0,300.0
MIMAT0004510,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,9.0
MIMAT0004511,121.0,2.0,25.0,121.0,25.0,9.0,70.0,45.0,93.0,141.0,48.0,51.0,73.0,47.0,22.0,100.0,50.0,26.0,277.0,46.0,76.0,89.0,44.0,57.0,20.0,8.0,239.0,7.0,40.0,17.0,113.0,85.0,8.0,24.0,17.0,10.0,14.0,52.0,91.0,29.0,3.0,59.0,187.0,14.0,87.0,28.0,22.0,123.0,34.0,93.0,0.0,12.0,46.0,29.0,9.0,3.0,26.0
MIMAT0004512,1.0,1.0,0.0,14.0,1.0,1.0,3.0,2.0,0.0,9.0,4.0,7.0,0.0,8.0,6.0,0.0,0.0,2.0,10.0,6.0,6.0,1.0,4.0,1.0,0.0,2.0,8.0,2.0,8.0,2.0,4.0,3.0,1.0,5.0,0.0,0.0,2.0,9.0,39.0,2.0,2.0,6.0,0.0,0.0,2.0,3.0,2.0,7.0,0.0,9.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0
MIMAT0004513,22.0,18.0,43.0,5.0,33.0,47.0,42.0,25.0,3.0,64.0,73.0,34.0,11.0,36.0,38.0,7.0,41.0,31.0,17.0,36.0,10.0,44.0,14.0,23.0,28.0,9.0,5.0,21.0,34.0,36.0,20.0,20.0,15.0,27.0,41.0,28.0,34.0,18.0,43.0,5.0,8.0,17.0,5.0,48.0,134.0,43.0,0.0,72.0,8.0,35.0,3.0,18.0,12.0,13.0,14.0,14.0,31.0
MIMAT0004514,11.0,16.0,8.0,4.0,9.0,11.0,1.0,17.0,17.0,15.0,6.0,29.0,4.0,21.0,9.0,8.0,16.0,15.0,2.0,11.0,23.0,20.0,28.0,2.0,7.0,1.0,23.0,55.0,13.0,10.0,57.0,11.0,9.0,22.0,2.0,7.0,41.0,6.0,1.0,11.0,43.0,12.0,5.0,37.0,12.0,7.0,32.0,40.0,6.0,16.0,24.0,21.0,31.0,5.0,90.0,65.0,5.0
MIMAT0004515,124.0,113.0,155.0,46.0,20.0,169.0,14.0,58.0,40.0,57.0,83.0,74.0,59.0,43.0,38.0,88.0,54.0,192.0,46.0,22.0,44.0,59.0,98.0,20.0,51.0,49.0,84.0,49.0,46.0,65.0,105.0,42.0,59.0,90.0,32.0,36.0,121.0,102.0,29.0,89.0,50.0,32.0,81.0,99.0,45.0,59.0,6.0,118.0,40.0,199.0,71.0,64.0,44.0,37.0,60.0,75.0,36.0
MIMAT0004516,1.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004517,3.0,0.0,3.0,6.0,0.0,4.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,10.0,11.0,3.0,9.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,13.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,6.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
MIMAT0004518,53.0,47.0,59.0,49.0,113.0,50.0,61.0,48.0,92.0,169.0,95.0,60.0,45.0,60.0,228.0,89.0,54.0,70.0,204.0,98.0,39.0,70.0,50.0,94.0,105.0,41.0,61.0,70.0,47.0,50.0,98.0,84.0,58.0,64.0,54.0,20.0,42.0,150.0,65.0,22.0,54.0,81.0,137.0,41.0,113.0,95.0,26.0,178.0,15.0,111.0,53.0,79.0,74.0,47.0,27.0,49.0,57.0
MIMAT0004543,231.0,8.0,11.0,19.0,0.0,1.0,0.0,2.0,4.0,11.0,5.0,42.0,14.0,11.0,19.0,8.0,8.0,21.0,5.0,22.0,4.0,20.0,3.0,8.0,12.0,2.0,6.0,7.0,1.0,15.0,5.0,5.0,15.0,12.0,3.0,3.0,0.0,67.0,9.0,4.0,14.0,70.0,8.0,186.0,11.0,8.0,2.0,36.0,13.0,10.0,5.0,13.0,4.0,14.0,12.0,1.0,20.0
MIMAT0004548,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
MIMAT0004549,69.0,99.0,137.0,138.0,73.0,153.0,50.0,94.0,18.0,98.0,148.0,53.0,68.0,195.0,95.0,524.0,80.0,105.0,111.0,20.0,76.0,160.0,33.0,169.0,237.0,46.0,64.0,124.0,66.0,122.0,233.0,80.0,72.0,124.0,28.0,38.0,110.0,80.0,78.0,257.0,88.0,113.0,207.0,50.0,148.0,72.0,13.0,121.0,99.0,408.0,96.0,37.0,107.0,45.0,49.0,39.0,63.0
MIMAT0004550,300.0,303.0,171.0,140.0,85.0,64.0,15.0,70.0,24.0,112.0,288.0,626.0,75.0,176.0,285.0,234.0,283.0,148.0,141.0,181.0,120.0,273.0,292.0,80.0,118.0,15.0,218.0,84.0,23.0,89.0,353.0,121.0,185.0,293.0,445.0,20.0,388.0,80.0,314.0,118.0,83.0,114.0,21.0,165.0,72.0,1972.0,5.0,58.0,65.0,323.0,20.0,119.0,98.0,129.0,44.0,179.0,121.0
MIMAT0004551,30.0,36.0,25.0,4.0,7.0,23.0,19.0,29.0,17.0,34.0,31.0,18.0,13.0,52.0,21.0,27.0,44.0,27.0,163.0,7.0,19.0,20.0,80.0,36.0,35.0,17.0,15.0,28.0,24.0,15.0,28.0,16.0,29.0,10.0,17.0,10.0,19.0,26.0,22.0,21.0,55.0,15.0,30.0,9.0,37.0,41.0,11.0,35.0,11.0,27.0,62.0,14.0,21.0,22.0,25.0,21.0,25.0
MIMAT0004552,33.0,2.0,9.0,6.0,5.0,4.0,13.0,3.0,7.0,4.0,17.0,14.0,1.0,10.0,10.0,6.0,15.0,6.0,6.0,0.0,8.0,20.0,7.0,5.0,12.0,18.0,28.0,3.0,0.0,3.0,5.0,20.0,9.0,6.0,0.0,3.0,9.0,17.0,6.0,0.0,21.0,3.0,11.0,1.0,1.0,4.0,3.0,18.0,4.0,22.0,8.0,2.0,2.0,11.0,1.0,0.0,10.0
MIMAT0004553,156.0,407.0,161.0,288.0,43.0,319.0,36.0,278.0,267.0,81.0,48.0,98.0,41.0,71.0,161.0,80.0,136.0,470.0,136.0,94.0,23.0,77.0,284.0,127.0,103.0,27.0,114.0,100.0,101.0,50.0,91.0,31.0,62.0,157.0,86.0,69.0,215.0,86.0,126.0,79.0,75.0,170.0,56.0,162.0,137.0,105.0,45.0,452.0,34.0,262.0,390.0,90.0,61.0,550.0,516.0,173.0,160.0
MIMAT0004554,0.0,6.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
MIMAT0004555,32.0,0.0,39.0,6.0,3.0,0.0,1.0,14.0,9.0,6.0,179.0,6.0,52.0,15.0,2.0,84.0,7.0,92.0,18.0,12.0,11.0,23.0,13.0,87.0,6.0,0.0,51.0,82.0,2.0,26.0,307.0,4.0,93.0,65.0,62.0,0.0,24.0,7.0,29.0,27.0,102.0,17.0,27.0,3.0,33.0,83.0,0.0,4.0,70.0,9.0,30.0,1.0,27.0,35.0,165.0,84.0,0.0
MIMAT0004556,231.0,9.0,350.0,68.0,186.0,229.0,41.0,121.0,69.0,88.0,114.0,196.0,106.0,209.0,993.0,776.0,199.0,154.0,21.0,108.0,160.0,127.0,89.0,319.0,216.0,91.0,194.0,31.0,92.0,186.0,27.0,378.0,69.0,224.0,91.0,132.0,132.0,522.0,118.0,51.0,49.0,63.0,489.0,21.0,96.0,789.0,8.0,296.0,218.0,365.0,54.0,119.0,31.0,23.0,167.0,61.0,68.0
MIMAT0004557,2.0,5.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,7.0,0.0,3.0,3.0,1.0,1.0,12.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,5.0,1.0,2.0
MIMAT0004558,6014.0,8557.0,7388.0,3626.0,7454.0,3942.0,6108.0,5918.0,7425.0,11131.0,9548.0,11834.0,11400.0,17577.0,21682.0,8422.0,26487.0,15344.0,10931.0,18702.0,6217.0,5480.0,8447.0,14017.0,8442.0,4798.0,13172.0,1769.0,8837.0,6590.0,12572.0,14256.0,4990.0,13268.0,17308.0,2516.0,10584.0,19199.0,12410.0,2899.0,3112.0,5554.0,2043.0,1210.0,19558.0,22387.0,646.0,15299.0,6833.0,8626.0,4387.0,5290.0,12044.0,15138.0,37300.0,4351.0,15043.0
MIMAT0004559,504.0,591.0,429.0,507.0,221.0,1027.0,178.0,209.0,310.0,251.0,960.0,343.0,326.0,649.0,1934.0,833.0,744.0,464.0,710.0,498.0,180.0,234.0,399.0,1089.0,719.0,101.0,473.0,241.0,205.0,314.0,1453.0,177.0,188.0,646.0,427.0,81.0,268.0,302.0,489.0,698.0,352.0,498.0,993.0,107.0,623.0,951.0,108.0,230.0,263.0,470.0,95.0,172.0,157.0,1868.0,395.0,278.0,601.0
MIMAT0004560,0.0,5.0,3.0,2.0,0.0,8.0,7.0,3.0,1.0,168.0,7.0,3.0,5.0,6.0,0.0,11.0,14.0,9.0,20.0,7.0,10.0,4.0,11.0,8.0,16.0,19.0,18.0,19.0,10.0,4.0,1.0,16.0,3.0,1.0,0.0,1.0,7.0,3.0,11.0,1.0,4.0,10.0,36.0,1.0,34.0,12.0,1.0,1.0,0.0,20.0,2.0,5.0,2.0,9.0,15.0,18.0,53.0
MIMAT0004561,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
MIMAT0004562,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,0.0,0.0,14.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
MIMAT0004563,65766.0,1030.0,34542.0,50604.0,92282.0,2096.0,17227.0,43283.0,31741.0,39127.0,20611.0,27330.0,53424.0,108551.0,96316.0,35726.0,50549.0,19442.0,24369.0,36499.0,60549.0,79837.0,6178.0,47021.0,49725.0,21911.0,91661.0,5403.0,28157.0,77610.0,17255.0,44311.0,14497.0,36132.0,52606.0,11034.0,26393.0,93396.0,85743.0,5620.0,102336.0,59622.0,56839.0,7010.0,70249.0,57073.0,5359.0,106640.0,46114.0,55893.0,22726.0,17066.0,50144.0,16177.0,5964.0,12907.0,69892.0
MIMAT0004564,1422.0,5.0,567.0,1975.0,1511.0,21.0,344.0,1641.0,956.0,1001.0,312.0,468.0,1264.0,2294.0,1898.0,881.0,1136.0,394.0,598.0,1043.0,1480.0,1790.0,108.0,946.0,1192.0,454.0,1651.0,69.0,632.0,1456.0,292.0,507.0,265.0,855.0,1369.0,292.0,527.0,1093.0,3942.0,141.0,1555.0,1900.0,1147.0,90.0,1768.0,843.0,234.0,1627.0,1060.0,858.0,382.0,404.0,1578.0,402.0,82.0,293.0,1452.0
MIMAT0004565,22.0,4.0,8.0,2.0,0.0,10.0,2.0,1.0,2.0,3.0,7.0,19.0,2.0,4.0,57.0,11.0,12.0,32.0,4.0,4.0,3.0,22.0,2.0,42.0,11.0,1.0,32.0,3.0,3.0,5.0,3.0,4.0,0.0,9.0,7.0,12.0,8.0,9.0,118.0,29.0,2.0,5.0,2.0,1.0,16.0,8.0,0.0,6.0,6.0,18.0,4.0,0.0,30.0,9.0,12.0,4.0,13.0
MIMAT0004566,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
MIMAT0004567,45.0,27.0,67.0,68.0,17.0,3.0,4.0,29.0,9.0,37.0,35.0,90.0,40.0,36.0,85.0,19.0,69.0,17.0,282.0,58.0,33.0,53.0,47.0,135.0,52.0,6.0,11.0,26.0,14.0,24.0,44.0,25.0,8.0,78.0,43.0,66.0,15.0,75.0,116.0,14.0,13.0,49.0,3.0,12.0,39.0,66.0,5.0,21.0,36.0,123.0,3.0,46.0,43.0,23.0,29.0,9.0,46.0
MIMAT0004568,8.0,1.0,14.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,8.0,5.0,8.0,4.0,3.0,2.0,4.0,7.0,9.0,3.0,5.0,11.0,6.0,6.0,0.0,0.0,7.0,15.0,4.0,5.0,11.0,2.0,5.0,8.0,1.0,4.0,6.0,3.0,3.0,2.0,22.0,3.0,7.0,6.0,4.0,6.0,2.0,5.0,11.0,11.0,2.0,2.0,10.0,1.0,5.0,4.0,4.0
MIMAT0004569,26.0,17.0,25.0,14.0,4.0,8.0,3.0,2.0,26.0,5.0,24.0,25.0,9.0,13.0,7.0,3.0,19.0,14.0,9.0,14.0,6.0,27.0,21.0,29.0,4.0,1.0,21.0,85.0,10.0,37.0,53.0,5.0,3.0,20.0,2.0,12.0,18.0,7.0,2.0,7.0,59.0,7.0,24.0,14.0,17.0,26.0,14.0,11.0,39.0,27.0,11.0,8.0,54.0,13.0,17.0,18.0,6.0
MIMAT0004570,9.0,21.0,3.0,4.0,5.0,5.0,0.0,1.0,4.0,22.0,5.0,3.0,2.0,11.0,1.0,2.0,1.0,4.0,1.0,6.0,9.0,48.0,11.0,1.0,0.0,2.0,26.0,3.0,2.0,5.0,4.0,8.0,180.0,4.0,7.0,1.0,16.0,8.0,9.0,10.0,12.0,4.0,1.0,11.0,20.0,8.0,1.0,7.0,9.0,15.0,8.0,49.0,7.0,3.0,30.0,10.0,1.0
MIMAT0004571,43.0,173.0,122.0,37.0,6.0,371.0,0.0,1.0,15.0,30.0,177.0,90.0,28.0,46.0,14.0,301.0,1.0,209.0,58.0,8.0,17.0,20.0,62.0,55.0,4.0,1.0,89.0,142.0,54.0,80.0,2.0,6.0,182.0,89.0,132.0,0.0,66.0,4.0,2.0,42.0,73.0,31.0,8.0,73.0,5.0,130.0,2.0,121.0,20.0,10.0,77.0,15.0,19.0,269.0,234.0,134.0,16.0
MIMAT0004584,199.0,209.0,150.0,86.0,48.0,176.0,132.0,58.0,112.0,198.0,118.0,133.0,232.0,226.0,276.0,130.0,148.0,108.0,77.0,19.0,151.0,305.0,118.0,197.0,291.0,61.0,257.0,148.0,60.0,133.0,242.0,34.0,140.0,136.0,65.0,16.0,197.0,254.0,115.0,173.0,140.0,66.0,365.0,47.0,143.0,44.0,35.0,301.0,107.0,80.0,109.0,92.0,51.0,246.0,78.0,66.0,231.0
MIMAT0004585,210.0,128.0,119.0,77.0,36.0,258.0,89.0,97.0,218.0,94.0,109.0,86.0,166.0,177.0,203.0,165.0,99.0,92.0,424.0,36.0,129.0,500.0,252.0,161.0,90.0,22.0,389.0,44.0,106.0,316.0,76.0,52.0,104.0,55.0,30.0,4.0,176.0,163.0,58.0,80.0,122.0,86.0,192.0,84.0,320.0,57.0,35.0,990.0,132.0,64.0,256.0,157.0,54.0,142.0,37.0,59.0,245.0
MIMAT0004586,136.0,211.0,163.0,406.0,76.0,222.0,181.0,397.0,475.0,376.0,215.0,231.0,153.0,262.0,1452.0,207.0,218.0,126.0,328.0,253.0,211.0,246.0,210.0,309.0,377.0,202.0,200.0,432.0,116.0,265.0,431.0,173.0,239.0,261.0,195.0,109.0,131.0,339.0,225.0,246.0,403.0,268.0,552.0,67.0,265.0,396.0,92.0,497.0,136.0,684.0,265.0,284.0,233.0,277.0,165.0,257.0,322.0
