,0011a67b-1ba9-4a32-a6b8-7850759a38cf_01,016c9c14-4c88-49f5-a11a-dd4bc282f11e_01,03a9dd9d-62ae-4acd-9272-389274858f3d_01,04178a4f-14b0-45ba-aa3e-f21638e23765_01,065b26fc-6827-44d5-83d8-1100c63fcda6_01,093ca3a7-f545-468a-85ed-a35c3da03628_01,09daff79-6493-45c1-8cba-9381259e2bea_01,0a2cb2f9-972c-450c-8b7a-115a4cb93658_01,0b6b1937-4024-4f2c-aeca-46387277755f_01,0cb21fb0-520f-4105-99ec-697a335115b5_01,0eda7373-8335-455f-b90a-8c3540f28088_01,10290e91-9784-4f94-8daa-b5d9a8b0efb9_01,107cb92b-6231-4e7a-af05-1f5de5981947_01,1118490d-75aa-43cc-b2a2-c2af61829ffc_01,12f1d449-4da3-460d-b4f3-9e1232440a8b_01,1388bba1-02ba-40df-93e5-c3d58b7bbae0_01,1543c1da-bde4-41c1-a510-56b62db8cca8_01,156cb6c6-b5d4-4ea9-9495-fc972cf9c84a_01,1586cb0a-081a-4364-9470-46f9d0f0167d_01,16a9e1c5-85c2-4930-a16c-af59114bac9a_01,17878cb0-a8f9-43a4-911c-0f94c2a5e3df_01,17a8d208-fcf6-4480-945c-848d4234aafd_01,17e286b7-7793-446d-b556-1108addb5ba2_01,182fe81e-9c96-4824-8a8a-28f7c498020f_01,19e46a3d-18c5-4927-8501-2265e2d617b8_01,1e89c189-7c8a-44c9-9b0f-2f625a285003_01,205f30ff-fb10-44a8-a1c6-c538de100db5_01,21e8c2b7-3a80-4b7e-acec-6ff863f15324_01,25b43e40-e1f9-42a0-8052-5138f381eed9_01,261925e3-96e4-440c-8e95-c003d44ab2f2_01,26964b56-583f-46cc-ab2e-a948bf3e5432_01,2a7903cc-345d-48f7-9fec-b4a5f09f8002_01,2b1783da-9ede-4590-b96a-6b0eabc8777f_01,2bd23664-453b-4fbf-823e-6dbcde0c4a2a_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_01,2cf90e4e-b952-4a77-aaa9-39e4e2e5c4b3_02,2faf928d-453a-4d07-b058-b5d4e1d13845_01,3124e819-292b-48e7-baac-8c5c4a86dc20_01,3165bf70-df19-4043-bcfc-9ae92197ef72_01,31bd8589-378c-40e5-8b7f-3b4c81f304be_01,335d0351-3740-4847-9ff4-be2f078c70f7_01,335d0351-3740-4847-9ff4-be2f078c70f7_11,33e91116-8844-4861-843d-784c70b4a6fc_01,3546a93b-b279-4615-9d5f-5baa787e487e_01,368fd5c9-cd4b-4326-a47b-4d72938cfb8f_01,375436b3-66ac-4d5e-b495-18a96d812a69_01,398da5c2-d9f2-4eb4-9813-21009d3ad048_01,3aecf83e-c614-4ffa-8c82-1b5dadf6509e_01,3b55aa84-9fdc-4125-8d39-d8949de2a1b3_01,3be106bc-ba42-4c70-9b50-697d89db617d_01,3e97286f-8aa8-4b6a-b339-d7a8e30f60c2_01,3f10de1e-c8ce-415e-b4e1-e50901686a2f_01,40974ab3-e532-4d6e-9c98-ee640f3976d6_01,468c2ecb-a21f-49a7-91f3-63d3ef266cf8_01,4d5437b3-b6a0-4d17-a7aa-4f2b790e4532_01,5555fbdd-962f-4d79-b36c-ae3c3cc4aff4_01,594a52b0-c929-4e50-ae27-7542e32667ae_01,5a7d19f9-6be2-45ac-9ffc-11e28594eeee_01,5af7b4eb-8314-41ce-ab2b-f98054a78a8b_01,5bc1db25-3e25-44d7-99cb-e31f00cf1d58_01,5d4b9087-fa7b-47b8-9b12-adc0dd1cf17c_01,5daa9f6b-eeba-466f-992b-2bd29fa60e93_01,5f10f8e4-a6f9-4643-b210-390bc8fd32bd_01,60778da8-d99e-4e51-96a2-3e900b3978d9_01,6221496d-40cc-4071-969f-6fbcba4f573c_01,634d542b-a72f-408b-9fef-65ef6c45f882_01,644571e9-b8e6-42f3-a2e4-33bad0fac661_01,652e503a-1be8-445b-96d6-ff114f911e76_01,6bc056f2-f06e-428f-aebc-85b780d880ed_01,6dafce6c-b2a9-4b23-b9f8-b71e01616389_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_01,71a32fca-d48f-4ea3-8df7-69f9dda8fa91_11,72756208-a5ed-47d2-8c4c-19a8d39f7b9d_01,72802851-9340-4c5f-a90b-23b7afd7577a_01,72e640f2-869f-4aef-8ebe-b127f3e7048a_01,74543fa4-ce73-46e4-9c59-224e8242b4a2_01,769880ae-34d9-405e-8ea7-33ba47cf2dd2_01,78499f63-fe28-4b99-9f0e-6002203c4596_01,7a285463-76f4-447d-bb04-336bb5ec1009_01,811f3feb-a5a9-48b1-acda-fbb23fcbcf16_01,813bb368-9389-4528-9b18-387374bc912f_01,81dac02c-6e5f-4afe-9c90-12b5a4f26594_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_01,830fd359-abd4-4c99-89e4-2d6bb9ce5637_11,835cbd02-4dbb-4273-9704-4b5d272493d7_01,848a5838-8a06-45a9-a3d6-e4ed47b824ab_01,856a490c-c6da-48fe-88b5-9fde0f481365_01,85947797-54b8-44fb-910b-5cd689542994_01,866de12b-e4df-4f19-b62e-e3fd85d4ec08_01,89e4905e-31bb-4125-9262-93f600aed7e5_01,8ad1c98b-5395-477e-87a8-19dff3a59c26_01,8b4383b1-a684-41ea-bfb0-c84e6f5b287d_01,8c7ccdb0-7653-4a8d-86b6-de39afc40765_01,8e00e7e7-ffaf-44f0-91a7-172671f18e08_01,8feb0e8f-d09b-437d-8651-0cdecfe776bf_01,9084b672-8e65-4b7f-a256-32fd35aa8ab5_01,92c65e5a-3f07-49d9-ab69-46a0eb86ae88_01,99d2c035-06a2-4bc3-8ff9-db875d232c93_01,9af35239-ffb9-4d4f-889e-f743da271eef_01,9c7b5e85-5579-4d0f-a7ea-b9d081ac0037_01,9d7e0672-0a9e-4dbf-a583-80f4eb086ec6_01,9df9af6b-00b0-47af-aac7-b52dac399ba5_01,a2b6246d-2b80-49c5-968b-694b4e8171dc_01,a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27_01,a424bfe7-5518-4c80-83c8-709a34320bc7_01,a46be4e1-260c-4ce9-8b0f-1326d90c697f_01,a744d4a3-f99a-46ce-9b3f-8ee8835e67ec_01,a83923fd-276c-4526-9922-5ef741f551fd_01,a8a5553c-bfe1-4d5f-aacc-5549ded3f91f_01,a8b974f4-aabf-484d-bfa2-a286b39681e0_01,a91f7a8c-e0fe-403a-9ef0-f7679b2761cc_01,acccb105-6439-4b30-a0b9-bb94c7873d4a_01,add567b7-29ef-4122-8a54-57d36f735e78_01,b1a787b6-8e94-4b1b-b063-3338c80eef78_01,b26143d3-d458-4d5c-8446-fd2f05707352_01,b2b125c7-8993-4424-b390-048ccccc9d08_01,b2c48624-a483-4b1d-9155-c0c80ed2f7a0_01,b2db7f47-540f-4bd3-81bb-d686b0225201_01,b6ba7313-8e91-4c39-8629-db3e96f4c556_01,b6e6e715-ccc5-474f-860a-a10bf1962936_01,ba902e78-752f-4248-9a59-ea08475c961b_01,bcb21cdd-2f57-4df0-bbbe-a74fa5a654d6_01,bcfe4fe9-d090-49f9-85a7-2b472e0f7453_01,bd0ddc1e-ba3b-4719-a2fa-776f0475dd8a_01,bd6877a8-06b4-4b95-bed2-15c524068f21_01,bd818ae4-b31a-4616-9303-b8aee56a848f_01,bf65c2cd-8348-488f-8485-9196ba42d17e_01,c2395f04-e248-4091-855d-802b1b871f29_01,c2ea7b58-cabd-407e-98ce-6cbf9e4d93e1_01,c3760fb2-3b8a-4251-a189-21d56fba5017_01,c3f0608b-d493-4c74-930a-d7998a48a659_01,c69dec57-7a84-481b-bcfe-61a771d0a9d1_01,c7162d11-4bdc-41cd-a964-46fc416829db_01,c8fd1040-82a2-4cda-ac49-c2f82b20cbab_01,c9632a8b-dcfe-4480-a8ad-482f55b8cfa2_01,ca8374a4-ce94-4091-aa9e-44339a7c4b22_01,cb005c69-7301-41ce-b534-c9751f1436c5_01,cbcb2141-b415-4410-8dd7-2a3cd3980a19_01,cc2a014b-fb3c-4839-a5fb-6c40e745df1b_01,cd05d121-f107-4c8e-95a8-153a84f5134a_01,ce2e0f1c-60ff-4f93-8bba-4f4d3ccac37c_01,d004a083-6dc6-4db6-96d0-88a8ca3b1b93_01,d7cb062c-898d-4452-8e87-57262162bafa_01,d846228f-67af-4b3b-9796-dbc263c2054c_01,d8bfcc67-f5c3-42cd-9fc4-bd483f896da1_01,d9121e5a-88f2-47a6-a0b1-25735c209e54_01,db1e3104-8bfd-4353-854a-c478ba1f7d07_01,ded3feb2-1079-4520-a7ca-f5b5fc73d7c5_01,e2d395f8-bf13-4fe4-8031-683b0eedd875_01,e3a80e41-2e46-4b04-86c6-fd444d616ab5_01,e5d7bbd4-4f38-4a5a-9966-f44f8a15a10e_01,e5e4aa9f-6015-4d62-a088-69920d7f2500_01,e6827400-0d95-46b0-8874-6ce9e9d5011b_01,e7503a51-6647-4cc2-80dd-645d0df4db43_01,eb75ca70-e60f-453f-820c-485390abad88_01,f1ce4b5f-55d0-4989-a5f3-6b6e591538b2_01,f2a8deb2-0e2c-4bbd-8fa1-99b7abb2f3aa_01,f49a8e1e-d247-4c76-ac3b-ad8e5d6b8d18_01,f9204a59-6877-4d06-a20e-fd7ab0859ed5_01,fb632146-92c7-40d9-acc3-6dc4a2d499be_01,fbcd7e69-533f-4b6c-9868-162139135b58_01,fd798ddf-7273-49b8-b13c-d9909c8c87ff_01,fdeeff8e-1328-42a4-aca0-a03b97421f1e_01,ff004403-8cc5-43e6-bd1c-dde4eb1e6193_01,ff427104-0727-483c-8513-243dec80db9d_01
MIMAT0018106,0.090134,0.0,0.322786,0.459061,0.0,0.0,0.0,0.0,0.192707,0.465372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337652,0.0,0.847304,0.0,0.0,0.090429,0.0,0.0,0.154412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344242,0.0,0.0,0.220366,0.0,0.0,0.0,0.525967,0.133172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385271,0.0,0.0,0.0,0.0,0.0,0.533772,0.0,0.0,0.114971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122099,0.0,0.0,1.27602,0.109997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153962,0.139177,0.0,0.0,0.0,0.0,0.0,1.108296,0.0,0.0,0.381103,0.0,0.0,0.0,0.592904,0.482839,0.0,0.0,0.168319,0.149808,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018107,0.721073,0.156503,0.322786,0.0,0.0,0.0,0.0,0.0,1.348949,0.0,0.0,0.559049,0.169614,0.760112,0.0,0.416515,1.07268,0.583315,0.0,0.268674,0.0,0.0,0.0,0.903964,0.740785,0.0,0.120068,0.0,0.78558,0.48283,0.417374,0.0,0.0,1.743253,0.0,0.0,0.0,1.297906,1.688259,0.568951,0.0,0.0,0.805832,0.271286,0.0,0.436644,0.617647,0.329677,0.565847,0.0,0.0,0.570549,0.323224,0.236323,1.84488,0.36246,0.0,1.131555,0.0,0.262029,0.951063,0.29123,0.0,0.0,0.242016,0.138955,0.516363,0.267662,0.0,0.330549,0.0,0.0,0.407361,0.0,0.66586,1.804647,0.0,0.601307,0.686711,0.0,0.289908,0.0,0.0,0.0,0.171747,0.0,0.770542,0.362673,0.0,0.883054,0.838036,0.085488,1.067543,0.803286,0.282169,0.344913,0.0,0.0,0.0,0.33446,0.0,1.703548,0.455391,1.113224,0.0,0.420606,0.0,0.280919,0.905224,0.0,0.542299,0.6987,0.0,0.0,1.296105,0.0,0.0,0.109997,0.0,0.0,0.0,0.41571,1.008227,1.005198,0.466983,0.340508,0.255276,1.064008,0.78448,0.0,0.88342,0.0,0.569184,0.610689,0.0,0.0,0.0,1.128275,0.0,1.077735,0.417531,1.212239,0.359846,0.0,0.753412,0.642405,0.0,0.0,0.0,0.0,0.237702,0.0,0.0,0.592904,1.931356,0.57246,0.513644,0.841597,0.0,0.0,0.453191,0.592722,0.0,0.0,0.471384
MIMAT0018108,0.0,0.0,0.322786,0.0,0.0,0.0,0.753308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329677,0.188616,0.0,0.0,0.0,0.0,0.0,0.0,0.12082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018110,4.236307,1.565026,0.645572,0.0,0.95722,0.0,0.376654,1.119299,1.348949,0.930745,0.0,1.677146,2.544212,2.280338,2.210125,3.332118,0.35756,1.312459,0.0,0.806021,0.0,0.0,0.320445,1.807927,2.222354,1.962158,0.60034,1.877112,0.78558,1.062226,3.130304,1.072419,0.668795,1.743253,0.866154,0.857625,0.352356,0.0,1.519434,0.568951,0.847304,0.0,0.201458,0.271286,0.604997,0.436645,0.772059,1.318706,1.32031,0.0,0.378879,0.570549,0.484836,0.236323,1.22992,1.087379,0.871397,2.828886,1.075548,0.262029,2.853189,0.29123,0.497669,1.020453,0.847056,0.694775,0.344242,0.267662,0.0,0.661098,0.892178,0.0,1.629442,1.577901,0.799033,0.601549,1.017375,1.002178,0.686711,1.259683,0.217431,0.0,0.59139,0.0,0.343494,0.372069,0.0,0.435209,0.0,1.589498,0.838036,0.598413,1.067543,0.0,2.257355,0.459884,0.0,0.0,0.0,0.668921,1.620399,0.309736,0.607188,1.669835,0.0,3.785462,0.553807,0.632066,1.13153,2.099936,2.169196,1.863201,0.0,0.0,3.299173,1.192835,0.0,0.659982,1.126734,1.100938,0.0,2.771401,1.512341,1.675331,0.778307,0.851272,1.021101,1.463011,0.470688,0.896842,0.883419,1.245852,0.426889,0.610689,2.846023,3.629224,2.270753,0.0,0.83894,1.539623,0.974239,1.818358,1.07954,1.573248,2.071879,0.85654,0.0,1.573389,0.496239,0.762206,0.475405,0.641728,1.88075,0.0,2.414195,0.73602,1.027288,2.019833,0.449424,0.0,0.755318,0.922012,0.0,4.479769,1.885537
MIMAT0018112,0.360537,0.782513,0.645572,2.295305,0.47861,0.294,0.753308,0.22386,0.578121,0.232686,2.780058,0.0,0.678456,0.380056,0.491138,0.0,0.0,0.291658,0.232429,0.0,0.0,0.866954,0.21363,3.163872,0.740785,0.0,0.120068,0.0,0.39279,0.0,0.0,0.714946,0.222932,0.498072,0.0,0.0,0.0,0.0,0.337652,0.0,1.694608,0.0,0.402916,0.271286,0.201666,0.291097,0.0,0.0,0.565847,0.0,0.126293,0.0,0.0,0.0,0.0,0.0,0.0,0.565777,1.434064,0.262029,0.951063,0.582461,0.373251,0.0,0.242016,0.416865,0.516363,0.133831,1.134788,0.0,0.0,0.0,0.135787,0.525967,0.399516,0.601549,0.0,0.0,0.228904,0.209947,0.144954,1.218675,0.59139,0.0,0.171747,0.0,0.0,0.14507,0.0,0.529833,1.676072,0.085488,0.533772,0.401643,0.846507,0.0,0.788578,0.0,0.0,0.33446,0.0,0.154868,0.455391,1.113224,0.0,1.051517,0.0,0.07023,0.0,1.679949,0.0,0.9316,1.491552,0.244198,0.824793,0.298209,0.63801,0.109997,0.751156,1.100938,0.0,0.27714,0.0,0.335066,0.155661,0.0,0.255276,0.798006,0.313792,0.0,0.0,1.868779,0.426889,0.203563,4.269035,0.0,1.135377,0.0,0.167788,0.153962,0.0,0.20204,0.0,0.0,0.941763,0.0,1.108296,0.524463,0.496239,0.0,0.118851,0.641728,1.88075,0.592904,0.482839,0.24534,1.027288,0.336639,0.149808,0.956076,0.151064,0.065858,0.0,1.119942,0.0
MIMAT0018113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926686,0.0,0.0,0.0,0.0,0.0,0.35756,0.291657,0.0,0.089558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149808,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018116,0.270402,0.0,0.645572,0.0,0.0,0.0,0.0,0.11193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416515,0.0,0.0,0.0,0.089558,0.0,0.866954,0.0,0.0,0.0,0.0,0.0,0.0,0.196395,0.0,0.0,0.0,0.222932,0.249036,0.0,0.214406,0.0,0.0,0.0,0.0,0.0,0.0,0.201458,0.090429,0.0,0.0,0.0,0.0,0.188616,0.0,0.0,0.0,0.0,0.0,0.0,0.12082,0.0,0.0,0.0,0.0,0.317021,0.0,0.0,0.340151,0.0,0.0,0.172121,0.401493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200436,0.228904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14507,0.0,1.236276,0.0,0.0,0.533772,0.0,0.0,0.344912,0.0,0.21924,0.0,0.0,0.0,0.464604,0.0,0.0,0.0,0.210303,0.0,0.0,0.0,0.0,0.0,0.2329,0.0,0.0,0.0,0.298209,0.0,0.109997,0.0,0.0,0.0,0.0,0.0,0.335066,0.311323,0.0,0.0,0.0,0.0,0.0,0.176684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278354,0.40408,0.0,0.393312,0.565059,0.214135,0.0,0.0,0.0,0.381103,0.0,0.0,0.0,0.0,0.0,0.16356,0.0,0.168319,0.449424,0.0,0.0,0.065858,0.0,0.0,0.0
MIMAT0018117,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07023,0.226306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.100938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149808,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018119,0.45067,1.565026,0.322786,0.459061,0.47861,0.882,0.0,0.559649,0.192707,0.0,0.0,0.0,0.0,0.0,0.736708,0.416515,0.35756,0.145829,0.0,0.089558,0.0,0.0,0.534076,0.0,0.0,0.0,0.720409,1.877112,2.945925,0.289698,0.208687,0.0,0.445864,0.498072,0.433077,1.072031,0.352356,0.0,0.168826,0.568951,0.0,0.861779,0.0,0.090429,0.0,0.145548,0.308824,0.0,0.188616,0.0,0.252586,1.141098,1.858538,0.472646,0.0,0.0,0.871397,0.0,0.717032,0.262029,0.317021,0.87369,1.493007,0.0,0.121008,0.416865,0.688484,0.133831,0.0,0.440732,0.892178,1.388343,0.678934,0.0,0.133172,0.601549,0.0,0.0,0.0,0.0,0.289908,1.218675,0.0,0.0,0.171747,0.0,0.385271,0.797882,0.0,0.883054,0.0,2.222676,0.0,0.0,0.0,0.344913,0.0,2.41164,0.564016,0.33446,0.0,0.0,0.0,1.39153,0.728912,2.103033,0.0,0.210689,1.13153,0.0,0.542299,0.4658,0.0,0.0,0.47131,0.596418,1.27602,0.659982,0.375578,0.0,0.957738,0.41571,0.504114,0.167533,1.24529,0.340508,1.021102,0.133001,0.0,3.587368,0.530052,0.0,0.853778,0.407126,0.0,1.209741,0.0,0.0,0.83894,0.0,1.113416,0.606119,0.179923,0.0,0.753411,0.85654,1.108296,0.0,0.992479,1.143309,0.356553,0.0,0.0,0.0,0.0,0.4089,0.513644,0.0,0.299616,0.0,0.302127,0.131716,4.078908,0.0,0.0
MIMAT0018120,0.630939,0.156503,0.0,0.0,0.0,0.294,0.0,0.11193,0.192707,0.232686,0.0,0.559049,1.69614,0.380056,0.0,0.416515,0.35756,0.291658,0.0,0.179116,0.0,0.0,0.106815,1.355945,0.740785,0.280308,0.240136,0.0,0.78558,0.0,0.208687,0.357473,0.0,0.747109,0.577436,0.428813,0.0,0.0,0.337652,0.568951,0.847304,0.0,0.0,0.0,0.0,0.727741,0.154412,0.0,1.32031,0.0,0.252586,1.141099,0.161612,0.0,0.61496,0.36246,0.0,0.565777,0.0,0.786087,0.951063,0.0,0.0,0.680302,0.0,0.972685,0.0,0.0,0.0,0.0,0.0,0.0,0.543148,0.525967,0.399516,1.203098,0.0,0.0,0.457807,0.209947,0.072477,1.218675,0.0,0.0,0.171747,0.0,0.0,0.14507,0.0,0.176611,1.676072,0.170976,0.0,0.0,1.128676,0.114971,0.0,0.0,0.0,0.0,0.0,0.154868,0.0,1.113224,0.728912,0.841213,0.0,0.421378,1.584142,0.839974,1.084598,1.164501,0.0,0.366297,1.178276,0.0,0.0,0.109997,0.375578,1.100938,0.0,0.83142,0.0,0.670132,0.778307,0.340508,0.893464,0.665005,0.156896,0.0,0.88342,0.0,0.284593,0.407126,0.711506,0.0,0.0,0.0,0.335576,0.461887,0.417531,0.40408,0.359846,0.786624,0.753412,0.42827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592904,1.931356,0.49068,1.027288,0.673277,1.198465,0.0,0.453191,0.065858,0.0,0.0,1.17846
MIMAT0018121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018122,0.090134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096566,0.208687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072477,0.0,0.0,0.0,0.0,0.372069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
