,0050d8be-1db6-4c17-8bef-3ae2eaaa63ce_01,0477055e-a57e-4bdb-89ab-2999881bdd6c_01,056386db-d338-4fc8-8bb1-249be72fd6cb_01,09f8acfc-4d80-4005-9f40-7485309997f5_01,0a312064-878f-4b69-8bb7-e7f14e6cd7fe_01,0be4fa90-0122-4b26-b35f-7b1a4a16e63b_01,1248516e-7552-4a33-a1ab-2884d551ef32_01,154c7698-c0fe-40da-b0fc-47b6385fcee1_01,15a2baae-d15e-4349-9358-74356a2d2ad0_01,173b805f-3088-43f6-a159-95fff3581fd5_01,17e2bf75-4ce6-4cd7-94a1-434c5aa36549_01,18c3debb-08ea-4ca1-ade4-d577bcee4fa2_01,23cc4cd3-87dc-4342-9072-be3695e393fa_01,262b4693-961b-4006-be4e-e6f38a1cce4a_01,29e038ba-b042-473e-a526-96d41b2830e1_01,2a654463-1d68-4c82-9549-4526aad41870_01,2b794eae-814c-4b5c-b276-be9096b94f94_01,2c2e169e-9f93-41a7-bfc4-ade18bb5d7ae_01,2f6f86f3-6d31-4a8c-b70d-2759b44bac6c_01,2fdb7682-1dce-40bf-8180-d3a5a084ecb1_01,335535a1-e3d4-41a1-bbdb-1d5afd5acfd3_01,38668ba7-213e-4f2c-85d1-c0e2a8ed0ea1_01,3afa9201-61ad-4958-925f-b93912d2841a_01,3cc2d49b-a3a6-4f55-a355-68cbe84f4056_01,3eab80e6-21bc-45dd-a7b5-411a5dad4e9a_01,3f19d238-1b55-4530-a9e2-8fda644d45a6_01,3f691bf4-9558-4454-889e-cfa7d0de96cc_01,4165391b-6122-4e87-ba91-ce935e0b3cf4_01,440421ad-5f1f-4345-86a2-fc25cb7cd453_01,49d8939c-7c23-4a6c-b71a-0c39c262c346_01,4a2f3f77-7eea-4bb1-92bd-2d595e23ab88_01,4c0cf497-abea-4ea5-a207-e26f85f3bd18_01,4d6f70aa-ef52-4f98-a929-5d511601abed_01,4db60b44-21b5-433c-9689-f6aa79b819b8_01,4fc4cba2-7212-4755-b53d-111878b2ff90_01,50072717-861c-4b60-b595-d8ea23bb1c67_01,50612721-2e12-4dc3-8e1e-87624cf9333b_01,51abe033-5fb4-49b5-89ef-c44d0bb1ab00_01,51feca45-114e-4817-99d6-1c9842cd679a_01,5324c178-1b4b-42f8-ac9e-17c5f349a289_01,55536b55-0e84-49a2-b5df-b88431965b3e_01,56c4f5e8-4e89-4ba0-984d-e17f11a401f5_01,57000a6a-b132-4c02-807f-5505ad3e1fdd_01,5b7b3e7c-3230-4675-8fdf-3e5119b02ce1_01,5f18924a-bcd6-4462-9c99-e634bddaf18e_01,5f539ac1-c4c8-46cc-98d7-8951a6ed680a_01,628ecfe9-9e29-4b51-a11e-96d4e9181d86_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_01,66c564ba-b42d-4be9-9e5f-bf93984569eb_11,67ff20ba-1b56-45ae-9310-19dd74401e67_01,67ff3aa1-9d52-4dc8-8501-ecd0d37a8735_01,68d2ab61-50fc-41e8-b3ee-75c70f0f4369_01,6e98a600-252d-442f-9372-ddc7c5338ae7_01,71020ee6-3b76-4e31-b3ce-7e54ce706134_01,7459bec0-1b54-4fd7-90db-8375168e6b1a_01,748fc94f-d496-46b1-a5f4-42aa53de0f31_01,756dd9bf-bf40-4ad2-a78e-9430c2c8ea6e_01,7933b320-ae8c-4d3d-9468-8abb135e93d5_01,7a99a808-5ac7-49b3-87f6-106663eb323f_01,7aef4dcf-0a4b-4848-beab-377394456bee_01,7fc85735-1bf2-4414-973c-e18f030e5ac0_01,80606b1c-e8c8-4c3d-8475-3d846a84ca98_01,81186204-5cc8-48e3-994b-4d3cb1f59c65_01,81fdc97f-8bad-4286-9d36-9a887c6b59a1_01,82505b35-d771-4fb4-8ec4-54a2e5a8ad79_01,85d1afdf-6164-49e1-b599-71512c5acd99_01,8889f7a6-3f3d-417b-bf3e-9a2155c4786c_01,88c0af76-b1ba-478f-a42b-8a50c0568d5e_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_01,8cc1e08d-75b6-48da-90df-e6af23cb4c35_11,9084a558-11ea-448c-9f9d-0f90a94a29af_01,91f67f4e-b8b1-4455-83a6-4d96d04e8ca9_01,9291a2cb-98e6-43b9-8cbf-889e6da9bffa_01,9627ff18-f5ee-4b34-a823-35ebe3c00a3f_01,96e5c81e-8edb-4e6c-84fc-f127142f2835_01,9b116a89-ba1a-4b7f-bcc6-2dcd950269ec_01,9bbd057c-5a3b-4e04-8df7-c2f0c1823084_01,9cabde13-0cbb-4502-9dc1-4c9bd8a68313_01,a4f4c331-97a3-48c4-aa3e-27304c1eb611_01,a653b0bb-aacf-4b11-bb11-42e043e49bf6_01,a6885883-f1a2-48dd-8d72-0038319069a1_01,a8117654-b223-4301-9c4d-530fbc55ea72_01,abdbdba3-807e-4192-88a6-41dd6d9309ab_01,acaaed1a-2667-4c56-919b-daf5574371bb_01,acfba23a-06eb-4ff1-be60-0452a13a4978_01,add338c1-8b31-4378-9a44-19bf646c972b_01,aea15ea1-38c2-4d0e-824d-e3495271b05d_01,afc984dc-588c-4277-88aa-5d82dd8bd40c_01,b1774c5c-7a6f-4bf6-8539-15a35f1457e6_01,b1fa64a6-f86b-43b6-a488-54fe6fe85e9c_01,b2cab6ab-3b4a-408c-a331-9353dbc4fc0d_01,b39f3099-62b0-41c1-85a2-61989cee0b60_01,b7e1a4f5-9173-41c2-8079-c5ce59c8d190_01,b8348adb-17dd-4849-bd4f-c2e7e15db1f4_01,b9d753e0-6caf-4569-88d1-af4b76b255a9_01,bab3ce0b-d318-4791-aa17-d815ea23b62d_01,bb9bb553-f304-4d14-a655-5c3bf4720a9b_01,bd06627d-1e86-4212-b53b-082686abee7e_01,bfe41ba3-2bcf-4760-ae65-cd417e22393f_01,c1f7e0cd-24b0-4c45-8e60-1ff669a692ab_01,c7ff8f16-9b89-4efb-8c06-b866a8b26d7a_01,cd458290-f27b-479c-9b78-0af23e7f63d9_01,ce6eee0d-6f27-4516-95a4-b1b604de9776_01,cffd89d3-0d36-4b30-a676-e9d66e2c764b_01,d04d927b-bb66-435f-bb8f-dd71145c5eec_01,d2385e2f-82e3-4ac3-bde2-0bf2daa46860_01,d3189c8e-ffe0-41ff-9c7b-64da4c83b991_01,d3bf7bb0-086b-4aab-8048-abc0d91948ad_01,d542aa45-86cf-462e-abbe-76a3354e707e_01,d6b1516a-8271-4071-8c56-d4538de63892_01,d8e19e8a-7442-4b6b-8f4a-d02dca5c9894_01,d9816402-1073-4b19-ba16-1c7e7c00fbb3_01,dd240b82-b1d6-4c0f-aa3e-6fcfe1364ec1_01,e0df61c1-c93a-419a-b99c-1e97e0cabed1_01,e464f16e-151c-4754-a8ff-e35b31d4c76f_01,e687f26d-f092-4116-9f9f-a2a2b9fc9b0d_01,eddb3067-a0e5-461f-a8b8-95081ec67de0_01,eeaa0fa3-408c-4e0f-a18a-095514173ff1_01,f4ee567b-ea34-4bd0-96c9-398e2045d5fd_01,f6051ac0-3d70-4cbb-8c1c-99c9efeacb0f_01,faa4ad8d-97c1-41b3-bb5f-534e8f6d6aef_01,fac44b50-aa8c-498e-88af-4eb5c2f5f67a_01,fbc5debd-f117-4ade-81b0-45d49fdd50a1_01,fc9b7bf7-e649-4163-ad5a-b741785d3b79_01,fd15ff57-f121-40ea-a3b9-b66cbf34c1e0_01,ff0e9d4a-2b62-4a15-b71a-2887d8747ae6_01
MIMAT0015009,6.934182,0.0,0.999258,3.840123,1.836612,0.465984,0.0,10.811633,4.740613,0.949649,0.140705,1.897207,8.380423,0.170244,0.0,0.422606,0.0,7.7672,0.193513,0.0,10.381224,0.168749,0.0,4.352962,1.345565,10.673694,11.142197,12.71241,0.0,0.945642,0.0,7.692187,4.742897,4.498043,14.72989,0.0,2.96375,0.0,0.0,6.219735,0.380416,6.717667,2.778346,5.560218,0.0,0.15986,0.799952,8.017934,1.174151,1.227204,0.385179,5.256139,1.732277,4.367198,1.278404,7.525144,1.901515,2.83885,6.113943,7.253271,0.43738,2.38396,9.216028,0.0,3.619448,0.447126,0.0,2.43672,11.035493,9.298272,3.602182,5.006991,0.613242,1.300078,0.303813,0.0,5.134402,0.096027,10.141987,5.170007,9.281894,6.094156,1.749575,3.401662,6.616953,5.91287,0.622903,4.049366,1.403648,8.477613,9.814706,3.705263,0.242612,1.370797,8.130151,0.092689,4.131892,0.0,1.41962,9.035681,6.435201,4.608123,0.10641,0.561243,2.05046,3.147079,8.373486,0.179185,7.068915,1.849094,7.162598,3.933636,12.448022,0.0,0.313202,4.83644,6.619931,3.909603,0.603704,0.0,5.267005,7.269985,4.821283,0.0,2.186256,0.0
MIMAT0015010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178184,0.0,0.158097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015012,0.150743,0.0,0.142751,0.0,0.229577,0.155328,0.123945,0.0,0.237031,0.135664,0.0,0.172473,0.29405,0.0,0.0,0.140869,0.0,0.378888,0.0,0.0,0.0,0.0,0.312083,0.435296,0.299014,0.533684,0.232129,0.231135,0.314834,0.236411,0.0,0.0,0.158097,0.173002,0.0,0.407701,0.0,0.0,0.0,0.239221,0.0,0.176781,0.173647,0.097548,0.0,0.0,0.0,0.616764,0.0,0.0,0.0,0.375439,0.0,0.189878,0.182629,0.175003,0.0,0.123428,0.58228,0.444078,0.087476,0.0,0.341334,0.0,0.34471,0.149042,0.116121,0.0,0.177992,0.0,0.277091,0.20028,0.0,0.0,0.0,0.0,0.197477,0.0,0.0,0.0,0.114591,0.0,0.0,0.0,0.378112,0.422348,0.0,0.0,0.0,0.423882,0.297415,0.0,0.0,0.0,0.172982,0.0,0.0,0.0,0.0,0.463368,0.0,0.242533,0.0,0.187081,0.315456,0.224791,0.656744,0.0,0.164393,0.0,0.493972,0.0,0.345778,0.0,0.0,0.0,0.0,0.6516,0.150926,0.0,0.0,0.169069,0.150665,0.0,0.0,0.404208
MIMAT0015013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182629,0.0,0.0,0.0,0.0,0.148026,0.0,0.0,0.0,0.0,0.172355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242533,0.0,0.0,0.157728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015014,0.0,0.0,0.0,0.0,0.0,0.155328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10641,0.374162,0.157728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015015,0.0,0.0,0.0,0.768024,0.0,1.397952,0.0,0.125717,0.0,0.0,0.28141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370758,0.0,0.156042,0.0,0.149507,0.266842,0.0,0.462269,0.0,0.0,0.0,0.284896,0.0,0.0,0.398105,0.1359,0.0,0.0,0.0,0.478442,0.190208,0.176781,0.173647,0.0,0.0,0.0,0.0,0.0,0.130461,0.175315,0.385179,0.0,0.0,0.379756,0.0,0.0,1.426138,0.0,0.0,0.444078,0.087476,0.0,0.170667,0.0,0.0,0.149042,0.0,0.0,0.0,0.0,0.0,0.0,0.122648,0.65004,0.405084,0.0,0.0,0.288081,0.0,0.161563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115696,0.175456,0.565176,0.0,0.336842,1.819592,0.0,0.518946,0.185378,0.142479,0.0,0.118302,0.0,0.123754,0.0,0.957687,3.367464,0.630911,0.0,0.0,0.0,0.164393,0.0,0.0,0.0,0.172889,0.0,0.0,0.186017,0.0,0.2172,0.0,0.0,0.0,0.0,0.150665,0.318594,0.0,0.0
MIMAT0015016,0.150743,0.0,0.0,0.0,0.0,0.0,0.123945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189444,0.0,0.0,0.185379,0.0,0.0,0.0,0.0,0.0,0.0,0.231135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198716,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015017,0.150743,0.0,0.0,0.192006,0.0,0.0,0.0,0.0,0.0,0.135664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231135,0.0,0.0,0.0,0.0,0.0,0.0,0.199053,0.0,0.0,0.0,0.0,0.239221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097469,0.0,0.0,0.277091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187815,0.0,0.114591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015018,0.0,0.0,0.142751,0.192006,0.229577,0.0,0.0,0.125717,0.0,0.135664,0.0,0.0,0.29405,0.340489,0.0,0.0,0.0,0.189444,0.0,0.0,0.0,0.0,0.312084,0.0,0.149507,0.266842,0.232129,0.231135,0.0,0.0,0.0,0.284896,0.158097,0.346004,0.0,0.1359,0.0,0.0,0.390306,0.239221,0.095104,0.353562,0.173647,0.097548,0.0,0.0,0.199988,0.0,0.0,0.175315,0.0,0.0,0.0,0.189878,0.182629,0.175003,0.0,0.0,0.0,0.148026,0.087476,0.0,0.341334,0.0,0.172355,0.149042,0.0,0.0,0.177992,0.202136,0.0,0.0,0.0,0.0,0.0,0.0,0.197477,0.0,0.187815,0.484688,0.0,0.0,0.0,0.0,0.189056,0.844696,0.0,0.0,0.350912,0.282587,0.297415,0.0,0.0,0.0,0.172982,0.0,0.0,0.0,0.118302,0.231684,0.0,0.485065,0.0,0.0,0.157728,0.0,0.164186,0.0,0.164393,0.184909,0.0,0.0,0.172889,0.206107,0.0,0.186017,0.0,0.2172,0.150926,0.0,0.458,0.507208,0.150665,0.0,0.0,0.0
MIMAT0015020,1.055201,1.396373,3.426026,1.344042,5.280261,2.951231,3.346521,0.37715,1.185154,1.763634,1.969868,2.5871,0.735125,2.894156,0.858072,4.366929,0.178572,0.189444,7.740513,1.316146,4.449096,1.518743,0.468125,3.700018,2.093101,1.867896,0.928516,3.698155,4.407674,3.073339,1.42547,1.139584,2.687643,1.03801,1.791474,0.0,0.759937,1.120664,1.821426,0.239221,1.141247,2.474931,1.389174,4.682288,2.350325,1.119022,2.399856,0.822352,0.652306,6.83728,1.925893,2.064912,3.936993,3.797563,2.73944,1.925037,2.693815,0.987426,3.784821,1.776312,0.43738,2.709047,1.877339,1.894226,3.447093,1.341377,1.161207,1.169626,1.423934,0.404272,4.987637,2.002796,1.962374,1.462589,1.519066,1.799792,1.579816,0.576163,1.126889,3.392816,1.83346,0.786343,2.449404,8.873904,1.512447,2.534088,0.872065,0.694176,1.052736,0.706468,2.379322,0.336842,0.970449,5.757343,0.518946,0.74151,0.712395,2.555085,1.064716,1.390104,0.123754,1.212663,4.149974,7.296174,3.154552,2.023121,0.985116,3.225329,1.808326,3.698188,1.975888,0.524484,1.728891,3.091601,2.662218,1.116102,2.647972,1.737601,2.112964,3.974312,0.458,1.859764,1.20532,3.663832,3.400844,1.616833
MIMAT0015021,0.0,0.0,0.142751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730517,0.0,0.0,0.0,0.0,0.148026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196545,0.0,0.0,0.0,0.0,0.0,0.0,0.157728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015022,0.0,0.0,0.285502,0.0,0.229577,0.0,0.123945,0.0,0.237031,0.406992,0.0,0.0,0.0,0.170244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299014,0.400264,0.232129,0.0,0.314834,0.0,0.0,0.0,0.158097,0.0,0.199053,0.0,0.075994,0.0,0.0,0.0,0.0,0.0,0.173647,0.097548,0.313377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629919,0.0,0.0,0.0,0.0,0.123428,0.0,0.148026,0.174952,0.0,0.170667,0.199392,0.172355,0.298084,0.0,0.0,0.355984,0.0,0.0,0.20028,0.0,0.48753,0.0,0.0,0.0,0.0,0.187815,0.323125,0.458365,0.0,0.0,0.0,0.0,0.211174,0.0,0.0,0.175456,0.141294,0.0,0.0,0.0,0.13708,0.0,0.0,0.284958,0.589635,0.118302,0.0,0.0,0.0,0.10641,0.561244,0.0,0.0,0.164186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186017,0.0,0.0,0.301852,0.0,0.229,0.0,0.30133,0.0,0.0,0.0
MIMAT0015023,0.452229,0.0,0.0,0.192006,0.0,0.0,0.0,0.0,0.237031,0.0,0.0,0.0,0.441075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156042,0.435296,0.0,0.0,0.232129,0.231135,0.0,0.0,0.0,0.0,0.0,0.0,0.199053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15986,0.0,0.0,0.0,0.175315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29114,0.0,0.0,0.0,0.170667,0.0,0.0,0.0,0.0,0.0,0.177992,0.202136,0.0,0.0,0.122648,0.0,0.202542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211174,0.0,0.115696,0.175456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123754,0.0,0.0,0.0,0.0,0.0,0.164186,0.0,0.164393,0.0,0.0,0.0,0.345778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169069,0.0,0.0,0.0,0.0
MIMAT0015024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359,0.075994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123428,0.29114,0.148026,0.0,0.108362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187815,0.0,0.0,0.0,0.0,0.0,0.0,0.211174,0.0,0.0,0.0,0.0,0.594831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231684,0.123754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242917,0.0
MIMAT0015027,0.301486,0.279275,0.285502,0.0,0.459153,0.155328,0.0,0.251433,0.474062,0.406992,0.0,0.0,0.29405,0.170244,0.171614,0.281737,0.0,0.378888,0.580539,0.164518,0.185379,0.168749,0.156042,0.0,0.149507,0.133421,0.0,0.46227,0.0,0.0,0.0,0.284896,0.790483,0.0,0.0,0.543601,0.455962,0.186777,0.260204,0.717663,0.190208,1.237465,0.173647,1.463217,0.0,0.0,0.199988,0.205588,0.0,0.35063,0.128393,0.375438,0.0,0.189878,0.182629,0.0,0.15846,0.493713,0.29114,0.296052,0.087476,0.216724,0.0,0.0,0.0,0.447126,0.0,0.292407,0.0,0.808546,0.0,0.20028,0.0,0.0,0.101271,0.359959,0.197477,0.0,0.187815,0.161563,0.229183,0.0,0.349915,0.147898,0.567168,0.422348,0.498324,0.115696,0.0,0.141294,0.0,0.0,0.363918,0.13708,0.0,0.0,0.284958,0.0,0.0,0.463368,0.0,0.0,0.425639,0.187081,0.473183,0.0,0.0,0.35837,0.0,0.184909,0.493972,0.524485,0.691556,0.0,0.156601,0.0,0.264797,0.0,0.301852,0.0,0.229,0.169069,0.753325,0.159297,0.0,0.202104
