,02979422-5149-4750-ad5f-483e0bec6ac5_01,02ec7a3a-2812-4a65-93cd-07bf655cc91b_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_11,04e9a63a-d742-488c-8564-bf9d79aa2091_01,04e9a63a-d742-488c-8564-bf9d79aa2091_11,0697436f-e487-45db-b0bc-ad9246f70196_01,0697436f-e487-45db-b0bc-ad9246f70196_11,08a96dec-e658-493a-9308-83f7ace3b3b6_01,0b77657a-0297-4cee-b9f2-5de72e182016_01,0ec3caa1-7c51-417b-a89c-18e9fceb80c4_01,0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a_01,11a33d4a-4839-468f-9d61-5630586ed978_01,151f07f5-1529-4fcd-912c-e55b2ff8abef_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_11,23656226-2d99-4548-959f-5c2eed803e33_01,2a05f855-83cc-4276-befd-5d6d4ec18f82_01,2ea84e23-6a0a-4c5d-9c70-d5355a85df35_01,2f1c4db6-88a7-4a5d-a5fe-94d85f569440_01,2fc175d1-9d95-44fd-a53e-820f6f404551_01,3129e869-bb2f-423a-bd20-d0daae33b11a_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_11,39034b58-1fe1-4cae-ad3e-3ee291f1b4d0_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_11,40f79cfe-a51f-497b-b06e-7a4f9004f092_01,452135f2-6de6-4593-a091-ddf6344ee431_01,452e96b0-dd23-4f5a-bc05-625763b0ee12_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_11,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_01,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_11,4e4faf51-2cbf-4910-a093-186660e4a19b_01,5f633c79-fcf8-47da-b349-ada3fb794819_01,6101ffe6-2ef6-4256-9d6b-a7c545836995_01,63643ba6-bed9-4c36-91dd-a18105fadc06_01,63643ba6-bed9-4c36-91dd-a18105fadc06_11,648fecca-4946-4880-8359-6801cbb4fc0d_01,648fecca-4946-4880-8359-6801cbb4fc0d_11,70e306ee-9584-49d6-81a1-a49d837ab6aa_01,739deed4-d1dc-458f-bd0f-1e24d2bfd305_01,83b3060c-2449-4581-88ef-817d126e4525_01,872092b3-d31e-44d7-bd03-e29f52f8ab5a_01,8ac7f218-bd7b-4dda-8879-2cec49748e42_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_11,955d428c-8fe8-456b-b86d-65ea6c2a1b18_01,955d428c-8fe8-456b-b86d-65ea6c2a1b18_11,9680b5ff-1882-434f-9981-e8ac33764b93_01,9aa02d46-294b-4e99-b9ee-56edcbfb5275_01,9aabcbd7-a26a-49b1-abf1-02c0dc3adcf2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_11,a122d361-835e-4cf2-850f-af7864aa112c_01,a5af1391-89d3-4f41-930e-7e8272afec98_01,af1111af-9384-4e37-9b16-227d38007ebd_01,af1111af-9384-4e37-9b16-227d38007ebd_11,b08dfba8-6afb-4217-9259-72be6f1f3363_01,b08dfba8-6afb-4217-9259-72be6f1f3363_11,b4a0bf74-1381-4c17-b97d-206810d9e59a_01,b5f6a0e3-f9ac-475f-9a34-b8b8834f1779_01,baaf32ff-b31b-4c42-bbf6-8ff7ab569ab6_01,c689ae1d-4a6b-45db-b4d1-6b34c5c61522_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_11,d52c3cb6-921e-4f26-b49c-e6e4f11f9c06_01,d542c363-fd6c-447d-b71a-0e94fec125e4_01,d542c363-fd6c-447d-b71a-0e94fec125e4_11,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_01,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_11,dc8dbf62-b687-4362-8839-2fac69703f64_01,e0e38071-877f-4ebf-955f-483eb4865351_01,e0e38071-877f-4ebf-955f-483eb4865351_11,e1e15226-9f8e-4035-8f08-eb1fed57080e_01,e1e15226-9f8e-4035-8f08-eb1fed57080e_11,e562c60c-8e6e-481f-ad4f-28b067437ece_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_11,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_01,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_11,ee8c1919-17a9-4df1-8aa5-79546621b23c_01,f1c1502e-1bd6-425a-b651-454363809668_01,f1c1502e-1bd6-425a-b651-454363809668_11,f2b58595-dec0-4194-ab33-7c7dc6c058a6_01,f2b58595-dec0-4194-ab33-7c7dc6c058a6_11,f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44_01,f3ba1cf8-ac67-4da8-96f3-8680dc55f247_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_11
MIMAT0000757,6134.0,23316.0,7422.0,9491.0,11447.0,12951.0,9475.0,12438.0,14416.0,4961.0,5323.0,8875.0,7805.0,8058.0,23116.0,13074.0,10319.0,20580.0,16345.0,13457.0,14248.0,11338.0,10512.0,10349.0,22932.0,17672.0,7719.0,12821.0,11307.0,13905.0,13555.0,9420.0,10515.0,12898.0,3752.0,9209.0,10844.0,22988.0,8596.0,12293.0,16995.0,9005.0,10325.0,13201.0,5972.0,6816.0,8572.0,11503.0,7337.0,16739.0,5108.0,9860.0,12230.0,11601.0,21930.0,15471.0,13204.0,7621.0,19671.0,21678.0,6231.0,12582.0,20118.0,16511.0,15308.0,12395.0,8208.0,11583.0,8415.0,8913.0,15799.0,10826.0,15891.0,10155.0,11333.0,8640.0,4366.0,3529.0,10451.0,5153.0,11421.0,5992.0,4741.0,9788.0,13842.0,4203.0,12345.0,9140.0,9314.0,19439.0,12314.0
MIMAT0000758,7.0,0.0,3.0,62.0,0.0,35.0,1.0,70.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,227.0,0.0,12.0,5.0,0.0,3.0,0.0,1.0,74.0,1.0,1.0,12.0,1.0,0.0,1.0,4.0,51.0,2.0,50.0,0.0,0.0,0.0,0.0,151.0,0.0,74.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,17.0,63.0,11.0,1.0,0.0,1.0,219.0,0.0,24.0,1.0,203.0,3.0,61.0,4.0,3.0,6.0,0.0,0.0,15.0,7.0,0.0,83.0,2.0,18.0,4.0,1.0,35.0,0.0,34.0,0.0,1.0,25.0,0.0,71.0,20.0,5.0,128.0,2.0,91.0,1.0,1.0,2.0,78.0
MIMAT0000759,437.0,781.0,447.0,817.0,526.0,792.0,571.0,949.0,723.0,480.0,432.0,630.0,359.0,431.0,936.0,889.0,532.0,992.0,2043.0,477.0,574.0,774.0,637.0,596.0,961.0,1922.0,622.0,596.0,400.0,438.0,899.0,784.0,783.0,793.0,209.0,733.0,752.0,1008.0,581.0,451.0,1016.0,458.0,2004.0,817.0,307.0,434.0,544.0,785.0,256.0,1108.0,343.0,261.0,778.0,684.0,1287.0,654.0,592.0,696.0,1324.0,948.0,490.0,817.0,1006.0,722.0,563.0,464.0,434.0,573.0,415.0,741.0,835.0,630.0,674.0,328.0,688.0,447.0,335.0,243.0,678.0,432.0,832.0,309.0,332.0,1879.0,764.0,351.0,845.0,1208.0,578.0,1038.0,764.0
MIMAT0000760,91.0,112.0,147.0,180.0,115.0,180.0,120.0,231.0,98.0,76.0,94.0,138.0,134.0,69.0,168.0,150.0,91.0,151.0,258.0,89.0,77.0,71.0,91.0,95.0,121.0,174.0,130.0,122.0,113.0,72.0,93.0,135.0,158.0,170.0,55.0,86.0,122.0,139.0,117.0,78.0,173.0,63.0,215.0,99.0,55.0,44.0,59.0,190.0,87.0,112.0,140.0,50.0,89.0,119.0,158.0,159.0,130.0,111.0,137.0,113.0,112.0,181.0,119.0,103.0,63.0,97.0,97.0,120.0,87.0,111.0,132.0,99.0,158.0,41.0,99.0,100.0,64.0,92.0,131.0,73.0,143.0,83.0,68.0,266.0,121.0,59.0,115.0,241.0,57.0,219.0,226.0
MIMAT0000761,31.0,47.0,65.0,178.0,60.0,119.0,43.0,191.0,33.0,35.0,21.0,39.0,170.0,38.0,48.0,89.0,77.0,73.0,127.0,27.0,73.0,39.0,49.0,72.0,50.0,63.0,130.0,42.0,33.0,26.0,89.0,225.0,105.0,109.0,29.0,31.0,45.0,104.0,150.0,29.0,120.0,39.0,145.0,56.0,26.0,19.0,30.0,107.0,67.0,127.0,54.0,8.0,67.0,54.0,166.0,40.0,53.0,54.0,84.0,51.0,71.0,53.0,65.0,44.0,32.0,39.0,46.0,63.0,35.0,234.0,63.0,85.0,36.0,35.0,137.0,28.0,183.0,25.0,47.0,189.0,54.0,74.0,19.0,162.0,148.0,25.0,112.0,123.0,42.0,94.0,151.0
MIMAT0000762,74.0,261.0,138.0,222.0,156.0,141.0,75.0,178.0,86.0,69.0,52.0,75.0,200.0,59.0,111.0,152.0,125.0,99.0,313.0,76.0,73.0,86.0,63.0,99.0,152.0,144.0,114.0,78.0,72.0,83.0,138.0,199.0,195.0,156.0,49.0,66.0,93.0,244.0,145.0,58.0,188.0,123.0,209.0,72.0,70.0,67.0,103.0,140.0,63.0,197.0,128.0,42.0,168.0,127.0,186.0,92.0,136.0,83.0,136.0,88.0,66.0,195.0,97.0,127.0,83.0,109.0,62.0,140.0,79.0,190.0,135.0,93.0,112.0,51.0,184.0,62.0,97.0,55.0,132.0,118.0,96.0,59.0,44.0,166.0,131.0,43.0,176.0,179.0,68.0,134.0,196.0
MIMAT0000763,483.0,1759.0,778.0,1376.0,1341.0,1157.0,374.0,2185.0,900.0,474.0,458.0,322.0,2772.0,649.0,754.0,1464.0,966.0,1405.0,642.0,393.0,221.0,795.0,1123.0,1114.0,1050.0,985.0,2905.0,611.0,269.0,649.0,1903.0,1952.0,522.0,5822.0,521.0,937.0,342.0,972.0,490.0,1001.0,1778.0,488.0,500.0,631.0,402.0,278.0,442.0,3186.0,488.0,2142.0,331.0,488.0,1342.0,656.0,1729.0,170.0,1600.0,807.0,2066.0,224.0,622.0,1100.0,606.0,935.0,1575.0,450.0,498.0,1715.0,299.0,751.0,830.0,1859.0,1067.0,292.0,2595.0,577.0,1211.0,135.0,1038.0,2100.0,414.0,624.0,534.0,494.0,2574.0,262.0,1835.0,844.0,671.0,739.0,3361.0
MIMAT0000764,175.0,112.0,18.0,148.0,35.0,84.0,59.0,131.0,65.0,43.0,63.0,34.0,120.0,57.0,119.0,76.0,27.0,96.0,51.0,45.0,72.0,65.0,100.0,58.0,95.0,73.0,91.0,133.0,84.0,97.0,113.0,230.0,58.0,85.0,78.0,101.0,101.0,35.0,142.0,51.0,87.0,78.0,47.0,65.0,37.0,46.0,64.0,79.0,65.0,123.0,21.0,41.0,58.0,51.0,137.0,90.0,42.0,80.0,92.0,38.0,28.0,97.0,36.0,83.0,107.0,81.0,43.0,162.0,42.0,164.0,55.0,55.0,85.0,63.0,79.0,46.0,203.0,85.0,151.0,188.0,156.0,64.0,62.0,27.0,264.0,30.0,87.0,67.0,44.0,101.0,103.0
MIMAT0000765,4.0,17.0,3.0,58.0,1.0,41.0,2.0,101.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,93.0,3.0,11.0,265.0,1.0,1.0,0.0,8.0,37.0,11.0,10.0,34.0,2.0,12.0,12.0,11.0,152.0,3.0,41.0,0.0,7.0,2.0,33.0,49.0,4.0,88.0,1.0,22.0,2.0,1.0,6.0,4.0,64.0,10.0,63.0,5.0,5.0,8.0,6.0,183.0,0.0,14.0,5.0,158.0,5.0,24.0,10.0,5.0,24.0,13.0,9.0,21.0,16.0,1.0,70.0,19.0,35.0,12.0,22.0,60.0,15.0,84.0,0.0,4.0,55.0,9.0,39.0,3.0,126.0,99.0,1.0,68.0,58.0,5.0,3.0,83.0
MIMAT0000770,0.0,1.0,0.0,12.0,0.0,11.0,1.0,16.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,31.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,1.0,13.0,1.0,0.0,0.0,4.0,7.0,1.0,21.0,0.0,1.0,1.0,0.0,7.0,4.0,21.0,2.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,16.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,9.0,8.0,1.0,4.0,2.0,9.0,2.0,3.0,13.0,0.0,6.0,0.0,7.0,105.0,0.0,12.0,0.0,0.0,2.0,62.0
MIMAT0000772,59.0,17.0,25.0,101.0,10.0,51.0,25.0,105.0,34.0,26.0,19.0,24.0,75.0,21.0,62.0,51.0,34.0,81.0,54.0,45.0,75.0,29.0,27.0,34.0,42.0,43.0,79.0,49.0,26.0,21.0,103.0,125.0,48.0,82.0,27.0,23.0,24.0,17.0,76.0,20.0,73.0,33.0,49.0,66.0,14.0,19.0,9.0,60.0,10.0,57.0,40.0,21.0,18.0,38.0,136.0,18.0,30.0,19.0,46.0,38.0,38.0,17.0,26.0,36.0,20.0,26.0,29.0,44.0,12.0,122.0,39.0,48.0,63.0,7.0,59.0,30.0,100.0,34.0,126.0,128.0,30.0,41.0,26.0,61.0,56.0,27.0,52.0,61.0,26.0,31.0,118.0
MIMAT0000773,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
MIMAT0001080,206.0,2382.0,1571.0,3708.0,1879.0,4975.0,101.0,7618.0,1620.0,4065.0,2782.0,1699.0,1253.0,1723.0,2536.0,7275.0,2138.0,3890.0,599.0,3136.0,4580.0,5127.0,2876.0,8522.0,6250.0,2957.0,3305.0,4479.0,1012.0,223.0,8353.0,4066.0,5489.0,4489.0,127.0,6185.0,3646.0,3332.0,7284.0,229.0,5455.0,3625.0,3290.0,5439.0,2251.0,2963.0,2073.0,5185.0,4212.0,4428.0,122.0,185.0,2645.0,1205.0,6625.0,3287.0,1928.0,4149.0,8571.0,3130.0,4971.0,3980.0,1134.0,2459.0,214.0,2018.0,2586.0,4258.0,1794.0,5149.0,219.0,5333.0,2597.0,1350.0,5506.0,2670.0,2662.0,1173.0,2161.0,2067.0,18836.0,2266.0,113.0,1754.0,6502.0,2820.0,6724.0,266.0,3646.0,4896.0,6791.0
MIMAT0001340,282.0,660.0,276.0,596.0,279.0,788.0,223.0,550.0,330.0,229.0,223.0,300.0,878.0,188.0,580.0,738.0,326.0,436.0,738.0,244.0,411.0,293.0,334.0,508.0,533.0,669.0,315.0,301.0,223.0,310.0,622.0,536.0,331.0,649.0,206.0,449.0,352.0,416.0,582.0,204.0,921.0,329.0,537.0,345.0,160.0,249.0,185.0,858.0,276.0,940.0,235.0,183.0,372.0,346.0,1138.0,336.0,536.0,360.0,1170.0,372.0,339.0,643.0,547.0,559.0,313.0,231.0,520.0,265.0,169.0,520.0,382.0,577.0,268.0,229.0,467.0,181.0,281.0,304.0,393.0,467.0,497.0,489.0,199.0,485.0,486.0,152.0,597.0,549.0,291.0,392.0,712.0
MIMAT0001341,2148.0,505.0,204.0,3287.0,951.0,2229.0,1050.0,3233.0,831.0,1468.0,909.0,1253.0,3832.0,701.0,2108.0,1278.0,2126.0,1551.0,4361.0,2381.0,521.0,1050.0,532.0,1238.0,829.0,871.0,1508.0,1264.0,1282.0,2042.0,1765.0,2367.0,3079.0,2648.0,163.0,806.0,889.0,1061.0,1831.0,829.0,2814.0,131.0,786.0,1031.0,287.0,1957.0,914.0,2764.0,3952.0,1464.0,505.0,980.0,373.0,1565.0,2008.0,270.0,865.0,3990.0,1542.0,1371.0,1195.0,284.0,2248.0,1405.0,1237.0,1985.0,943.0,642.0,602.0,1991.0,2271.0,1579.0,1321.0,1056.0,2100.0,624.0,1234.0,243.0,2904.0,2292.0,3506.0,1169.0,1216.0,2299.0,2738.0,408.0,1817.0,1020.0,1122.0,2181.0,3435.0
MIMAT0001343,20.0,22.0,9.0,51.0,40.0,37.0,12.0,38.0,17.0,23.0,18.0,38.0,54.0,19.0,33.0,53.0,24.0,27.0,47.0,19.0,23.0,12.0,20.0,40.0,50.0,70.0,33.0,25.0,20.0,18.0,85.0,49.0,44.0,40.0,14.0,34.0,28.0,57.0,37.0,21.0,59.0,40.0,22.0,31.0,12.0,19.0,21.0,43.0,12.0,54.0,8.0,14.0,39.0,26.0,69.0,23.0,17.0,22.0,94.0,25.0,18.0,14.0,25.0,66.0,26.0,21.0,15.0,34.0,17.0,42.0,17.0,24.0,49.0,15.0,32.0,14.0,41.0,17.0,13.0,19.0,20.0,20.0,6.0,34.0,49.0,14.0,25.0,25.0,28.0,32.0,35.0
MIMAT0001412,1.0,1.0,0.0,5.0,0.0,5.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,21.0,0.0,1.0,0.0,0.0,4.0,7.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,0.0,4.0,7.0,2.0,2.0,3.0,7.0,9.0,0.0,3.0,1.0,3.0,3.0,4.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,10.0,0.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,17.0,1.0,8.0,7.0
MIMAT0001413,105.0,85.0,31.0,245.0,49.0,384.0,22.0,353.0,176.0,80.0,67.0,87.0,63.0,86.0,169.0,330.0,71.0,102.0,2060.0,114.0,193.0,78.0,85.0,358.0,269.0,90.0,326.0,52.0,47.0,295.0,204.0,313.0,57.0,495.0,34.0,69.0,20.0,388.0,164.0,121.0,572.0,206.0,3941.0,394.0,122.0,105.0,247.0,456.0,38.0,794.0,35.0,55.0,215.0,166.0,510.0,216.0,31.0,77.0,587.0,140.0,277.0,69.0,561.0,159.0,80.0,55.0,399.0,66.0,205.0,205.0,38.0,506.0,95.0,108.0,399.0,63.0,205.0,98.0,106.0,341.0,266.0,272.0,114.0,2902.0,231.0,136.0,442.0,2092.0,55.0,358.0,502.0
MIMAT0001536,393.0,211.0,31.0,707.0,345.0,1124.0,413.0,827.0,356.0,378.0,140.0,387.0,1.0,257.0,497.0,666.0,633.0,552.0,1564.0,308.0,87.0,289.0,319.0,561.0,282.0,603.0,390.0,322.0,12.0,180.0,623.0,893.0,915.0,763.0,151.0,483.0,356.0,578.0,614.0,241.0,1012.0,277.0,612.0,237.0,128.0,482.0,320.0,664.0,31.0,1496.0,316.0,172.0,470.0,517.0,2131.0,486.0,35.0,352.0,1351.0,458.0,439.0,163.0,553.0,496.0,351.0,781.0,559.0,234.0,195.0,905.0,451.0,734.0,396.0,162.0,466.0,256.0,932.0,100.0,64.0,951.0,14.0,348.0,153.0,535.0,1407.0,246.0,645.0,576.0,317.0,767.0,759.0
MIMAT0001541,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
MIMAT0001545,171.0,17.0,20.0,121.0,35.0,126.0,6.0,136.0,48.0,33.0,24.0,27.0,132.0,31.0,32.0,67.0,46.0,49.0,209.0,94.0,28.0,31.0,20.0,72.0,31.0,26.0,68.0,32.0,57.0,55.0,57.0,97.0,30.0,148.0,12.0,49.0,21.0,38.0,132.0,39.0,174.0,6.0,53.0,24.0,5.0,63.0,32.0,161.0,37.0,141.0,14.0,21.0,9.0,23.0,197.0,10.0,27.0,57.0,108.0,65.0,57.0,11.0,31.0,74.0,40.0,39.0,54.0,24.0,14.0,134.0,67.0,110.0,49.0,26.0,85.0,32.0,87.0,7.0,103.0,113.0,209.0,52.0,35.0,70.0,93.0,29.0,99.0,89.0,27.0,64.0,170.0
MIMAT0001618,3.0,1.0,2.0,15.0,10.0,17.0,5.0,2.0,3.0,7.0,3.0,7.0,7.0,5.0,6.0,10.0,8.0,4.0,7.0,8.0,4.0,4.0,6.0,6.0,9.0,16.0,4.0,16.0,9.0,11.0,22.0,6.0,17.0,18.0,4.0,5.0,10.0,9.0,8.0,4.0,10.0,12.0,11.0,12.0,1.0,3.0,12.0,11.0,5.0,6.0,0.0,10.0,3.0,7.0,7.0,7.0,9.0,6.0,8.0,4.0,7.0,4.0,6.0,10.0,1.0,9.0,8.0,16.0,0.0,6.0,5.0,5.0,8.0,5.0,7.0,3.0,6.0,3.0,8.0,11.0,8.0,1.0,4.0,4.0,7.0,7.0,3.0,7.0,9.0,2.0,10.0
MIMAT0001620,2794.0,1442.0,292.0,1860.0,1951.0,5157.0,1938.0,3549.0,2076.0,2292.0,1074.0,2621.0,8.0,1413.0,3081.0,4543.0,3041.0,2836.0,5167.0,2065.0,392.0,1156.0,1645.0,3703.0,1841.0,1846.0,1970.0,2962.0,93.0,2375.0,3246.0,1934.0,4408.0,3655.0,1149.0,2240.0,1623.0,2272.0,2155.0,1610.0,5155.0,1796.0,4505.0,1720.0,1172.0,1996.0,1890.0,3841.0,117.0,3196.0,1882.0,1565.0,2541.0,2532.0,5566.0,1816.0,283.0,1947.0,6060.0,1988.0,2551.0,1030.0,2342.0,2573.0,2667.0,3827.0,3118.0,1555.0,2020.0,1622.0,2412.0,3958.0,1974.0,1022.0,2556.0,1500.0,1090.0,1611.0,241.0,1357.0,71.0,1885.0,1800.0,2111.0,3085.0,1071.0,2736.0,3579.0,2305.0,3224.0,3385.0
MIMAT0001621,0.0,1.0,0.0,17.0,0.0,6.0,0.0,21.0,2.0,2.0,0.0,0.0,103.0,2.0,0.0,11.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,13.0,0.0,0.0,0.0,2.0,25.0,0.0,17.0,0.0,1.0,0.0,0.0,46.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,3.0,8.0,2.0,18.0,0.0,0.0,0.0,1.0,13.0,3.0,4.0,2.0,18.0,0.0,8.0,1.0,2.0,6.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,2.0,2.0,0.0,18.0,1.0,13.0,0.0,3.0,8.0,0.0,12.0,0.0,1.0,27.0,0.0,18.0,9.0,1.0,1.0,7.0
MIMAT0001625,1.0,2.0,0.0,5.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,200.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,15.0,0.0,3.0,0.0,2.0,8.0,0.0,2.0,1.0,3.0,6.0,4.0,1.0,0.0,2.0,6.0,0.0,2.0,7.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,4.0,4.0,7.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0
MIMAT0001627,0.0,1.0,2.0,8.0,1.0,3.0,0.0,12.0,1.0,1.0,1.0,1.0,42.0,2.0,3.0,13.0,1.0,4.0,7.0,2.0,1.0,0.0,3.0,5.0,55.0,1.0,3.0,2.0,2.0,0.0,6.0,14.0,2.0,13.0,1.0,1.0,1.0,1.0,23.0,0.0,5.0,1.0,3.0,8.0,1.0,3.0,0.0,9.0,1.0,9.0,3.0,0.0,4.0,9.0,3.0,0.0,8.0,7.0,4.0,2.0,2.0,5.0,1.0,7.0,1.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,5.0,1.0,16.0,0.0,2.0,0.0,4.0,2.0,1.0,7.0,0.0,7.0,8.0,0.0,6.0,15.0,2.0,0.0,18.0
MIMAT0001629,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0
MIMAT0001630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0001631,14679.0,4238.0,789.0,3367.0,1999.0,3392.0,627.0,4163.0,6965.0,704.0,6575.0,1312.0,1982.0,2346.0,1208.0,2087.0,3844.0,5308.0,36408.0,2432.0,2593.0,4743.0,5382.0,5396.0,29398.0,2893.0,2359.0,2734.0,1544.0,7609.0,1153.0,8116.0,6874.0,3815.0,1018.0,3249.0,527.0,24475.0,8363.0,9997.0,3921.0,2357.0,1263.0,30648.0,3002.0,5837.0,17212.0,2988.0,2435.0,5472.0,822.0,721.0,14434.0,6328.0,3385.0,2976.0,1091.0,3313.0,5380.0,3893.0,884.0,2618.0,51641.0,2881.0,7549.0,9188.0,7216.0,8074.0,12231.0,3365.0,1186.0,1537.0,2208.0,2075.0,3966.0,2349.0,5104.0,751.0,12650.0,5561.0,1439.0,7587.0,3784.0,1889.0,2309.0,8552.0,1285.0,19207.0,1064.0,34680.0,2473.0
