,02979422-5149-4750-ad5f-483e0bec6ac5_01,02ec7a3a-2812-4a65-93cd-07bf655cc91b_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_01,03f3dd32-e1d1-485b-a968-3f55798f4d46_11,04e9a63a-d742-488c-8564-bf9d79aa2091_01,04e9a63a-d742-488c-8564-bf9d79aa2091_11,0697436f-e487-45db-b0bc-ad9246f70196_01,0697436f-e487-45db-b0bc-ad9246f70196_11,08a96dec-e658-493a-9308-83f7ace3b3b6_01,0b77657a-0297-4cee-b9f2-5de72e182016_01,0ec3caa1-7c51-417b-a89c-18e9fceb80c4_01,0f3c4f8f-0766-46b0-81b4-18ca4f6ea20a_01,11a33d4a-4839-468f-9d61-5630586ed978_01,151f07f5-1529-4fcd-912c-e55b2ff8abef_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_01,222a2e5b-9d55-4477-8a54-7776bd44f8a7_11,23656226-2d99-4548-959f-5c2eed803e33_01,2a05f855-83cc-4276-befd-5d6d4ec18f82_01,2ea84e23-6a0a-4c5d-9c70-d5355a85df35_01,2f1c4db6-88a7-4a5d-a5fe-94d85f569440_01,2fc175d1-9d95-44fd-a53e-820f6f404551_01,3129e869-bb2f-423a-bd20-d0daae33b11a_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_01,366219b9-fde3-4d2d-82d3-15fe6245aa98_11,39034b58-1fe1-4cae-ad3e-3ee291f1b4d0_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_01,3ec3bcb3-492c-4942-be02-76a67f57e38f_11,40f79cfe-a51f-497b-b06e-7a4f9004f092_01,452135f2-6de6-4593-a091-ddf6344ee431_01,452e96b0-dd23-4f5a-bc05-625763b0ee12_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_01,455fd7d4-5ff4-423f-83ce-4630aef89bb7_11,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_01,4a88bc85-4c6e-4fac-8dbb-d3fc5f36b35e_11,4e4faf51-2cbf-4910-a093-186660e4a19b_01,5f633c79-fcf8-47da-b349-ada3fb794819_01,6101ffe6-2ef6-4256-9d6b-a7c545836995_01,63643ba6-bed9-4c36-91dd-a18105fadc06_01,63643ba6-bed9-4c36-91dd-a18105fadc06_11,648fecca-4946-4880-8359-6801cbb4fc0d_01,648fecca-4946-4880-8359-6801cbb4fc0d_11,70e306ee-9584-49d6-81a1-a49d837ab6aa_01,739deed4-d1dc-458f-bd0f-1e24d2bfd305_01,83b3060c-2449-4581-88ef-817d126e4525_01,872092b3-d31e-44d7-bd03-e29f52f8ab5a_01,8ac7f218-bd7b-4dda-8879-2cec49748e42_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_01,8c9e1f60-1838-4aa4-a667-c1cef7dddbdf_11,955d428c-8fe8-456b-b86d-65ea6c2a1b18_01,955d428c-8fe8-456b-b86d-65ea6c2a1b18_11,9680b5ff-1882-434f-9981-e8ac33764b93_01,9aa02d46-294b-4e99-b9ee-56edcbfb5275_01,9aabcbd7-a26a-49b1-abf1-02c0dc3adcf2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_01,9f8aa332-e625-46f7-b77b-1fcb3ca99ee2_11,a122d361-835e-4cf2-850f-af7864aa112c_01,a5af1391-89d3-4f41-930e-7e8272afec98_01,af1111af-9384-4e37-9b16-227d38007ebd_01,af1111af-9384-4e37-9b16-227d38007ebd_11,b08dfba8-6afb-4217-9259-72be6f1f3363_01,b08dfba8-6afb-4217-9259-72be6f1f3363_11,b4a0bf74-1381-4c17-b97d-206810d9e59a_01,b5f6a0e3-f9ac-475f-9a34-b8b8834f1779_01,baaf32ff-b31b-4c42-bbf6-8ff7ab569ab6_01,c689ae1d-4a6b-45db-b4d1-6b34c5c61522_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_01,cc316faf-dcb1-4dea-b8b0-a17d000ff40f_11,d52c3cb6-921e-4f26-b49c-e6e4f11f9c06_01,d542c363-fd6c-447d-b71a-0e94fec125e4_01,d542c363-fd6c-447d-b71a-0e94fec125e4_11,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_01,dc04b82c-e1e8-4917-ba19-c2fea4a1b69a_11,dc8dbf62-b687-4362-8839-2fac69703f64_01,e0e38071-877f-4ebf-955f-483eb4865351_01,e0e38071-877f-4ebf-955f-483eb4865351_11,e1e15226-9f8e-4035-8f08-eb1fed57080e_01,e1e15226-9f8e-4035-8f08-eb1fed57080e_11,e562c60c-8e6e-481f-ad4f-28b067437ece_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_01,e8c2a8c6-5c2b-460b-b536-60bc537e6be3_11,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_01,edcbbfd8-9fc9-4774-bfbd-d1a30dc2f46a_11,ee8c1919-17a9-4df1-8aa5-79546621b23c_01,f1c1502e-1bd6-425a-b651-454363809668_01,f1c1502e-1bd6-425a-b651-454363809668_11,f2b58595-dec0-4194-ab33-7c7dc6c058a6_01,f2b58595-dec0-4194-ab33-7c7dc6c058a6_11,f31ba8ec-a3dd-4dd8-8d15-f6c5975ebe44_01,f3ba1cf8-ac67-4da8-96f3-8680dc55f247_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_01,fb322d32-d753-41cc-a21e-e47bf063d5bb_11
MIMAT0015083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.173398,0.0,0.0,0.12195,0.0,0.0,0.0,0.197176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173408,0.0,0.120673,0.0,0.0,0.0,0.0,0.0,0.0,0.157231,0.0,0.0,0.222689,0.0,0.122276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0015084,0.0,0.845347,1.191351,1.258884,1.161167,0.993357,0.743136,0.831831,0.988133,0.150537,0.255535,1.005462,1.439179,0.249592,0.677946,1.35291,0.960697,0.980383,0.454976,0.132356,0.481836,1.016407,0.15573,1.000808,1.081529,0.916062,0.304074,0.791568,0.858157,0.0,0.926145,0.718005,0.515804,0.697116,0.0,0.481064,0.38428,0.153926,0.578262,0.835668,1.476303,0.230894,0.230404,0.432103,0.225304,0.20661,0.193977,1.140679,1.882769,0.972,0.212396,0.22586,0.464019,0.520194,1.086972,0.223913,0.36585,0.0,1.159886,0.953016,0.591528,0.66266,0.560895,1.863554,0.283092,0.742588,0.850594,0.566838,0.388216,0.867041,0.0,0.844711,1.085871,0.234938,1.101698,0.536068,0.264926,0.618316,0.314462,1.443246,0.743505,0.222689,0.0,0.122276,2.16027,0.820236,1.195939,0.373581,0.81995,0.32749,0.935002
MIMAT0015085,0.495705,0.704456,1.021157,1.958265,5.660681,1.765968,1.857844,1.663662,0.846971,1.35483,0.255535,0.754096,1.027986,1.247958,2.372811,1.769188,0.640466,1.348024,3.867301,0.264712,2.569792,0.435603,0.93438,1.376111,0.811147,1.177794,1.976478,0.659641,3.43263,0.718232,3.148891,1.579612,2.707971,1.16186,0.779997,0.0,1.53712,4.925645,2.698556,1.253499,1.181044,3.232516,2.764848,1.728412,1.351823,1.03305,1.163863,0.912541,2.259322,1.296,1.061979,0.22586,1.546731,2.42757,1.086971,4.92609,0.487799,1.472703,1.242735,4.526826,1.971763,1.159656,2.916649,1.197997,0.566183,1.485179,2.041426,0.566838,0.776433,2.427717,2.138988,1.810096,2.986143,0.939751,2.616534,0.536067,3.708962,1.23663,5.188613,2.164866,2.825316,0.890756,1.409283,5.502423,0.589165,2.255645,1.674311,4.109402,0.546633,3.11115,1.24667
MIMAT0015087,0.0,0.0,0.0,1.678512,0.0,0.110373,0.0,1.18833,0.0,0.0,0.0,0.0,0.0,0.0,0.112991,0.0,0.0,0.0,0.0,0.0,0.321224,0.290402,0.15573,0.0,0.0,0.0,2.128515,0.0,0.0,0.0,0.0,1.723214,0.0,0.348558,0.519998,0.0,0.0,0.0,0.578262,0.0,0.19684,0.0,0.0,0.0,0.0,0.0,0.193977,0.114068,0.0,0.972,0.0,0.0,0.0,0.173398,0.0,0.0,0.0,0.0,0.0,0.0,0.394353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.537466,0.0,0.120673,0.0,0.0,3.993658,0.0,13.246293,0.0,0.0,12.267578,0.0,0.222689,0.0,0.0,0.0,0.0,0.119594,0.0,0.0,0.0,0.623335
MIMAT0015088,0.0,0.0,0.0,0.279752,0.0,0.0,0.0,0.356499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143601,0.0,0.0,0.0,0.0,0.0,0.0,0.192754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.154673,0.0,0.090581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173408,0.0,0.0,0.0,0.0,0.413137,0.0,0.264926,0.0,0.0,0.0,0.0,0.0,0.0,0.122276,0.0,0.0,0.239187,0.0,0.0,0.0,0.103889
MIMAT0015089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113744,0.0,0.0,0.0,0.0,0.125101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103889
MIMAT0015377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141162,0.0,0.0,0.0,0.205597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232372,0.0,0.0,0.19214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376554,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137712,0.268034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207778
MIMAT0015378,0.826176,8.876145,1.021157,63.22398,2.177185,35.650481,2.415196,98.274901,3.105558,0.602146,6.388382,0.502731,17.064565,1.49755,1.920847,93.454764,3.04221,2.20586,45.611414,0.132356,0.642448,2.178018,3.893249,18.640043,3.244589,3.271649,87.57321,2.242781,2.359934,0.718232,112.248683,74.528978,2.836922,116.534558,11.95995,1.202661,1.15284,4.156013,8.288424,4.80508,48.029155,2.30894,21.197166,2.592616,2.478343,2.892539,3.491588,69.353049,2.259322,28.08001,4.035518,2.710321,2.165424,26.703265,29.710526,1.791306,0.365849,1.246134,43.909947,3.335556,29.970807,1.325321,1.682682,23.560595,3.538645,2.042121,15.991161,6.802066,3.105734,79.594486,1.425992,30.5303,12.894707,1.644564,72.712109,4.288539,122.925598,0.618316,4.402459,135.664973,0.446103,50.773087,0.805304,33.503646,11.390528,1.230351,49.750917,6.724477,2.186533,4.748597,67.008531
MIMAT0016847,4.626586,6.480995,2.3827,20.282029,1.886893,3.863055,1.30049,16.161289,1.552779,2.860195,3.321959,0.50273,12.33583,4.243057,2.372812,4.891285,2.561861,3.798977,5.345976,3.573619,4.497135,3.339627,3.270329,1.376111,6.759559,2.224722,17.332197,1.187355,5.148947,5.602211,21.486546,18.524544,6.834404,13.709948,5.719976,2.76612,0.76856,7.080618,3.084065,13.370658,5.117861,4.156093,3.916868,3.888926,2.253039,13.016427,10.474766,10.494212,4.14209,4.104001,3.823122,4.968922,2.47477,2.080774,2.173941,1.791305,2.682892,2.718837,3.562505,13.342222,2.366116,4.14163,3.365365,7.720421,7.643472,3.712947,0.680475,2.834194,4.270385,16.473804,7.48646,2.654809,3.936279,4.463816,10.879274,12.061514,14.835847,4.328207,2.20123,17.318933,2.676616,2.672268,2.61724,2.934626,4.615128,3.075878,13.035696,2.116966,2.049875,7.532257,16.310603
MIMAT0016858,0.0,0.140891,0.170193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15573,0.0,0.0,0.130866,0.0,0.0,0.0,0.143646,0.0,0.0,0.0,0.0,0.0,0.0,0.19214,0.0,0.0,0.417833,0.0,0.0,0.0,0.0,0.0,0.20661,0.193977,0.114068,0.0,0.0,0.0,0.22586,0.0,0.0,0.0,0.0,0.12195,0.0,0.0,0.238254,0.0,0.0,0.448715,0.0,0.0,0.0,0.170119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268034,0.264926,0.0,0.157231,0.0,0.0,0.0,0.402652,0.0,0.0,0.205059,0.0,0.0,0.0,0.491234,0.0
MIMAT0016871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0016888,1.156646,1.972476,0.0,0.0,0.145146,0.331119,1.857843,1.901328,1.552779,0.150537,0.766606,0.251365,2.878361,0.0,0.677946,0.520349,0.960697,2.941144,0.0,1.058851,2.891016,0.726006,0.77865,0.500404,0.0,0.0,0.0,0.79157,1.930855,0.0,2.037517,3.590028,1.418461,1.394232,0.0,0.360798,0.76856,1.077484,4.626097,0.835667,0.688943,3.001622,1.843232,0.720171,2.027735,1.23966,0.0,0.0,9.037288,1.62,0.0,0.45172,1.392058,1.387183,1.721037,1.119566,0.975597,0.22657,0.414245,0.0,0.0,0.0,1.121789,1.730439,0.70773,2.599062,1.36095,3.02314,0.0,0.0,0.534747,0.241346,1.493072,1.409626,1.927972,2.412303,4.50374,0.927473,3.459074,1.683785,1.338308,0.890756,0.0,0.366828,0.981942,1.640469,0.837155,1.743383,0.956608,3.602384,1.24667
MIMAT0016895,25.941927,66.359747,69.60887,32.031619,39.479614,33.443022,18.206864,24.241934,24.985621,20.472978,28.364416,10.808698,51.399294,25.707929,11.412093,14.986065,12.649186,65.563002,12.625603,10.720858,42.722784,23.522594,22.113655,13.385802,19.602721,24.864533,14.747572,33.905575,18.450394,10.198897,23.153607,20.391358,68.601938,23.469572,27.039887,19.843907,15.947621,18.317251,29.684126,31.128562,17.912512,24.243874,16.704288,14.54746,13.067623,12.189987,15.71215,16.881994,73.427965,15.984006,65.842658,12.874023,13.76591,18.033374,14.402359,43.215251,28.658167,18.12558,11.930251,41.694443,27.604689,26.175101,31.297893,21.830157,17.976314,51.053018,15.480805,65.564366,23.098902,20.28879,44.562262,16.049525,12.894708,12.21676,12.807246,36.720609,18.809737,22.568507,55.65966,15.635148,11.301266,11.579827,20.736591,17.118652,22.584667,17.224917,17.22147,22.788506,16.26234,30.78401,18.907832
MIMAT0016915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249592,0.0,0.0,0.0,0.0,0.0,0.132356,0.0,0.0,0.31146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259999,0.240532,0.0,0.0,0.192754,0.0,0.0,0.0,0.115202,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133111,0.0,0.0,0.0,0.0,0.0,0.173408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445378,0.0,0.0,0.0,0.0,0.0,0.249054,0.0,0.0,0.0
MIMAT0016916,0.33047,0.0,0.0,0.139876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130866,0.152037,0.0,0.0,0.0,0.185229,0.0,0.128951,0.0,0.0,0.0,0.0,0.0,0.192754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376554,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185647,0.170119,0.0,0.194108,0.346817,0.0,0.120673,0.0,0.0,0.0,0.0,0.529852,0.0,0.0,0.481081,0.0,0.0,0.0,0.0,0.0,0.0,0.119594,0.0,0.0,0.0,0.0
MIMAT0016925,11.235993,4.649409,6.467329,7.553307,4.499515,10.264689,8.54608,7.248813,12.986876,6.473074,5.621777,13.322349,4.523137,6.239791,8.700309,2.913957,4.002907,8.823432,30.369694,3.573619,21.522004,7.695663,4.827629,6.630351,11.220868,9.291484,6.081473,10.686192,2.789013,3.160221,9.631901,13.0677,3.610628,11.386228,8.059967,21.046566,16.716181,6.46491,6.16813,7.729912,10.334141,9.004868,17.165096,3.74489,1.351822,5.578469,3.879543,11.97709,3.388983,21.600006,8.283432,7.679243,7.114964,7.802903,12.771904,6.717396,2.804843,4.64468,7.373558,15.486508,9.070112,20.211152,6.394194,4.791987,3.963283,6.497657,12.24855,8.691531,2.717518,11.27155,16.577161,16.290873,5.022148,5.403567,8.125027,5.896742,22.518698,7.110626,9.905533,25.9784,10.855164,10.466382,4.831826,15.773616,7.855535,5.331524,9.089111,11.456515,3.689774,9.169704,9.765584
MIMAT0017352,0.0,0.563565,0.340386,0.0,0.145146,0.220746,0.743137,0.118833,0.0,0.301074,0.51107,0.125683,1.850374,0.249592,0.0,0.20814,0.0,0.122548,0.454976,0.132356,0.642448,0.0,0.62292,0.250202,0.135191,0.65433,0.456111,0.0,0.214539,0.143646,0.740916,0.430803,0.0,0.348558,0.0,0.0,0.19214,0.615705,0.771016,0.417833,0.29526,0.692682,0.460808,0.288069,0.0,0.20661,0.193977,0.228135,2.635876,0.108,0.424791,0.0,0.154673,0.173398,0.181162,0.0,0.0,0.22657,0.248547,0.0,0.197176,0.496996,0.0,0.0,0.0,0.556942,0.340237,0.188946,0.0,0.346817,0.178249,0.724039,0.0,0.0,0.275425,0.268034,0.0,0.618316,0.314461,0.240541,0.297402,0.222689,0.0,0.366828,0.098194,0.205059,0.597968,0.871691,0.409975,0.163745,0.207778
MIMAT0017392,0.165235,0.0,0.0,0.0,0.0,0.110373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125101,0.0,0.0,0.0,0.0,0.0,0.0,0.185229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157231,0.0,0.148701,0.222689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103889
MIMAT0017950,1.321881,3.663169,3.233666,1.818388,1.451459,1.876341,0.557352,1.782495,0.846971,1.204295,0.51107,0.377048,2.878359,0.748776,0.790937,0.41628,0.480348,2.69605,0.796208,0.397069,0.80306,1.452011,1.40157,0.875707,0.946337,1.177794,0.912222,1.715067,0.643617,0.287292,1.111374,2.872021,5.286991,2.207534,1.039996,0.360798,0.19214,1.539263,4.047834,1.671334,0.688941,1.616258,0.691212,0.144034,0.225304,2.27271,0.0,0.912543,7.907627,1.728,2.973541,0.45172,0.0,0.520194,1.268134,1.791305,2.073146,1.246134,0.745641,0.714762,0.98588,0.828325,1.794861,1.064887,0.141546,2.784709,1.020712,3.778927,0.388216,3.294759,1.247743,0.603365,1.221605,0.704814,0.826274,0.536068,5.563444,0.309158,1.100616,1.443245,0.594804,1.113445,1.409282,0.978208,2.553049,0.820236,1.076344,0.622636,0.546633,1.964937,1.14278
MIMAT0017981,0.0,0.140891,0.0,0.139876,0.145146,0.110373,0.0,0.237666,0.0,0.0,0.0,0.125683,0.822388,0.0,0.0,0.0,0.160116,0.122548,0.113744,0.0,0.160612,0.0,0.0,0.0,0.135191,0.0,0.0,0.0,0.0,0.0,0.0,0.143601,0.0,0.116186,0.0,0.0,0.0,0.153926,0.192754,0.0,0.19684,0.0,0.0,0.0,0.0,0.0,0.0,0.228135,0.0,0.216,0.637187,0.0,0.154673,0.0,0.090581,0.0,0.0,0.0,0.082849,0.0,0.197176,0.0,0.112179,0.0,0.0,0.0,0.0,0.0,0.0,0.173408,0.356498,0.0,0.0,0.0,0.0,0.268034,0.0,0.0,0.0,0.0,0.0,0.445378,0.0,0.0,0.196388,0.0,0.239188,0.373582,0.136658,0.0,0.103889
MIMAT0017982,1.487116,0.563564,1.872122,1.39876,2.322331,3.752682,1.30049,2.37666,0.846971,2.107513,0.766606,1.131143,4.111945,1.247958,0.451964,4.266866,1.601163,0.612739,1.478674,0.132356,0.80306,1.452011,0.93438,3.377726,0.811147,1.30866,1.672405,0.131928,2.359934,0.574585,2.037518,1.866814,1.805314,2.672278,0.779997,0.240532,1.34498,3.386381,1.542032,0.835668,3.641556,1.15447,2.88005,1.440342,0.675911,1.65288,0.775908,1.825081,4.142091,2.592,2.123957,0.67758,0.464019,1.907376,2.898589,0.895653,0.853648,1.812559,1.822677,1.19127,4.140703,1.490987,1.570504,1.86355,0.849275,0.928236,2.892018,2.456301,0.582325,2.774533,2.138988,4.464905,0.950137,1.409626,2.065684,1.608203,0.794778,3.400735,0.628923,2.88649,1.338308,2.004201,1.409282,2.200969,2.749437,1.230353,1.913496,1.867909,1.776558,0.654979,1.766116
MIMAT0017983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0017984,0.165235,0.140891,0.0,0.419628,0.145146,0.0,0.0,0.118833,0.282323,0.301074,0.51107,0.0,0.205597,0.249592,0.112991,0.0,0.0,0.0,0.0,0.0,0.0,0.290402,0.62292,0.0,0.135191,0.392598,0.0,0.0,0.643618,0.143646,0.185229,0.430803,0.257902,0.58093,0.259999,0.360798,0.0,0.461779,0.385508,0.835666,0.09842,0.461788,0.0,0.288068,0.225304,0.20661,0.387954,0.228136,0.0,0.108,0.0,0.22586,0.309346,0.0,0.090581,0.0,0.487799,0.113285,0.082849,0.238254,0.0,0.33133,0.112179,0.665553,0.0,0.185647,0.0,0.566839,0.0,0.173408,0.178249,0.0,0.407202,0.0,0.413137,0.268034,0.0,0.309158,0.314462,0.481082,0.297402,0.0,0.0,0.0,0.0,0.0,0.358782,0.249054,0.273316,0.818724,0.623335
MIMAT0017985,86.418009,79.60352,25.528929,51.334514,17.272333,25.385792,32.883826,29.114088,30.490932,71.956497,61.584001,10.808699,20.148523,91.100919,14.123878,14.257576,17.772906,17.034127,13.876787,27.13303,58.462758,99.172424,66.808155,14.26151,45.289044,31.276968,58.078068,18.206106,157.257423,42.088406,41.861722,39.633906,42.16698,18.58976,96.199598,52.195484,28.244582,22.01148,15.613079,99.862098,18.40461,63.495859,8.755351,39.32135,33.119664,129.95766,83.992108,26.235533,27.488419,15.660004,20.17759,60.982218,37.585574,29.477633,20.018376,34.930459,49.14571,44.294387,15.907,61.707778,14.788225,28.328745,8.189056,25.956588,32.697079,46.040538,24.156863,50.259715,39.209899,28.959212,16.042413,17.014911,39.49853,151.064927,49.163298,85.2347,35.500068,80.071823,34.90521,38.727058,74.053037,25.386544,35.634724,16.50727,5.204291,58.441679,19.852532,9.837662,58.48976,108.726499,33.660095
MIMAT0017986,0.165235,0.0,0.170193,0.0,0.0,0.331119,0.0,0.356499,0.141162,0.0,1.022141,0.125683,0.616791,3.244691,0.225982,0.52035,0.0,0.122548,0.0,0.264712,0.321224,0.145201,0.15573,0.0,1.351912,0.130866,0.0,0.131928,0.214539,0.287293,0.0,0.0,0.128951,0.116186,0.0,0.360798,0.0,0.153926,0.0,0.0,0.295261,0.0,0.0,0.0,0.0,0.41322,0.0,0.456271,0.0,0.0,0.424791,0.0,0.309346,0.346796,0.634067,1.119566,0.0,0.22657,0.082849,2.144286,0.197176,0.0,0.0,0.0,0.0,0.0,0.0,0.188946,0.776433,0.173408,0.178249,0.0,0.0,0.0,0.0,0.804102,0.0,0.618315,0.157231,0.0,0.297402,0.222689,0.0,0.0,0.196388,0.0,0.239187,0.124527,0.0,0.0,0.519445
MIMAT0017987,0.33047,0.986237,0.0,0.139876,0.145146,0.0,0.371568,0.356499,0.141162,0.150537,0.51107,0.125683,0.0,0.0,1.12991,0.31221,0.0,0.0,0.227488,0.132356,0.0,0.145201,0.0,0.250202,0.0,0.130866,0.0,0.395784,0.0,0.574584,0.555687,0.574404,0.515804,0.697116,0.259999,0.0,0.0,0.0,0.578262,0.626751,0.29526,0.0,0.345606,0.0,0.0,0.61983,0.193977,0.228135,0.0,0.648,0.212396,0.67758,0.618692,0.693592,0.181162,0.671739,0.36585,0.22657,0.745641,0.238254,0.394352,0.165665,0.336537,0.266222,0.424638,0.185647,0.510357,0.377892,0.194108,0.0,0.178249,0.724038,0.0,0.234938,0.137712,0.0,0.264926,0.0,0.314462,0.240541,0.0,0.668067,0.201326,0.0,0.392776,0.205059,0.358781,0.249054,0.0,0.32749,0.311667
