,00397ce0-a931-46dd-9407-c1c6a14c39f1_01,04a1f2dc-1b1a-4328-b35d-cdc1b99e7b5b_01,0ab19ae8-c095-48d6-b1aa-0f5ae75c6e68_01,0ac27bc8-346e-4006-a701-d9676fb91cb7_01,0c5ae0f7-b2ac-4b1b-aabb-83994ebb9326_01,0c7b4b9c-d497-41fc-a2b9-014bb5e07985_01,0c8bd0eb-9c26-4fb0-a365-26354129f0da_01,10981cf9-c8e6-48c0-bc34-f06db6e1ac28_01,1c848577-c3a4-4830-abfa-549992172396_01,1f91f13c-bc22-4a5b-9c8f-54782d3909a0_01,24ea3cd5-c2e6-44f7-9658-78af7befeef7_01,28c6d24e-be1e-484d-948d-55ea51bd8ec0_01,2b3b0ca8-14c6-493e-921a-cd43ba7d080a_01,2b715eb2-055e-4bc5-bc98-128e8bf6954f_01,2b740646-7cd4-4c7f-890a-7b3db6ebc1b8_01,2d2d8421-18a7-4822-ba37-69fbf48da225_01,2dd1ecd8-a8d8-4a6a-8cf2-e847557ab04c_01,3210027d-a9c7-4ebb-8497-e3705bed7e40_01,340fef21-55d8-433f-b00a-51276b849356_01,36606c1f-9a12-465a-a2d9-2491fdc54a88_01,3d8b4046-822a-4a00-b79e-393bd3f5f5b5_01,4d9f1899-4a41-4e57-bdad-b12eb0d47629_01,500b86b2-3ac3-4745-af84-3dd28f38daeb_01,50921ca1-5d70-4162-8847-74e874114284_01,54d21956-25e4-42df-adbe-6907721fc4b5_01,554f4424-bb94-4958-a316-6d7d4eb4181b_01,5a197d56-e835-4f96-ad85-04ae9f6aff32_01,676ea428-80ef-4371-b90b-95e46708278c_01,6821f2b2-1b21-4046-b7d6-8979fe36add6_01,74f63637-cc7c-4539-a57e-783c8f62fb95_01,77c64e5d-da34-467a-a8d3-c79060700e4f_01,7a92421e-4860-41c7-afd2-fa715357f023_01,7d93f1b4-3460-4917-9f33-2a9c6df773f2_01,827d74a2-0331-434c-aef6-2d15b634ccb8_01,83b97927-a1be-441a-97a1-4363e1f2d530_01,880befcf-2bb1-4d37-b65b-5f2970bfb18b_01,894b5569-4e33-4e8d-a70c-63dd4c74c3cf_01,8ba34bcc-daad-4d69-9f02-e6a1c18de68b_01,92c1f122-2f48-47a7-b3b8-c1792a1f4f32_01,97408569-ef36-46d6-941a-aca9e0ab297e_01,98889636-e53c-44df-951e-01a70033e754_01,99826daa-eb83-40ba-950d-0bb7084d960d_01,9ad7575d-2ad4-4fda-8176-55145396f04a_01,a20fb646-2a9e-42ac-a2cc-ff3d6a0625fa_01,a3c28058-d305-4f85-b42b-a221e5234ec8_01,a48996be-7dae-451a-8129-9de8dfe7221a_01,a61ea4c7-2506-4d56-aeb5-edf83199d421_01,aaace369-0a47-4176-811b-61cd42bf647f_01,af5bde54-d20c-41a1-9537-69aed5562f08_01,b100c424-90c6-4e16-9d9e-40ad38606b5d_01,b106d71c-7809-4efa-a969-ee1f93a44720_01,b1f27fa2-133c-42c0-b69e-815af67e2a7e_01,bbabcd40-0a6c-430f-8325-ee1ed1d08afa_01,c328f661-c109-4e01-b819-299a75bd4348_01,c5ad9aef-27c6-4101-befb-6227cd1266ba_01,c5d4d4b4-2c9e-4865-8860-68327356d461_01,c61937ab-01ff-42e5-a534-3b33d6a9f582_01,c739fd61-22b2-412d-bcf3-89bda45a2c0f_01,c9c7366b-8826-4bd2-a3dc-5883e34c1502_01,c9ce1f62-2df1-4974-868b-d075781ce282_01,ca9031aa-87e5-4d5b-a526-3615efac3077_01,caa9b7d9-e900-4e18-a5f0-6dd4c202b40c_01,cb245767-f9d2-4cca-95f0-f3d247c05f01_01,cb94a8ae-2b0c-4d0b-ada3-4c82dd765567_01,ccf7073e-b224-497a-a476-c67aff5226bd_01,d3a6accc-5c45-4e70-baf5-2188af53e0db_01,d4d2b087-b7b4-4e53-a0b6-0190380c5a48_01,d4d3c554-bab2-47e7-a1c8-8890db28abf8_01,d940e476-fb0a-4cc3-8ab5-691156e7c09b_01,dc6720dd-5028-49d3-8508-a7936e7b3faa_01,de7c2f09-b840-4071-a1f1-558d1fb28576_01,e0df1fef-c650-4088-a974-26f712ed4f64_01,e23bc730-b369-4d6a-90ce-7223e234cd4d_01,e4469259-2504-4987-88a4-02cae33f46f2_01,e611ee05-92c8-41d6-a052-18dd749f8779_01,e656cf38-2f5d-4306-90d9-ecb504d86351_01,e6633347-a907-4a6c-9343-a207fdb05169_01,e90bfe17-2e5b-47ed-b986-b3d4181f2bf6_01,e93761b9-e0a2-48d5-8b21-a6670021cae4_01,e9c61bd8-8e3b-4e2d-b878-1ef285fc6292_01,eb5a5b41-b493-408c-902e-c625f5ba7d2f_01,ebe927e6-0a7e-4c97-ad73-f3c302cca7bc_01,ef8b1e2c-9623-44fe-b591-8c8e6a232da5_01,f15667dc-8376-40b6-84b2-8f5370c3d66a_01,f235c37f-ce8d-42ea-9b3f-065fc7e0c8b8_01,f544c652-8ee2-4bfe-a42c-41ab4b3697d1_01,f8970455-bfb2-4b1d-ab71-3c5d619898ad_01
MIMAT0018184,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.296436,0.293026,0.368551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238434,0.0,0.355145,0.193247,0.14828,0.0,0.355412,0.0,0.0,0.111117,0.0,0.097449,0.0,0.0,0.727449,0.0,0.158239,0.472924,0.0,0.0,0.0,0.580466,0.0,0.0,0.0,0.0,0.0,0.0,0.261335,0.290111,0.0,0.0,0.0,0.0,0.178023,0.321714,0.398486,0.122141,0.203828,0.0,0.0,0.213266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404905,0.295621,0.47393,0.177437,0.0,0.0,0.551698,0.639184,0.0,0.280355,0.0,0.0,0.0,0.0,0.0,0.125515,0.300026,0.0,0.0,0.0
MIMAT0018185,0.246408,0.0,0.168431,0.0,0.457498,0.0,0.0,0.296436,0.0,0.368551,0.0,0.0,0.0,0.0,0.184087,0.0,0.0,0.0,0.238434,0.210421,0.0,0.193247,0.296559,0.0,0.177706,0.0,0.433026,0.0,0.0,0.194899,0.0,0.0,0.0,0.0,0.0,0.236462,0.207942,0.148659,0.195984,0.290233,0.0,0.0,0.194882,0.0,0.0,0.0,0.0,0.0,0.16093,0.0,0.134786,0.0,0.0,0.0,0.0,0.0,0.203828,0.0,0.0,0.213266,0.0,0.0,0.0,0.0,0.675947,0.255092,0.0,0.0,0.591242,0.47393,0.0,0.0,0.0,0.0,0.0,1.017438,0.280355,0.0,0.0,0.159678,0.307033,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0018186,2.340873,1.384285,1.010583,0.0,0.914996,1.158969,1.559912,0.592873,0.732565,1.105653,1.486975,0.916474,0.781192,0.848886,0.736348,0.0,1.019435,0.369253,0.238434,0.631263,0.71029,0.966236,1.631076,1.900852,0.355412,0.52628,0.577367,1.000055,1.34967,0.974494,0.375512,0.681006,0.545587,0.726204,0.791193,0.945848,1.871479,0.445977,0.979919,2.03163,0.546742,0.74409,0.584646,0.748434,1.832599,0.456616,0.52267,0.580221,0.804651,1.155807,1.617432,1.11399,0.534069,1.60857,0.796972,0.366424,0.407657,0.686445,1.934992,0.426532,1.827954,1.806061,0.183217,0.655458,0.844933,0.382638,1.055414,1.214715,1.182483,0.236965,0.532312,2.270613,0.429516,0.827547,2.556736,4.578473,0.841065,0.408044,0.414527,0.638714,0.614067,0.781909,0.627576,1.200104,1.531035,0.6781,0.690557
MIMAT0018187,3.326506,4.72964,1.85274,3.852895,2.058741,2.649072,1.169934,3.557239,4.981443,2.211306,6.840085,1.832948,2.603971,0.848885,1.84087,5.176352,2.548589,2.954019,3.099638,4.208417,3.906595,4.251438,2.669035,6.433648,1.77706,3.683963,3.897228,2.66681,2.024505,3.508177,1.877559,3.859034,5.274008,2.541714,2.848298,4.492778,2.495304,4.162452,1.959839,7.255818,2.733709,7.192876,3.507876,5.77363,2.0944,2.28308,3.920027,4.351662,5.310692,2.311616,3.908794,5.012956,2.136276,7.077708,2.789402,3.90852,4.280394,3.947058,8.949339,2.772459,5.712357,3.930838,4.580424,8.848691,2.703788,3.316196,3.16624,3.914082,4.434314,1.42179,4.613369,2.018321,6.657495,3.586037,1.917552,2.034876,2.803549,3.468372,2.279903,4.630669,2.149232,6.724419,2.886853,2.100182,0.83511,6.916622,5.006541
MIMAT0018188,0.0,0.0,0.168431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228308,0.0,0.0,0.0,0.0,0.0,0.0,0.356046,0.0,0.0,0.0,0.0,0.171611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018190,0.0,0.0,0.0,0.0,0.0,0.0,0.389978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184626,0.0,0.210421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.290111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018191,0.61602,0.922857,0.336862,0.642149,0.228749,0.165567,0.779956,0.74109,1.318617,1.474204,1.18958,0.458237,0.260397,0.509331,0.184087,0.207054,0.509718,0.92313,0.476868,0.210421,0.0,1.159482,0.7414,0.877316,1.77706,0.52628,0.433026,0.0,0.269934,0.389796,0.0,0.454004,0.545586,1.089306,0.474717,0.0,0.831768,0.0,1.175903,0.870699,0.728988,0.99212,0.779528,0.534595,0.3927,0.0,0.784005,0.290111,0.80465,0.0,0.539144,0.556995,0.534069,0.643428,0.199243,0.244282,0.0,0.171611,0.241874,0.0,0.456988,0.531195,0.183217,1.310916,0.675948,1.020368,0.422165,0.539872,0.0,1.42179,0.532311,1.766031,0.0,0.551698,1.278368,1.017438,1.12142,1.428154,0.621791,0.638713,1.535165,0.938292,1.380668,1.800156,0.55674,0.40686,0.08632
MIMAT0018192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125515,0.0,0.0,0.0,0.0
MIMAT0018194,0.123204,0.0,0.336862,0.21405,0.457498,0.331134,0.779956,2.075057,0.0,1.474204,0.0,0.458237,0.260397,0.509331,0.184087,1.035271,1.274294,0.184626,0.0,0.0,0.0,0.193247,0.14828,0.0,0.0,0.105256,0.0,0.0,0.674835,0.0,0.0,0.681006,0.0,0.0,0.158239,0.0,0.0,0.0,0.195984,0.290233,0.0,0.0,0.0,0.0,0.7854,0.228308,0.261335,0.580222,0.0,0.0,0.0,0.0,0.178023,0.0,0.0,0.0,0.0,0.0,0.241874,0.213266,0.0,0.0,0.0,0.0,0.168987,0.0,0.0,0.539872,0.0,0.0,0.177437,0.0,0.0,0.0,0.639184,0.0,0.841065,0.204022,0.0,0.479035,0.0,0.0,0.0,0.300026,0.0,0.0,0.0
MIMAT0018195,0.123204,0.0,0.0,0.0,0.228749,0.0,0.0,0.0,0.146513,0.0,0.0,0.0,0.260397,0.0,0.0,0.0,0.0,0.184626,0.0,0.0,0.0,0.0,0.296559,0.0,0.0,0.0,0.0,0.0,0.404901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195984,0.0,0.0,0.24803,0.0,0.0,0.0,0.456616,0.261335,0.0,0.0,0.0,0.0,0.185665,0.534069,0.0,0.0,0.122141,0.407657,0.0,0.0,0.0,0.228494,0.0,0.0,0.0,0.0,0.0,0.0,0.269937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508719,0.0,0.0,0.0,0.319357,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0018196,0.369612,0.230714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210421,0.0,0.0,0.14828,0.0,0.0,0.0,0.288684,0.0,0.0,0.0,0.0,0.0,0.0,0.363102,0.0,0.0,0.0,0.0,0.0,0.0,0.182247,0.0,0.194882,0.0,0.0,0.0,0.0,0.290111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203828,0.171611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156382,0.0,0.0,0.139185,0.0,0.0
MIMAT0018197,0.739223,0.576785,1.347446,0.642149,2.287491,0.331134,0.779956,0.592873,0.586052,1.842756,0.892185,3.207659,1.301987,1.697772,0.736349,0.828217,1.274294,0.184626,0.238434,0.210421,1.065435,0.193247,0.444839,0.584878,0.177706,0.631536,1.299074,0.0,0.539868,0.292348,0.187756,0.227002,0.727449,3.267919,0.158239,0.236462,0.415884,0.445977,0.979918,1.451164,1.275731,0.992121,0.97441,0.748434,0.3927,0.913232,0.52267,0.580221,0.32186,1.155807,0.539144,0.185665,1.246161,0.0,0.0,0.244282,1.222971,0.343223,0.241874,0.639798,0.456989,0.637433,0.183217,0.0,1.182906,1.275459,0.633248,0.809811,1.478105,3.791442,2.129249,1.009162,0.644274,2.206792,0.639184,3.052315,0.280355,1.632175,1.65811,0.319357,0.307033,0.469146,0.125515,0.300026,0.139185,0.40686,0.25896
MIMAT0018198,0.0,0.0,0.336861,0.21405,0.0,0.0,0.0,0.296437,0.879078,0.0,0.0,0.458237,0.260397,0.0,0.0,0.0,0.254859,0.184626,0.0,0.0,0.0,0.0,0.296559,0.0,0.0,0.0,0.144342,0.111117,0.0,1.169393,0.0,0.227002,0.181862,0.0,0.474716,0.0,0.0,0.297318,0.391967,0.580466,0.182247,0.0,0.389764,0.0,0.1309,0.684924,0.0,0.0,0.16093,0.0,0.0,0.928326,0.0,0.0,0.0,0.122141,0.0,0.0,0.0,0.0,0.685483,0.106239,0.0,0.0,0.0,0.0,0.0,0.0,1.773725,1.184826,0.0,0.0,0.0,0.0,2979.236112,0.508719,0.0,0.0,0.0,0.479035,0.0,0.0,0.0,0.0,0.0,0.0,0.08632
MIMAT0018199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177706,0.0,0.0,0.0,0.0,0.097449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018201,0.246408,0.692142,0.336862,0.21405,0.0,1.158969,0.779956,1.778618,0.879078,0.0,0.0,2.749422,0.781191,0.339554,0.184087,0.207054,0.254859,0.369252,0.238434,0.210421,0.0,0.579741,0.59312,0.584876,1.066236,0.210512,1.154734,0.222234,0.674835,0.194898,0.0,0.908008,2.000484,0.363102,0.0,0.0,0.0,0.297318,1.567871,0.0,0.364494,0.74409,0.389764,1.06919,0.5236,0.913232,0.52267,0.0,0.48279,0.0,0.404358,2.413645,0.356046,0.643428,0.199243,0.0,2.445938,0.858056,0.483748,0.213266,0.685482,0.318717,0.549651,0.655458,0.675948,0.127546,0.316623,1.079745,1.478105,0.236965,0.354874,0.0,0.859032,1.379245,0.0,0.508719,0.280355,0.408044,0.207264,0.958069,0.307033,0.625528,0.627576,0.0,0.0,0.6781,0.08632
MIMAT0018203,0.492816,0.0,0.168431,0.21405,0.0,0.496701,0.0,0.296437,0.879078,0.0,0.59479,0.458237,0.520794,0.169777,0.368174,0.0,0.254859,0.184626,0.476868,0.0,0.355145,1.545977,0.29656,0.292439,0.0,0.210512,0.0,0.77782,0.0,0.097449,0.375512,0.681006,0.181862,0.0,0.791194,0.236462,0.623826,0.148659,0.0,0.580465,0.911236,0.24803,0.0,0.320757,1.439899,0.456616,0.0,1.160443,0.48279,0.0,0.67393,0.185665,0.534069,0.965142,0.199243,0.0,0.203828,0.0,0.725622,0.0,0.456989,0.424956,0.183217,0.655458,0.0,0.255092,0.211083,0.269936,0.0,0.236965,0.0,0.25229,0.429516,0.827547,0.0,0.0,0.280355,0.204022,0.0,0.0,0.614067,0.312764,1.004123,0.600052,0.83511,0.0,0.431599
MIMAT0018204,0.985632,1.384285,0.168431,2.354546,0.457498,2.152371,0.779956,0.741092,2.344209,0.368551,4.16353,0.0,4.687153,1.358217,0.736348,2.070542,2.548587,0.738505,3.576504,0.631263,0.71029,4.251437,1.631076,3.070608,0.355412,1.999868,0.86605,2.777931,1.484637,0.682145,1.877558,2.724024,1.091175,2.904817,2.531818,4.256312,4.366786,0.891954,0.979918,1.741396,5.46742,2.728333,0.97441,0.962272,5.890496,0.684924,0.0,3.191217,0.64372,0.577904,2.291362,1.11399,0.0,3.538854,0.0,0.244283,1.22297,0.858056,0.483748,0.213266,4.112898,4.886986,0.732868,1.310918,0.844933,2.678463,0.633248,3.914085,1.773725,0.47393,0.532311,2.270613,1.718062,3.034339,0.639184,1.017438,4.485677,1.428153,0.207264,0.638713,1.228133,1.563819,2.384794,1.800157,0.83511,2.034301,1.122154
MIMAT0018205,1.108834,0.346071,0.505292,1.070248,2.516239,0.993402,0.779956,0.444654,0.439539,0.737102,1.78437,1.374711,0.781192,0.679108,0.0,0.414108,0.509718,0.923132,1.430601,1.052104,0.355145,0.193247,0.444839,1.023535,0.177706,0.210512,0.86605,0.666702,0.809802,0.097449,0.751024,0.454004,1.091175,0.363102,0.0,1.891695,0.415884,0.594636,1.959837,0.870698,1.275731,0.992121,0.389764,0.213838,2.487099,0.0,0.0,0.580222,0.64372,1.155808,1.078288,0.37133,0.534069,1.60857,0.796972,0.488565,0.815313,1.201279,1.20937,0.426532,0.913976,0.531194,0.549651,0.983188,0.506961,1.530551,0.316624,0.539873,1.478104,1.184825,1.242061,2.270613,1.288547,0.0,1.917552,2.034876,1.682129,0.816087,0.621791,0.95807,1.8422,1.407437,0.502062,0.900078,0.55674,0.81372,0.258959
MIMAT0018206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184087,0.0,0.0,0.184626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018349,0.862427,0.346071,0.505292,1.712398,0.228749,0.496701,1.559913,0.88931,0.146513,0.0,1.18958,1.832948,1.562384,1.358217,0.0,0.0,0.509717,0.738505,0.953735,0.420842,1.420579,1.35273,0.593119,4.386582,0.533118,1.157818,0.144342,1.22229,1.619604,0.389797,1.31429,1.13501,0.909312,0.0,0.632955,1.18231,1.871479,0.297318,0.979919,0.870698,0.911237,1.736212,0.584646,0.748433,1.701699,0.0,1.829348,1.450553,0.32186,1.155807,0.539144,1.670986,0.356046,1.608569,0.398486,0.366424,1.22297,0.0,1.693119,0.426532,0.0,1.80606,0.366434,0.983188,0.675947,1.913189,0.211082,0.539874,1.182483,0.236965,2.66156,4.541226,0.0,0.275849,2.556736,1.017438,1.962484,1.632175,1.243582,2.235498,1.8422,0.312764,0.0,2.700235,0.695925,0.6781,1.985351
MIMAT0018351,0.123204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.134786,0.0,0.0,0.321714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127546,0.0,0.0,0.0,0.0,0.0,0.0,0.214758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.983188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018354,0.0,0.0,0.0,0.0,0.228749,0.0,0.0,0.0,0.0,0.0,0.0,0.458237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187756,0.0,0.181862,0.0,0.158239,0.0,0.0,0.0,0.195984,0.0,0.0,0.0,0.0,0.0,0.1309,0.0,0.261335,0.0,0.0,0.0,0.0,0.185665,0.0,0.321714,0.0,0.0,0.407656,0.343222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105541,0.0,0.295621,0.0,0.177437,0.0,0.0,0.275849,0.0,0.0,0.560709,0.204022,0.0,0.159678,0.307033,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018355,0.0,0.0,0.0,0.21405,0.0,0.165567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184626,0.0,0.210421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168987,0.0,0.0,0.0,0.0,0.0,0.0,0.25229,0.0,0.0,0.0,0.0,0.0,0.0,0.207264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0018356,0.616019,0.115357,0.0,0.21405,1.372495,0.165567,0.0,0.296436,0.0,0.368551,1.18958,0.458237,0.520794,0.509331,0.736348,0.0,0.509718,0.0,0.238434,0.210421,0.355145,0.386494,0.444839,0.0,0.177706,0.105256,0.144342,0.0,0.404901,0.0,0.375512,0.681006,0.363725,0.0,0.0,1.182309,0.415884,0.297318,0.0,0.580465,0.182247,1.488182,0.194882,0.0,0.1309,0.228308,0.52267,0.290111,0.16093,1.155807,0.0,0.185665,0.356046,0.0,0.199243,0.122141,0.0,0.514834,0.0,0.639798,0.228494,0.106239,0.183217,0.0,0.337973,1.147913,0.0,0.404905,0.0,0.710895,1.064625,2.018323,0.0,0.275849,0.639184,0.0,1.121419,0.0,0.0,0.319356,3.684401,0.312764,0.125515,0.300026,0.139185,0.27124,0.258959
MIMAT0018357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
